year,pick,player,team,college_or_intl,age_at_draft,height_in,weight_lbs,wingspan_in,standing_reach_in,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,allstar,notes,ncaa_games,ncaa_mpg,ncaa_ppg,ncaa_rpg,ncaa_apg,ncaa_fg_pct,ncaa_3p_pct,ncaa_3pa_pg,ncaa_ft_pct,ncaa_ts_pct,ncaa_usg_pct,ncaa_ast_pct,ncaa_tov_pct,ncaa_stl_pct,ncaa_blk_pct,ncaa_obpm,ncaa_bpm,ncaa_source
2006,35,P.J. Tucker,TOR,Texas,21.15,77.0,245.0,,,886.0,24993.0,43.3,0.083,-1.0,6.4,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,36,Craig Smith,MIN,Boston College,22.63,77.5,259.0,81.5,103.5,403.0,6826.0,16.0,0.113,-1.2,1.4,0,,,,,,,,,,,,,,,,,,,
2006,37,Bobby Jones,MIN,Washington,22.47,77.75,211.0,81.5,101.5,91.0,867.0,1.1,0.06,-4.1,-0.5,0,,,,,,,,,,,,,,,,,,,
2006,38,Kosta Perović,GSW,,21.35,86.0,240.0,,,7.0,38.0,0.0,0.06,-5.9,0.0,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,39,David Noel,MIL,UNC,22.33,76.5,223.0,81.5,100.0,68.0,792.0,0.4,0.024,-3.1,-0.2,0,,,,,,,,,,,,,,,,,,,
2006,40,Denham Brown,SEA,UConn,,76.0,218.0,81.5,102.5,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,41,James Augustine,ORL,Illinois,22.33,80.25,227.0,84.25,104.0,27.0,156.0,0.3,0.101,-2.7,0.0,0,,,,,,,,,,,,,,,,,,,
2006,42,Daniel Gibson,CLE,Texas,20.33,74.0,190.0,,,397.0,9316.0,16.0,0.082,-1.0,2.4,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,43,Marcus Vinicius,NOK,,22.08,80.0,225.0,,,26.0,172.0,0.2,0.056,-3.0,0.0,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,44,Lior Eliyahu,ORL,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,45,Alexander Johnson,IND,Florida State,23.38,81.0,240.0,,,102.0,1302.0,1.5,0.056,-4.6,-0.9,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,46,Dee Brown,UTA,Illinois,21.86,71.0,179.0,74.0,94.0,68.0,711.0,0.1,0.008,-3.0,-0.2,0,combine matched year-1,,,,,,,,,,,,,,,,,,
2006,47,Paul Millsap,UTA,Louisiana Tech,21.38,78.25,258.0,85.5,105.5,1085.0,30498.0,95.4,0.15,1.9,29.9,1,,,,,,,,,,,,,,,,,,,
2006,48,Vladimir Veremeenko,WAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,49,Leon Powe,DEN,California,22.43,80.0,240.0,,,239.0,3320.0,12.0,0.174,-1.6,0.3,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,50,Ryan Hollins,CHA,UCLA,21.71,84.0,240.0,,,518.0,6134.0,10.4,0.081,-4.1,-3.2,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,51,Cheikh Samb,LAL,,21.68,85.0,245.0,,,22.0,114.0,-0.1,-0.056,-9.1,-0.2,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,52,Guillermo Díaz,LAC,Miami (FL),21.32,74.0,192.0,,,6.0,18.0,0.0,0.033,-2.9,0.0,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,53,Yotam Halperin,SEA,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,54,Hassan Adams,NJN,Arizona,22.02,76.0,220.0,,,73.0,547.0,0.8,0.072,-2.3,0.0,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,55,Ejike Ugboaja,CLE,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,56,Edin Bavčić,TOR,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,57,Loukas Mavrokefalidis,MIN,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,58,J.R. Pinnock,DAL,George Washington,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2006,59,Damir Markota,SAS,,20.5,82.0,225.0,,,30.0,170.0,-0.2,-0.07,-8.5,-0.3,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2006,60,Will Blalock,DET,Iowa State,22.8,71.25,194.0,78.0,96.5,14.0,166.0,-0.1,-0.032,-5.8,-0.2,0,,,,,,,,,,,,,,,,,,,
2007,1,Greg Oden,POR,Ohio State,19.43,83.0,257.0,88.25,112.0,105.0,2028.0,7.3,0.174,-0.4,0.8,0,,32,28.9,15.7,9.6,0.7,0.616,,0.0,0.628,0.626,,,13.8,,,,,sports-reference
2007,2,Kevin Durant,SEA,Texas,18.74,81.0,215.0,88.75,110.0,1201.0,44077.0,186.1,0.203,6.3,92.2,1,,35,35.9,25.8,11.1,1.3,0.473,0.404,5.8,0.816,0.587,33.2,8.6,11.4,,3.5,,,sports-reference
2007,3,Al Horford,ATL,Florida,21.07,80.0,246.0,84.75,107.0,1183.0,36887.0,119.4,0.155,2.8,45.1,1,,38,27.8,13.2,9.5,2.2,0.608,0.0,0.1,0.644,0.624,,,14.5,,,,,sports-reference
2007,4,Mike Conley,MEM,Ohio State,19.71,71.0,175.0,77.75,94.5,1226.0,37588.0,107.6,0.137,2.3,40.9,1,,39,31.6,11.3,3.4,6.1,0.518,0.304,1.8,0.694,0.584,,,18.6,,,,,sports-reference
2007,5,Jeff Green,BOS,Georgetown,20.83,79.0,228.0,85.25,103.0,1247.0,33432.0,56.1,0.08,-1.5,4.5,0,,37,33.3,14.3,6.4,3.2,0.513,0.375,2.6,0.775,0.596,24.6,20.5,17.8,,2.7,,,sports-reference
2007,6,Yi Jianlian,MIL,,19.67,84.0,240.0,,,272.0,6038.0,3.1,0.025,-4.3,-3.5,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2007,7,Corey Brewer,MIN,Florida,21.31,78.0,185.0,80.25,103.0,819.0,18771.0,22.5,0.058,-1.6,2.0,0,,37,29.0,13.2,4.7,2.9,0.475,0.336,3.2,0.723,0.57,,,17.8,,,,,sports-reference
2007,8,Brandan Wright,CHA,UNC,19.73,80.75,200.0,87.75,108.5,428.0,6949.0,26.2,0.181,2.3,7.5,0,,37,27.4,14.7,6.2,1.0,0.646,,0.0,0.567,0.637,,,12.1,,,,,sports-reference
2007,9,Joakim Noah,CHI,Florida,22.34,82.0,223.0,85.25,106.5,672.0,18646.0,61.9,0.159,2.5,20.9,1,,40,25.9,12.0,8.4,2.3,0.607,,0.0,0.663,0.631,,,20.9,,,,,sports-reference
2007,10,Spencer Hawes,SAC,Washington,19.16,82.0,244.0,84.5,110.0,684.0,15541.0,22.6,0.07,-1.1,3.4,0,,31,28.9,14.9,6.4,1.9,0.532,0.333,0.1,0.755,0.563,25.8,14.0,16.0,,4.3,,,sports-reference
2007,11,Acie Law,ATL,Texas A&M,22.42,74.0,186.0,78.5,98.0,188.0,2385.0,1.6,0.032,-3.9,-1.1,0,,34,33.9,18.1,3.3,5.0,0.5,0.458,2.4,0.778,0.591,27.8,30.8,14.5,,0.1,,,sports-reference
2007,12,Thaddeus Young,PHI,Georgia Tech,19.02,77.75,210.0,83.5,106.0,1172.0,33012.0,71.9,0.105,0.5,20.7,0,,31,29.6,14.4,4.9,2.0,0.478,0.419,3.0,0.743,0.552,,,14.2,,,,,sports-reference
2007,13,Julian Wright,NOK,Kansas,20.11,78.5,211.0,86.25,108.0,231.0,3049.0,3.9,0.061,-0.5,1.2,0,,38,27.6,12.0,7.8,2.2,0.549,0.231,0.3,0.613,0.566,22.8,14.5,18.4,,3.4,,,sports-reference
2007,14,Al Thornton,LAC,Florida State,23.56,77.75,221.0,85.0,104.0,296.0,8274.0,6.1,0.035,-3.5,-3.2,0,,35,31.2,19.7,7.2,0.7,0.53,0.444,2.3,0.79,0.616,30.0,5.0,13.5,,2.7,,,sports-reference
2007,15,Rodney Stuckey,DET,Eastern Washington,21.19,75.75,207.0,79.25,100.5,651.0,17890.0,28.7,0.077,-0.9,4.9,0,,29,33.3,24.6,4.7,5.5,0.453,0.267,5.6,0.846,0.573,,,13.6,,,,,sports-reference
2007,16,Nick Young,WAS,USC,22.07,77.0,206.0,84.0,100.5,720.0,16419.0,18.6,0.054,-2.2,-0.8,0,,37,33.2,17.5,4.6,1.4,0.525,0.44,2.7,0.786,0.61,,,14.5,,,,,sports-reference
2007,17,Sean Williams,NJN,Boston College,20.79,82.0,235.0,,,137.0,1978.0,3.0,0.073,-3.1,-0.6,0,ht/wt from BBR listed (not combine barefoot),15,32.2,12.1,6.9,1.2,0.548,,0.0,0.7,0.595,20.0,7.4,18.6,,10.3,,,sports-reference
2007,18,Marco Belinelli,GSW,,21.26,77.0,220.0,,,860.0,19548.0,30.5,0.075,-1.3,3.3,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2007,19,Javaris Crittenton,LAL,Georgia Tech,19.49,75.0,194.0,77.5,98.0,113.0,1853.0,0.1,0.002,-4.2,-1.0,0,,32,31.3,14.4,3.7,5.8,0.45,0.356,3.2,0.783,0.552,,,22.9,,,,,sports-reference
2007,20,Jason Smith,MIA,Colorado State,21.32,82.75,233.0,82.75,106.0,616.0,10029.0,14.1,0.067,-2.9,-2.4,0,,30,30.2,16.8,10.1,1.9,0.579,0.0,0.1,0.77,0.635,,,20.4,,,,,sports-reference
2007,21,Daequan Cook,PHI,Ohio State,20.17,75.0,203.0,80.25,101.5,328.0,5993.0,4.9,0.039,-2.7,-1.1,0,,39,19.7,9.8,4.3,1.0,0.445,0.415,3.3,0.697,0.548,,,13.8,,,,,sports-reference
2007,22,Jared Dudley,CHA,Boston College,21.97,77.0,219.0,79.0,102.0,904.0,20117.0,43.0,0.103,0.2,11.0,0,,30,38.4,19.0,8.3,3.0,0.562,0.443,2.9,0.743,0.652,23.0,16.8,15.1,,0.6,,,sports-reference
2007,23,Wilson Chandler,NYK,DePaul,20.13,80.0,235.0,,,676.0,20287.0,29.0,0.069,-1.3,3.5,0,ht/wt from BBR listed (not combine barefoot),34,31.7,14.6,6.9,1.4,0.45,0.333,3.4,0.654,0.516,,,10.2,,,,,sports-reference
2007,24,Rudy Fernández,PHO,,22.23,78.0,185.0,,,249.0,5965.0,14.2,0.114,1.7,5.6,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2007,25,Morris Almond,UTA,Rice University,22.4,76.75,214.0,82.0,102.5,38.0,361.0,0.0,0.005,-6.1,-0.4,0,combine matched year-1,32,33.4,26.4,6.6,1.2,0.483,0.456,5.3,0.846,0.621,,,13.8,,,,,sports-reference
2007,26,Aaron Brooks,HOU,Oregon,22.45,70.0,161.0,76.0,94.0,645.0,13439.0,19.2,0.069,-1.2,2.7,0,,35,36.8,17.7,4.3,4.3,0.46,0.404,5.7,0.846,0.589,24.4,24.0,14.4,,0.3,,,sports-reference
2007,27,Arron Afflalo,DET,UCLA,21.7,77.0,210.0,,,762.0,20829.0,33.5,0.077,-1.5,2.4,0,ht/wt from BBR listed (not combine barefoot),36,32.9,16.9,2.8,1.9,0.461,0.375,6.4,0.802,0.589,,,11.0,,,,,sports-reference
2007,28,Tiago Splitter,SAS,,22.49,83.0,245.0,,,355.0,6812.0,25.3,0.178,1.1,5.4,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2007,29,Alando Tucker,PHO,Wisconsin,23.38,78.0,205.0,,,51.0,426.0,0.4,0.045,-4.5,-0.3,0,ht/wt from BBR listed (not combine barefoot),36,32.8,19.9,5.4,2.0,0.47,0.325,3.4,0.659,0.54,32.8,16.1,8.3,,0.7,,,sports-reference
2007,30,Petteri Koponen,PHI,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2007,31,Carl Landry,SEA,Purdue,23.77,79.0,248.0,83.0,102.5,513.0,11524.0,35.9,0.149,-0.3,5.0,0,,,,,,,,,,,,,,,,,,,
2007,32,Gabe Pruitt,BOS,USC,21.19,76.0,170.0,,,62.0,461.0,0.4,0.043,-2.8,-0.1,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,33,Marcus Williams,SAS,Arizona,20.61,74.0,215.0,79.0,97.5,13.0,39.0,-0.1,-0.084,-5.4,0.0,0,combine matched year-1,,,,,,,,,,,,,,,,,,
2007,34,Nick Fazekas,DAL,Nevada,22.03,83.0,235.0,,,26.0,269.0,0.8,0.148,0.5,0.2,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,35,Glen Davis,SEA,LSU,21.49,81.0,289.0,,,514.0,10865.0,18.6,0.082,-2.6,-1.7,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,36,Jermareo Davidson,GSW,Alabama,22.61,81.0,230.0,88.0,109.5,52.0,433.0,0.0,0.0,-5.2,-0.3,0,,,,,,,,,,,,,,,,,,,
2007,37,Josh McRoberts,POR,Duke,20.33,80.0,240.0,85.0,106.5,433.0,8271.0,18.5,0.107,0.3,4.7,0,,,,,,,,,,,,,,,,,,,
2007,38,Kyrylo Fesenko,PHI,,20.51,85.0,288.0,,,135.0,1107.0,0.9,0.038,-5.7,-1.1,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,39,Stanko Barać,MIA,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,40,Sun Yue,LAL,,21.64,81.0,205.0,,,10.0,28.0,-0.1,-0.226,-19.4,-0.1,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,41,Chris Richard,MIN,Florida,22.51,79.0,252.0,88.5,110.5,70.0,780.0,0.7,0.045,-5.7,-0.7,0,,,,,,,,,,,,,,,,,,,
2007,42,Derrick Byars,POR,Vanderbilt,23.17,79.0,220.0,,,2.0,37.0,0.1,0.147,-4.7,0.0,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,43,Adam Haluska,NOK,Iowa,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,44,Reyshawn Terry,ORL,UNC,,78.75,222.0,82.0,103.5,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,45,Jared Jordan,LAC,Marist College,,72.0,183.0,72.0,94.0,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,46,Stéphane Lasme,GSW,UMass,24.53,77.0,213.0,86.0,107.0,16.0,303.0,0.3,0.041,-4.4,-0.2,0,,,,,,,,,,,,,,,,,,,
2007,47,Dominic McGuire,WAS,Fresno State,21.69,79.0,220.0,82.5,104.0,342.0,5348.0,4.1,0.037,-2.1,-0.1,0,,,,,,,,,,,,,,,,,,,
2007,48,Marc Gasol,LAL,,22.41,83.0,255.0,,,891.0,28719.0,85.3,0.143,3.1,36.5,1,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,49,Aaron Gray,CHI,Pitt,22.55,84.0,271.0,87.25,108.5,318.0,3851.0,6.2,0.077,-3.6,-1.5,0,,,,,,,,,,,,,,,,,,,
2007,50,Renaldas Seibutis,DAL,,,76.0,185.0,80.75,101.0,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,51,JamesOn Curry,CHI,Oklahoma State,21.47,75.0,190.0,,,1.0,0.0,0.0,,,0.0,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2007,52,Taurean Green,POR,Florida,20.58,71.0,173.0,74.25,96.0,17.0,74.0,-0.1,-0.066,-7.5,-0.1,0,,,,,,,,,,,,,,,,,,,
2007,53,Demetris Nichols,POR,Syracuse,22.81,78.0,211.0,84.25,105.0,18.0,58.0,-0.2,-0.203,-10.3,-0.1,0,,,,,,,,,,,,,,,,,,,
2007,54,Brad Newley,HOU,,,77.0,201.0,80.0,102.5,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,55,Herbert Hill,UTA,Providence,,79.0,232.0,86.25,108.5,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,56,Ramon Sessions,MIL,Nevada,21.21,74.0,185.0,76.25,97.5,691.0,16119.0,28.8,0.086,-0.7,5.2,0,,,,,,,,,,,,,,,,,,,
2007,57,Sammy Mejia,DET,DePaul,,77.0,218.0,83.0,105.0,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,58,Georgios Printezis,SAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2007,59,D.J. Strawberry,PHO,Maryland,22.03,75.75,199.0,78.5,101.0,33.0,270.0,-0.2,-0.031,-5.6,-0.2,0,,,,,,,,,,,,,,,,,,,
2007,60,Milovan Raković,DAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played),,,,,,,,,,,,,,,,,,
2008,1,Derrick Rose,CHI,Memphis,19.73,73.5,196.0,80.0,98.5,723.0,22054.0,44.6,0.097,1.2,18.2,1,,40,29.2,14.9,4.5,4.7,0.477,0.337,2.6,0.712,0.56,26.0,30.4,16.7,,0.9,,,sports-reference
2008,2,Michael Beasley,MIA,Kansas State,19.46,79.0,239.0,84.25,107.0,609.0,13903.0,15.6,0.054,-1.7,0.9,0,,33,31.5,26.2,12.4,1.2,0.532,0.379,2.9,0.774,0.61,35.0,9.3,11.8,,3.7,,,sports-reference
2008,3,O.J. Mayo,MIN,USC,20.64,75.25,200.0,78.0,99.5,547.0,16919.0,21.8,0.062,-0.9,4.7,0,,33,36.8,20.7,4.5,3.3,0.442,0.409,6.5,0.803,0.562,31.8,21.4,16.1,,0.7,,,sports-reference
2008,4,Russell Westbrook,SEA,UCLA,19.62,74.25,192.0,79.75,100.0,1301.0,43026.0,112.9,0.126,3.5,59.1,1,,39,33.8,12.7,3.9,4.3,0.465,0.338,2.0,0.713,0.538,21.8,24.4,17.2,,0.4,,,sports-reference
2008,5,Kevin Love,MEM,UCLA,19.8,79.75,255.0,83.25,106.0,989.0,28118.0,96.0,0.164,3.2,36.7,1,,39,29.6,17.5,10.6,1.9,0.559,0.354,2.1,0.767,0.644,27.0,14.1,12.9,,3.6,,,sports-reference
2008,6,Danilo Gallinari,NYK,,19.88,82.0,236.0,,,777.0,22410.0,65.4,0.14,1.7,20.8,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2008,7,Eric Gordon,LAC,Indiana,19.5,74.0,222.0,81.0,99.0,931.0,28958.0,42.1,0.07,-0.8,9.1,0,,32,34.7,20.9,3.3,2.4,0.433,0.337,6.5,0.834,0.601,30.8,15.2,17.1,,1.3,,,sports-reference
2008,8,Joe Alexander,MIL,West Virginia,21.5,79.25,220.0,83.5,106.0,67.0,745.0,0.5,0.03,-3.6,-0.3,0,,36,31.6,16.9,6.4,2.4,0.462,0.268,1.1,0.814,0.536,28.9,16.7,12.4,,3.7,,,sports-reference
2008,9,D.J. Augustin,CHA,Texas,20.63,70.0,171.5,75.5,94.5,976.0,22851.0,47.7,0.1,-0.7,7.6,0,,38,37.3,19.2,2.9,5.8,0.439,0.381,5.1,0.783,0.557,,,13.8,,,,,sports-reference
2008,10,Brook Lopez,NJN,Stanford,20.24,83.25,258.0,89.5,113.0,1180.0,35157.0,94.2,0.129,1.2,28.3,1,,27,30.8,19.3,8.2,1.4,0.468,0.0,0.2,0.789,0.537,33.7,11.3,10.7,,4.9,,,sports-reference
2008,11,Jerryd Bayless,IND,Arizona,19.85,73.75,204.0,75.5,97.0,586.0,12486.0,18.6,0.072,-1.6,1.1,0,,30,35.7,19.7,2.7,4.0,0.458,0.407,4.8,0.839,0.612,29.2,25.0,15.5,,0.2,,,sports-reference
2008,12,Jason Thompson,SAC,Rider University,21.93,83.0,250.0,,,588.0,14819.0,23.8,0.077,-2.6,-2.4,0,ht/wt from BBR listed (not combine barefoot),34,34.6,20.4,12.1,2.7,0.56,0.324,1.0,0.581,0.579,29.0,17.3,14.2,,5.3,,,sports-reference
2008,13,Brandon Rush,POR,Kansas,22.97,78.0,220.0,,,481.0,10564.0,11.2,0.051,-1.4,1.6,0,ht/wt from BBR listed (not combine barefoot),38,29.7,13.3,5.1,2.1,0.435,0.419,5.0,0.779,0.557,,,13.2,,,,,sports-reference
2008,14,Anthony Randolph,GSW,LSU,18.95,81.0,197.0,87.0,109.0,252.0,3841.0,5.8,0.072,-1.6,0.4,0,,31,32.8,15.6,8.5,1.2,0.464,0.105,0.6,0.693,0.511,28.0,8.5,16.3,,4.6,,,sports-reference
2008,15,Robin Lopez,PHO,Stanford,20.24,85.0,281.0,,,992.0,20937.0,49.6,0.114,-1.1,4.6,0,ht/wt from BBR listed (not combine barefoot),36,24.5,10.2,5.7,0.6,0.534,,0.0,0.652,0.565,22.7,5.4,16.2,,6.8,,,sports-reference
2008,16,Marreese Speights,PHI,Florida,20.9,82.0,255.0,,,705.0,10640.0,25.8,0.116,-2.2,-0.6,0,ht/wt from BBR listed (not combine barefoot),36,24.3,14.5,8.1,0.9,0.624,,0.0,0.692,0.64,,,13.2,,,,,sports-reference
2008,17,Roy Hibbert,TOR,Georgetown,21.54,86.0,270.0,,,662.0,16389.0,35.9,0.105,-1.1,3.5,1,ht/wt from BBR listed (not combine barefoot),34,26.3,13.4,6.4,1.9,0.609,1.0,0.1,0.646,0.626,25.9,16.6,13.6,,6.3,,,sports-reference
2008,18,JaVale McGee,WAS,Nevada,20.44,83.0,241.0,90.0,114.5,909.0,14676.0,43.7,0.143,0.0,7.3,0,,33,27.3,14.1,7.3,0.6,0.529,0.333,1.3,0.525,0.55,27.7,4.7,15.9,,6.7,,,sports-reference
2008,19,J.J. Hickson,CLE,NC State,19.81,81.0,242.0,,,534.0,11925.0,21.9,0.088,-1.8,0.5,0,ht/wt from BBR listed (not combine barefoot),31,28.7,14.8,8.5,1.0,0.591,,0.0,0.677,0.621,26.8,9.2,18.4,,3.5,,,sports-reference
2008,20,Alexis Ajinça,CHA,,20.14,86.0,248.0,,,293.0,3905.0,7.5,0.093,-2.8,-0.8,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2008,21,Ryan Anderson,NJN,California,20.14,81.0,240.0,,,649.0,16769.0,46.7,0.134,1.0,12.8,0,ht/wt from BBR listed (not combine barefoot),33,32.8,21.1,9.9,1.4,0.49,0.41,4.7,0.869,0.618,29.4,9.7,11.6,,1.1,,,sports-reference
2008,22,Courtney Lee,ORL,Western Kentucky,22.73,77.0,215.0,,,811.0,21938.0,39.3,0.086,-0.6,7.9,0,ht/wt from BBR listed (not combine barefoot),36,30.0,20.4,4.9,2.1,0.477,0.397,4.8,0.822,0.585,,,11.8,,,,,sports-reference
2008,23,Kosta Koufos,UTA,Ohio State,19.33,84.0,245.0,,,686.0,11271.0,28.3,0.12,-1.3,2.0,0,ht/wt from BBR listed (not combine barefoot),37,27.1,14.4,6.7,0.5,0.508,0.349,1.7,0.68,0.551,,,10.2,,,,,sports-reference
2008,24,Serge Ibaka,SEA,,18.77,83.0,235.0,,,919.0,25127.0,73.0,0.139,0.5,15.7,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2008,25,Nicolas Batum,HOU,,19.53,79.0,230.0,,,1205.0,33931.0,75.6,0.107,1.4,29.0,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2008,26,George Hill,SAS,IUPUI,22.15,73.25,181.0,81.0,97.5,915.0,24501.0,71.0,0.139,1.1,19.4,0,,,,,,,,,,,,,,,,,,,
2008,27,Darrell Arthur,NOH,Kansas,20.25,79.5,216.0,82.75,107.0,503.0,8945.0,12.3,0.066,-2.2,-0.4,0,,40,24.7,12.8,6.3,0.8,0.543,0.167,0.3,0.702,0.569,,,14.3,,,,,sports-reference
2008,28,Donté Greene,MEM,Syracuse,20.34,80.25,221.0,82.0,108.0,253.0,4259.0,1.5,0.017,-2.8,-0.9,0,,35,35.8,17.7,7.2,2.0,0.418,0.345,7.5,0.707,0.531,24.9,10.6,13.5,,2.9,,,sports-reference
2008,29,D.J. White,DET,Indiana,21.82,81.0,251.0,,,138.0,2111.0,3.8,0.087,-2.1,0.0,0,ht/wt from BBR listed (not combine barefoot),33,33.5,17.4,10.3,0.8,0.605,0.333,0.1,0.689,0.632,23.8,5.2,12.2,,3.5,,,sports-reference
2008,30,J.R. Giddens,BOS,New Mexico,23.36,76.0,208.0,83.25,103.0,38.0,247.0,0.1,0.027,-4.3,-0.1,0,,33,32.2,16.3,8.8,3.1,0.516,0.333,2.3,0.586,0.558,27.4,22.5,13.2,,3.0,,,sports-reference
2008,31,Nikola Peković,MIN,,22.48,83.0,307.0,,,271.0,6744.0,18.8,0.134,-0.7,2.2,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2008,32,Walter Sharpe,SEA,UAB,21.94,81.0,245.0,,,8.0,20.0,-0.1,-0.131,-10.1,0.0,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2008,33,Joey Dorsey,POR,Memphis,24.53,78.25,265.0,85.75,107.0,130.0,1488.0,2.9,0.092,-2.7,-0.3,0,,,,,,,,,,,,,,,,,,,
2008,34,Mario Chalmers,MIN,Kansas,22.11,74.0,190.0,,,646.0,17245.0,32.3,0.09,-0.6,5.9,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2008,35,DeAndre Jordan,LAC,Texas A&M,19.93,81.75,250.0,90.0,113.5,1123.0,28066.0,99.4,0.17,1.1,22.2,1,,,,,,,,,,,,,,,,,,,
2008,36,Ömer Aşık,POR,,21.98,84.0,255.0,,,471.0,9216.0,20.9,0.109,-1.9,0.1,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2008,37,Luc Mbah a Moute,MIL,UCLA,21.8,77.75,221.0,86.5,103.5,689.0,16038.0,26.0,0.078,-1.5,2.0,0,,,,,,,,,,,,,,,,,,,
2008,38,Kyle Weaver,CHA,Washington State,22.35,78.0,201.0,,,73.0,1379.0,1.5,0.051,-1.1,0.3,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2008,39,Sonny Weems,CHI,Arkansas,21.97,76.0,193.0,82.0,104.0,183.0,3335.0,0.0,0.001,-4.2,-1.8,0,,,,,,,,,,,,,,,,,,,
2008,40,Chris Douglas-Roberts,NJN,Memphis,21.46,79.0,200.0,,,222.0,4381.0,5.4,0.059,-2.2,-0.2,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
2008,41,Nathan Jawai,IND,,21.71,82.0,280.0,,,45.0,431.0,0.2,0.02,-4.4,-0.3,0,ht/wt from BBR listed (not combine barefoot),,,,,,,,,,,,,,,,,,
