year,pick,player,team,college_or_intl,age_at_draft,height_in,weight_lbs,wingspan_in,standing_reach_in,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,allstar,notes,ncaa_games,ncaa_mpg,ncaa_ppg,ncaa_rpg,ncaa_apg,ncaa_fg_pct,ncaa_3p_pct,ncaa_3pa_pg,ncaa_ft_pct,ncaa_ts_pct,ncaa_usg_pct,ncaa_ast_pct,ncaa_tov_pct,ncaa_stl_pct,ncaa_blk_pct,ncaa_obpm,ncaa_bpm,ncaa_source
2011,52,Vernon Macklin,DET,Florida,24.76,82.0,227.0,,,23.0,135.0,0.5,0.161,1.2,0.1,0,ht/wt from BBR listed (not combine barefoot),37,24.5,11.6,5.4,0.8,0.593,,0.0,0.451,0.578,24.3,7.7,17.7,0.9,3.1,2.43,3.88,barttorvik
2011,53,DeAndre Liggins,ORL,Kentucky,23.23,77.0,202.2,83.0,103.5,177.0,1907.0,1.6,0.04,-2.2,-0.1,0,,38,31.6,8.6,4.0,2.5,0.424,0.391,2.4,0.648,0.522,15.9,14.2,17.3,2.3,2.3,2.91,6.25,barttorvik
2011,54,Milan Mačvan,CLE,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2011,55,E'Twaun Moore,BOS,Purdue,22.32,74.5,191.4,81.5,99.5,598.0,12564.0,14.8,0.057,-1.9,0.2,0,,34,33.9,18.0,5.1,3.2,0.447,0.4,5.1,0.709,0.545,26.8,20.9,11.9,2.2,1.6,6.41,9.05,barttorvik
2011,56,Chukwudiebere Maduabum,LAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2011,57,Tanguy Ngombo,DAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2011,58,Ater Majok,LAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2011,59,Ádám Hanga,SAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2011,60,Isaiah Thomas,SAC,Washington,22.37,68.75,186.0,73.75,91.5,556.0,15582.0,45.3,0.14,2.1,16.1,1,,35,31.9,16.8,3.5,6.1,0.445,0.349,4.9,0.719,0.562,27.2,32.7,19.0,2.3,0.2,6.24,6.45,barttorvik
2012,1,Anthony Davis,NOH,Kentucky,19.3,81.25,221.8,89.5,108.0,807.0,27741.0,120.1,0.208,5.8,54.9,1,,40,32.0,14.2,10.4,1.2,0.623,0.15,0.5,0.709,0.654,19.1,7.5,10.0,2.5,13.7,7.55,17.67,barttorvik
2012,2,Michael Kidd-Gilchrist,CHA,Kentucky,18.75,77.75,232.8,84.0,104.5,446.0,10978.0,21.0,0.092,-1.8,0.6,0,,40,31.1,11.9,7.4,1.9,0.491,0.255,1.3,0.745,0.571,21.3,10.8,19.6,1.9,2.8,5.0,8.19,barttorvik
2012,3,Bradley Beal,WAS,Florida,19.0,75.25,201.8,80.0,100.0,807.0,27681.0,58.4,0.101,1.4,23.7,1,,37,34.2,14.8,6.7,2.2,0.445,0.339,5.0,0.769,0.575,22.4,12.7,17.0,2.5,2.6,5.02,8.03,barttorvik
2012,4,Dion Waiters,CLE,Syracuse,20.55,74.5,221.0,79.25,98.0,419.0,11835.0,8.8,0.036,-2.1,-0.4,0,,37,24.1,12.6,2.3,2.5,0.476,0.363,3.1,0.729,0.565,25.4,21.2,12.9,4.6,1.5,6.2,8.01,barttorvik
2012,5,Thomas Robinson,SAC,Kansas,21.28,79.75,244.2,87.25,106.0,313.0,4204.0,4.6,0.053,-3.5,-1.6,0,,39,31.8,17.7,11.9,1.8,0.505,0.5,0.4,0.682,0.549,29.4,13.1,16.8,2.0,2.9,2.24,6.34,barttorvik
2012,6,Damian Lillard,POR,Weber State,21.95,73.75,188.8,79.75,95.5,900.0,32614.0,118.4,0.174,4.6,54.5,1,,30,35.3,24.4,4.8,4.1,0.455,0.396,7.2,0.885,0.621,32.3,28.0,12.0,2.5,0.7,8.8,8.16,barttorvik
2012,7,Harrison Barnes,GSW,UNC,20.08,79.0,227.8,83.25,101.5,1070.0,33015.0,66.4,0.097,-0.8,10.0,0,,38,29.2,17.1,5.2,1.1,0.44,0.358,3.6,0.723,0.528,26.0,7.2,14.0,2.0,1.1,4.03,5.54,barttorvik
2012,8,Terrence Ross,TOR,Washington,21.39,78.0,196.6,79.25,100.5,733.0,17956.0,25.0,0.067,-1.0,4.5,0,,35,31.1,16.4,6.4,1.4,0.457,0.371,5.5,0.766,0.558,23.3,9.2,15.5,2.3,3.0,3.38,5.78,barttorvik
2012,9,Andre Drummond,DET,UConn,18.88,81.75,278.6,90.25,109.5,967.0,25451.0,80.0,0.151,1.0,18.9,1,,34,28.4,10.0,7.6,0.4,0.538,0.0,0.1,0.295,0.509,20.8,3.4,16.0,1.8,9.9,0.79,5.57,barttorvik
2012,10,Austin Rivers,NOH,Duke,19.91,75.5,202.8,79.25,96.5,707.0,16858.0,15.2,0.043,-3.1,-4.5,0,,34,33.2,15.5,3.4,2.1,0.433,0.365,4.7,0.658,0.538,24.0,13.0,17.0,1.7,0.1,2.99,2.94,barttorvik
2012,11,Meyers Leonard,POR,Illinois,20.33,83.75,249.8,87.0,108.0,456.0,7272.0,15.8,0.104,-1.5,1.0,0,,32,31.8,13.6,8.2,1.3,0.584,0.091,0.3,0.732,0.618,22.0,9.9,18.7,0.9,6.9,1.58,6.55,barttorvik
2012,12,Jeremy Lamb,HOU,UConn,20.08,76.0,179.2,83.0,102.0,573.0,11896.0,26.8,0.108,0.6,7.9,0,,34,37.2,17.7,4.9,1.7,0.478,0.336,6.2,0.81,0.59,22.2,10.1,15.0,2.1,1.7,5.06,6.13,barttorvik
2012,13,Kendall Marshall,PHO,UNC,20.86,75.25,198.4,77.5,96.0,160.0,3083.0,1.0,0.015,-3.5,-1.1,0,,36,33.0,8.1,2.6,9.8,0.467,0.354,2.2,0.696,0.558,17.1,45.1,27.2,2.0,0.5,4.04,4.09,barttorvik
2012,14,John Henson,MIL,UNC,21.5,81.0,216.0,89.0,112.0,445.0,8752.0,20.7,0.113,-0.5,3.4,0,,35,29.1,13.7,9.9,1.3,0.5,,0.0,0.511,0.505,21.9,8.0,11.0,1.1,9.6,1.94,9.3,barttorvik
2012,15,Maurice Harkless,PHI,St. John's,19.13,79.25,206.6,84.0,102.5,621.0,14019.0,23.0,0.079,-0.8,4.1,0,,32,36.1,15.5,8.6,1.5,0.452,0.215,2.5,0.676,0.504,24.3,9.6,16.8,2.6,4.2,1.29,3.3,barttorvik
2012,16,Royce White,HOU,Iowa State,21.22,79.0,260.6,84.0,104.5,3.0,9.0,0.0,-0.121,-16.9,0.0,0,,34,31.5,13.4,9.3,5.0,0.534,0.333,0.4,0.498,0.536,29.1,34.5,24.7,2.2,3.0,2.67,8.21,barttorvik
2012,17,Tyler Zeller,DAL,UNC,22.44,83.25,247.4,84.0,104.5,414.0,7254.0,17.1,0.113,-2.0,0.0,0,,38,28.2,16.3,9.6,0.9,0.553,,0.0,0.808,0.616,24.4,6.3,15.3,1.7,5.3,5.45,10.0,barttorvik
2012,18,Terrence Jones,HOU,Kentucky,20.47,80.25,252.0,86.25,107.0,234.0,5562.0,14.7,0.127,0.5,3.6,0,,38,29.3,12.3,7.2,1.3,0.5,0.327,1.3,0.627,0.547,22.3,8.7,14.9,2.7,5.8,5.05,9.93,barttorvik
2012,19,Andrew Nicholson,ORL,St. Bonaventure,22.55,80.5,234.0,88.0,107.0,285.0,4080.0,3.8,0.045,-3.6,-1.6,0,,32,30.1,18.5,8.4,1.0,0.571,0.434,1.7,0.776,0.638,28.1,9.4,18.1,1.3,7.3,4.51,8.05,barttorvik
2012,20,Evan Fournier,DEN,,19.66,78.0,205.0,,,704.0,19514.0,30.5,0.075,-1.1,4.3,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2012,21,Jared Sullinger,BOS,Ohio State,20.32,79.75,268.2,85.25,105.5,269.0,6532.0,15.3,0.113,-0.4,2.7,0,,37,30.4,17.5,9.2,1.2,0.519,0.4,1.1,0.768,0.591,27.3,8.6,13.7,2.3,4.0,5.47,10.06,barttorvik
2012,22,Fab Melo,BOS,Syracuse,22.02,82.75,255.0,86.5,110.0,6.0,36.0,0.0,0.021,-7.6,-0.1,0,,30,25.4,7.8,5.8,0.7,0.566,,0.0,0.633,0.581,17.1,5.0,20.0,1.2,13.0,1.69,8.9,barttorvik
2012,23,John Jenkins,ATL,Vanderbilt,21.31,75.25,212.0,80.5,98.0,171.0,2183.0,3.0,0.065,-1.9,0.1,0,,35,33.6,19.9,2.9,1.2,0.474,0.439,8.7,0.837,0.656,23.6,8.4,12.0,1.5,1.0,8.36,8.45,barttorvik
2012,24,Jared Cunningham,CLE,Oregon State,21.1,75.5,187.6,78.5,98.0,84.0,605.0,0.2,0.017,-5.7,-0.6,0,,35,35.1,17.9,3.9,2.9,0.446,0.336,4.2,0.734,0.563,25.3,15.7,18.3,4.1,1.3,3.49,4.1,barttorvik
2012,25,Tony Wroten,MEM,Washington,19.21,76.75,203.2,81.0,101.0,145.0,3076.0,-1.3,-0.021,-3.4,-1.1,0,,35,30.3,16.0,5.0,3.7,0.443,0.161,1.6,0.583,0.488,32.1,24.5,21.8,3.5,1.2,1.86,4.18,barttorvik
2012,26,Miles Plumlee,IND,Duke,23.82,82.5,252.4,84.75,105.5,346.0,5658.0,10.6,0.09,-1.9,0.2,0,,34,20.5,6.6,7.1,0.5,0.61,,0.0,0.632,0.62,17.6,5.1,20.0,1.5,4.2,3.28,6.31,barttorvik
2012,27,Arnett Moultrie,MIA,Mississippi State,21.61,81.5,232.8,86.25,106.5,59.0,729.0,1.7,0.113,-2.8,-0.1,0,,30,35.8,16.4,10.5,1.2,0.549,0.444,0.6,0.78,0.61,23.6,7.0,17.5,1.4,2.1,3.29,4.0,barttorvik
2012,28,Perry Jones,OKC,Baylor,20.76,82.25,233.8,85.75,107.0,143.0,1675.0,1.7,0.048,-3.5,-0.6,0,,32,30.9,13.7,7.7,1.3,0.496,0.303,1.0,0.696,0.536,22.6,8.8,14.4,1.7,2.1,3.44,4.93,barttorvik
2012,29,Marquis Teague,CHI,Kentucky,19.33,73.0,179.8,79.25,96.5,91.0,909.0,-0.9,-0.045,-6.5,-1.0,0,,40,32.6,10.0,2.5,4.8,0.412,0.325,2.0,0.714,0.491,21.0,25.5,23.8,1.7,0.8,2.25,2.44,barttorvik
2012,30,Festus Ezeli,GSW,Vanderbilt,22.69,81.75,264.2,89.75,108.0,170.0,2394.0,5.9,0.119,-2.0,0.0,0,,26,23.2,10.1,5.9,0.3,0.539,,0.0,0.604,0.567,25.7,2.9,22.7,1.1,9.0,-0.77,3.14,barttorvik
2012,31,Jeff Taylor,CHA,Vanderbilt,23.1,78.0,212.8,78.25,101.5,132.0,2566.0,1.3,0.024,-4.2,-1.5,0,,36,32.1,16.1,5.6,1.7,0.493,0.423,4.3,0.605,0.58,25.6,12.6,16.1,2.4,1.4,6.21,8.42,barttorvik
2012,32,Tomáš Satoranský,WAS,,20.66,78.5,200.6,79.25,100.0,388.0,8617.0,17.9,0.1,-0.9,2.4,0,non-NCAA,,,,,,,,,,,,,,,,,,
2012,33,Bernard James,CLE,Florida State,27.39,80.75,229.8,87.0,108.5,92.0,761.0,1.9,0.117,-1.8,0.0,0,,35,28.0,10.8,8.1,0.5,0.606,,0.0,0.552,0.602,20.2,3.6,21.7,1.6,9.5,1.6,7.7,barttorvik
2012,34,Jae Crowder,CLE,Marquette,21.98,76.75,241.2,81.25,99.5,812.0,20161.0,43.0,0.102,0.1,10.9,0,,35,32.9,17.5,8.4,2.1,0.498,0.345,5.1,0.735,0.599,22.0,13.5,9.8,4.3,3.1,7.37,13.29,barttorvik
2012,35,Draymond Green,GSW,Michigan State,22.32,77.75,235.6,85.25,105.0,949.0,27151.0,66.3,0.117,2.1,27.9,1,,37,33.2,16.2,10.6,3.8,0.449,0.388,3.6,0.723,0.542,28.2,24.2,19.7,2.7,3.4,4.65,11.31,barttorvik
2012,36,Orlando Johnson,SAC,UC Santa Barbara,23.3,75.75,223.8,83.25,99.0,103.0,1112.0,1.4,0.059,-2.4,-0.1,0,,29,34.5,19.9,5.7,2.9,0.452,0.427,5.4,0.713,0.566,29.1,19.2,15.1,1.9,2.2,4.93,4.23,barttorvik
2012,37,Quincy Acy,TOR,Baylor,21.73,78.5,223.8,86.75,106.5,337.0,5392.0,8.7,0.078,-2.0,-0.1,0,,37,29.9,11.6,7.5,1.0,0.565,0.6,0.1,0.776,0.629,19.2,6.5,19.9,1.8,6.5,3.56,8.24,barttorvik
2012,38,Quincy Miller,DEN,Baylor,19.61,80.75,218.7,85.25,105.0,69.0,934.0,-0.1,-0.003,-3.9,-0.5,0,,36,24.4,10.8,4.9,1.4,0.449,0.358,1.9,0.821,0.544,23.3,11.3,18.6,1.6,2.7,2.62,4.2,barttorvik
2012,39,Khris Middleton,DET,Texas A&M,20.88,78.75,216.2,82.75,103.0,839.0,25262.0,58.2,0.111,0.5,15.7,1,,19,29.1,13.2,5.1,2.2,0.41,0.257,3.9,0.75,0.483,28.6,19.0,16.5,2.1,1.1,2.03,3.92,barttorvik
2012,40,Will Barton,POR,Memphis,21.48,77.0,174.4,81.75,102.5,679.0,17116.0,26.5,0.074,-0.4,6.9,0,,35,35.3,18.0,8.0,2.9,0.509,0.346,3.1,0.749,0.588,25.4,17.3,14.2,2.4,2.1,6.09,9.37,barttorvik
2012,41,Tyshawn Taylor,POR,Kansas,22.21,74.75,177.0,78.25,97.5,61.0,491.0,-0.9,-0.088,-8.1,-0.8,0,,39,33.4,16.6,2.3,4.8,0.477,0.382,3.9,0.688,0.569,27.5,29.7,22.7,2.4,0.5,3.42,3.99,barttorvik
2012,42,Doron Lamb,MIL,Kentucky,20.64,75.25,199.4,78.75,98.5,100.0,1272.0,0.1,0.005,-5.8,-1.2,0,,40,31.2,13.7,2.7,1.5,0.474,0.466,4.1,0.826,0.624,18.1,8.8,11.6,0.9,0.2,6.58,6.18,barttorvik
2012,43,Mike Scott,ATL,Virginia,23.95,79.25,240.8,82.75,104.0,555.0,9182.0,16.8,0.088,-1.7,0.6,0,,32,31.2,18.0,8.3,1.2,0.563,0.3,0.6,0.808,0.62,29.8,10.7,14.8,1.4,1.8,3.34,5.99,barttorvik
2012,44,Kim English,DET,Missouri,23.76,76.5,192.0,78.5,98.0,41.0,407.0,0.2,0.021,-4.2,-0.2,0,,35,33.6,14.5,4.2,1.6,0.521,0.459,4.9,0.725,0.658,18.9,8.6,16.0,2.3,0.9,6.41,7.17,barttorvik
2012,45,Justin Hamilton,PHI,LSU,22.24,84.0,260.0,,,113.0,1961.0,3.7,0.091,-0.9,0.5,0,ht/wt from BBR listed (not combine barefoot),33,30.0,12.9,7.2,0.9,0.494,0.25,0.4,0.781,0.553,22.6,7.0,15.4,1.5,4.7,2.08,5.59,barttorvik
2012,46,Darius Miller,NOH,Kentucky,22.27,78.0,233.4,81.0,101.0,271.0,5358.0,6.5,0.059,-2.3,-0.4,0,,40,26.1,9.9,2.8,2.0,0.474,0.376,3.7,0.797,0.593,18.6,14.3,17.8,1.9,1.2,6.31,7.41,barttorvik
2012,47,Kevin Murphy,UTA,Tennessee Technological University,22.31,77.0,194.0,78.75,99.0,17.0,52.0,-0.3,-0.272,-16.8,-0.2,0,,31,34.6,20.5,5.3,2.3,0.438,0.42,5.8,0.711,0.543,30.5,17.0,18.6,1.4,0.7,1.02,-0.71,barttorvik
2012,48,Kostas Papanikolaou,NYK,,21.91,80.0,225.0,,,69.0,1089.0,0.3,0.015,-2.7,-0.2,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2012,49,Kyle O'Quinn,ORL,Norfolk State,22.26,80.5,240.8,88.75,106.5,472.0,6714.0,17.8,0.128,0.9,5.0,0,,34,31.2,15.9,10.1,1.5,0.587,0.214,0.8,0.704,0.63,25.0,11.2,19.5,1.1,9.1,1.94,6.67,barttorvik
2012,50,İzzet Türkyılmaz,DEN,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2012,51,Kris Joseph,BOS,Syracuse,23.53,78.0,215.0,83.0,104.0,10.0,54.0,-0.1,-0.127,-9.9,-0.1,0,,37,32.2,13.4,4.7,1.5,0.421,0.345,4.0,0.745,0.534,21.3,8.7,13.2,2.6,2.2,4.05,5.58,barttorvik
2012,52,Ognjen Kuzmić,GSW,,22.12,85.0,251.0,,,37.0,164.0,0.2,0.061,-5.6,-0.2,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2012,53,Furkan Aldemir,LAC,,20.89,82.0,240.0,,,41.0,540.0,1.4,0.122,-3.6,-0.2,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2012,54,Tornike Shengelia,PHI,,20.73,81.0,217.0,,,45.0,247.0,-0.2,-0.032,-7.0,-0.3,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2012,55,Darius Johnson-Odom,DAL,Marquette,22.75,73.5,212.0,79.0,96.0,7.0,21.0,-0.3,-0.597,-25.5,-0.1,0,,34,32.9,18.3,3.5,2.7,0.447,0.385,5.9,0.764,0.568,25.4,17.7,15.9,1.6,0.4,4.17,4.4,barttorvik
2012,56,Tomislav Zubčić,TOR,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2012,57,İlkan Karaman,NJN,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2012,58,Robbie Hummel,MIN,Purdue,23.31,79.25,218.0,80.5,102.0,98.0,1397.0,1.9,0.066,-3.1,-0.4,0,,35,32.2,16.4,7.2,1.9,0.417,0.383,5.4,0.825,0.54,24.8,12.6,7.1,1.3,4.2,5.92,7.6,barttorvik
2012,59,Marcus Denmon,SAS,Missouri,,74.25,188.2,77.0,94.5,,,,,,,0,no NBA stats on BBR (never played),35,34.6,17.7,5.0,2.1,0.46,0.407,6.9,0.896,0.621,22.0,11.5,9.3,2.7,0.1,8.48,8.65,barttorvik
2012,60,Robert Sacre,LAL,Gonzaga,23.06,84.0,270.0,,,189.0,2745.0,2.4,0.042,-4.0,-1.4,0,ht/wt from BBR listed (not combine barefoot),33,26.3,11.6,6.3,0.7,0.511,0.0,0.1,0.761,0.595,22.9,5.7,18.1,0.8,5.8,1.18,4.18,barttorvik
2013,1,Anthony Bennett,CLE,UNLV,20.29,80.0,245.0,,,151.0,1905.0,0.5,0.013,-4.8,-1.3,0,ht/wt from BBR listed (not combine barefoot),34,27.2,15.8,8.0,0.9,0.526,0.383,2.8,0.696,0.604,25.7,8.2,15.3,1.5,4.3,3.59,6.61,barttorvik
2013,2,Victor Oladipo,ORL,Indiana,21.15,75.25,213.2,81.25,100.5,504.0,16247.0,25.6,0.076,0.7,11.0,1,,36,28.4,13.6,6.3,2.1,0.599,0.441,1.9,0.746,0.671,22.6,15.2,21.1,4.6,2.8,8.8,15.28,barttorvik
2013,3,Otto Porter Jr.,WAS,Georgetown,20.07,80.0,198.0,,,527.0,13400.0,36.7,0.132,1.7,12.5,0,ht/wt from BBR listed (not combine barefoot),31,35.4,16.2,7.5,2.7,0.48,0.422,3.3,0.777,0.59,23.4,18.5,11.7,3.3,3.0,6.49,12.41,barttorvik
2013,4,Cody Zeller,CHA,Indiana,20.73,82.75,230.0,82.75,106.0,552.0,11510.0,33.5,0.14,-0.7,3.9,0,,36,29.5,16.5,8.1,1.3,0.562,0.0,0.1,0.757,0.623,26.5,9.4,17.1,2.1,4.4,5.41,9.61,barttorvik
2013,5,Alex Len,PHO,Maryland,20.03,84.0,250.0,87.5,,690.0,11754.0,23.9,0.097,-1.9,0.3,0,ht/wt from BBR listed (not combine barefoot),38,26.4,11.9,7.8,1.0,0.534,0.125,0.2,0.686,0.57,22.6,7.8,15.6,0.5,8.0,2.4,6.95,barttorvik
2013,6,Nerlens Noel,NOH,Kentucky,19.21,82.0,206.4,87.75,110.0,467.0,10281.0,28.3,0.132,0.9,7.4,0,,24,31.9,10.5,9.5,1.6,0.59,,0.0,0.529,0.583,18.2,9.5,19.1,3.9,13.2,2.47,12.86,barttorvik
2013,7,Ben McLemore,SAC,Kansas,20.37,75.5,189.2,79.75,100.5,556.0,12534.0,9.0,0.035,-3.1,-3.4,0,,37,32.2,15.9,5.2,2.0,0.495,0.42,4.7,0.87,0.633,22.0,12.6,17.2,1.8,2.2,5.68,8.48,barttorvik
2013,8,Kentavious Caldwell-Pope,DET,Georgia,20.35,76.5,203.6,80.0,100.5,963.0,28124.0,49.2,0.084,-1.0,7.2,0,,32,33.9,18.5,7.1,1.8,0.433,0.373,7.0,0.799,0.579,27.2,16.8,13.8,3.8,1.9,7.11,10.46,barttorvik
2013,9,Trey Burke,MIN,Michigan,20.62,71.75,187.0,77.5,97.5,498.0,10401.0,12.9,0.06,-1.3,1.7,0,,38,35.4,18.6,3.2,6.6,0.46,0.383,5.1,0.805,0.569,28.9,37.4,13.1,2.8,1.6,9.56,11.26,barttorvik
2013,10,CJ McCollum,POR,Lehigh,21.77,74.25,197.0,78.25,96.5,863.0,27528.0,54.9,0.096,1.1,21.5,0,,12,31.0,23.9,5.0,2.9,0.495,0.516,5.3,0.849,0.627,35.0,25.1,14.7,2.7,1.2,7.26,6.98,barttorvik
2013,11,Michael Carter-Williams,PHI,Syracuse,21.71,76.75,184.4,79.25,101.0,395.0,9942.0,6.6,0.032,-1.2,1.8,0,,40,35.2,11.8,4.9,7.3,0.393,0.292,3.0,0.694,0.491,24.4,40.2,24.1,4.8,1.7,4.84,9.13,barttorvik
2013,12,Steven Adams,OKC,Pitt,19.94,82.75,254.5,88.5,109.5,796.0,20468.0,63.7,0.149,0.5,12.9,0,,32,23.4,7.2,6.3,0.6,0.571,,0.0,0.443,0.555,18.0,5.4,16.9,1.9,11.2,2.06,9.77,barttorvik
2013,13,Kelly Olynyk,DAL,Gonzaga,22.19,82.75,234.0,81.75,108.0,842.0,18360.0,47.1,0.123,0.8,13.1,0,,31,26.5,18.1,7.3,1.7,0.631,0.31,0.9,0.78,0.678,30.4,15.1,18.4,1.6,5.1,7.29,11.75,barttorvik
2013,14,Shabazz Muhammad,UTA,UCLA,20.62,76.75,221.8,83.0,104.5,278.0,4772.0,8.5,0.085,-2.0,0.0,0,,32,30.8,17.9,5.2,0.8,0.443,0.377,3.3,0.711,0.528,28.2,5.8,10.5,1.3,0.4,3.94,1.85,barttorvik
2013,15,Giannis Antetokounmpo,MIL,,18.56,83.0,243.0,,,895.0,29273.0,125.8,0.206,6.8,65.5,1,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2013,16,Lucas Nogueira,BOS,,20.92,84.0,241.0,,,141.0,1754.0,6.0,0.165,2.3,1.9,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2013,17,Dennis Schröder,ATL,,19.78,73.0,164.8,79.75,98.0,912.0,24721.0,34.2,0.066,-1.5,2.9,0,non-NCAA,,,,,,,,,,,,,,,,,,
2013,18,Shane Larkin,ATL,Miami (FL),20.73,70.25,170.8,70.75,89.5,256.0,4880.0,4.4,0.044,-2.4,-0.6,0,,36,36.4,14.5,3.8,4.6,0.479,0.406,4.7,0.777,0.6,21.8,26.1,17.9,3.4,0.3,6.46,9.17,barttorvik
2013,19,Sergey Karasev,CLE,,19.67,79.0,208.0,,,95.0,1110.0,0.8,0.036,-3.4,-0.4,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2013,20,Tony Snell,CHI,New Mexico,21.63,78.0,198.2,83.5,105.5,601.0,13092.0,18.5,0.068,-2.0,-0.1,0,,35,31.2,12.5,2.6,2.9,0.422,0.39,4.7,0.843,0.562,22.0,22.4,18.5,1.6,1.9,2.94,4.17,barttorvik
2013,21,Gorgui Dieng,UTA,Louisville,23.44,81.75,229.6,87.5,111.5,628.0,12625.0,30.7,0.117,0.2,7.1,0,,33,31.1,9.8,9.4,2.0,0.534,,0.0,0.652,0.562,18.2,12.3,18.9,2.6,9.4,3.73,13.48,barttorvik
2013,22,Mason Plumlee,BRK,Duke,23.31,83.25,238.2,83.0,108.0,880.0,18969.0,58.4,0.148,1.2,15.2,0,,36,34.7,17.1,10.0,1.9,0.599,,0.0,0.681,0.628,25.1,11.5,19.2,1.7,4.0,3.98,8.66,barttorvik
2013,23,Solomon Hill,IND,Arizona,22.28,77.5,226.0,81.0,103.0,448.0,9652.0,11.9,0.059,-2.1,-0.3,0,,35,33.0,13.4,5.3,2.7,0.458,0.39,4.2,0.766,0.579,21.4,16.8,18.7,2.1,1.8,5.49,8.28,barttorvik
2013,24,Tim Hardaway Jr.,NYK,Michigan,21.28,76.5,199.4,79.0,101.0,893.0,24389.0,38.2,0.075,-1.2,5.2,0,,37,34.9,14.2,4.5,2.4,0.429,0.358,5.1,0.695,0.527,22.3,12.9,15.0,1.2,1.4,3.2,4.54,barttorvik
2013,25,Reggie Bullock,LAC,UNC,22.28,77.75,199.8,80.75,102.0,556.0,12556.0,21.4,0.082,-1.2,2.6,0,,34,31.6,13.9,6.6,2.8,0.476,0.429,5.8,0.767,0.617,18.2,16.2,12.3,2.2,0.9,7.95,10.85,barttorvik
2013,26,Andre Roberson,MIN,Colorado,21.56,78.25,205.8,83.0,104.5,307.0,6801.0,12.6,0.089,-0.6,2.3,0,,31,33.4,10.9,11.2,1.4,0.48,0.328,1.9,0.551,0.524,20.4,9.4,21.2,3.9,4.4,1.62,8.98,barttorvik
2013,27,Rudy Gobert,DEN,,21.0,84.5,237.6,92.5,115.0,905.0,27811.0,124.9,0.216,3.1,35.8,1,non-NCAA,,,,,,,,,,,,,,,,,,
2013,28,Livio Jean-Charles,SAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2013,29,Archie Goodwin,OKC,Kentucky,18.86,75.75,189.0,81.5,102.0,165.0,2396.0,1.1,0.022,-3.0,-0.6,0,,33,31.8,14.1,4.6,2.7,0.44,0.266,1.9,0.637,0.509,27.2,16.8,21.0,2.1,1.4,0.78,0.78,barttorvik
2013,30,Nemanja Nedović,PHO,,22.03,75.0,192.0,,,24.0,142.0,-0.4,-0.132,-10.0,-0.3,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2013,31,Allen Crabbe,CLE,California,21.22,77.25,197.4,83.25,103.5,381.0,9125.0,13.7,0.072,-1.6,0.9,0,,33,36.2,18.4,6.1,2.6,0.459,0.348,5.6,0.813,0.568,25.4,16.2,16.4,1.9,1.9,4.5,6.68,barttorvik
2013,32,Álex Abrines,OKC,,19.9,78.0,200.0,,,174.0,2777.0,5.0,0.086,-1.9,0.1,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2013,33,Carrick Felix,CLE,Arizona State,22.86,76.75,202.6,81.25,103.5,7.0,38.0,0.0,0.057,-3.4,0.0,0,,35,35.3,14.6,8.1,1.6,0.5,0.374,4.0,0.664,0.586,20.7,9.6,16.1,2.4,3.2,3.48,5.95,barttorvik
2013,34,Isaiah Canaan,HOU,Murray State,22.1,71.0,188.4,76.5,94.5,235.0,4799.0,4.3,0.043,-2.4,-0.5,0,,29,37.1,22.4,3.4,4.3,0.429,0.371,8.4,0.823,0.576,30.7,27.7,17.3,2.6,0.4,5.21,3.56,barttorvik
