year,pick,player,team,college_or_intl,age_at_draft,height_in,weight_lbs,wingspan_in,standing_reach_in,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,allstar,notes
2012,58,Robbie Hummel,MIN,Purdue,23.31,79.25,218.0,80.5,102.0,98.0,1397.0,1.9,0.066,-3.1,-0.4,0,
2012,59,Marcus Denmon,SAS,Missouri,,74.25,188.2,77.0,94.5,,,,,,,0,no NBA stats on BBR (never played)
2012,60,Robert Sacre,LAL,Gonzaga,23.06,84,270,,,189.0,2745.0,2.4,0.042,-4.0,-1.4,0,ht/wt from BBR listed (not combine barefoot)
2013,1,Anthony Bennett,CLE,UNLV,20.29,80,245,,,151.0,1905.0,0.5,0.013,-4.8,-1.3,0,ht/wt from BBR listed (not combine barefoot)
2013,2,Victor Oladipo,ORL,Indiana,21.15,75.25,213.2,81.25,100.5,504.0,16247.0,25.6,0.076,0.7,11.0,1,
2013,3,Otto Porter Jr.,WAS,Georgetown,20.07,80,198,,,527.0,13400.0,36.7,0.132,1.7,12.5,0,ht/wt from BBR listed (not combine barefoot)
2013,4,Cody Zeller,CHA,Indiana,20.73,82.75,230.0,82.75,106.0,552.0,11510.0,33.5,0.14,-0.7,3.9,0,
2013,5,Alex Len,PHO,Maryland,20.03,84,250,87.5,,690.0,11754.0,23.9,0.097,-1.9,0.3,0,ht/wt from BBR listed (not combine barefoot)
2013,6,Nerlens Noel,NOH,Kentucky,19.21,82.0,206.4,87.75,110.0,467.0,10281.0,28.3,0.132,0.9,7.4,0,
2013,7,Ben McLemore,SAC,Kansas,20.37,75.5,189.2,79.75,100.5,556.0,12534.0,9.0,0.035,-3.1,-3.4,0,
2013,8,Kentavious Caldwell-Pope,DET,Georgia,20.35,76.5,203.6,80.0,100.5,963.0,28124.0,49.2,0.084,-1.0,7.2,0,
2013,9,Trey Burke,MIN,Michigan,20.62,71.75,187.0,77.5,97.5,498.0,10401.0,12.9,0.06,-1.3,1.7,0,
2013,10,CJ McCollum,POR,Lehigh,21.77,74.25,197.0,78.25,96.5,863.0,27528.0,54.9,0.096,1.1,21.5,0,
2013,11,Michael Carter-Williams,PHI,Syracuse,21.71,76.75,184.4,79.25,101.0,395.0,9942.0,6.6,0.032,-1.2,1.8,0,
2013,12,Steven Adams,OKC,Pitt,19.94,82.75,254.5,88.5,109.5,796.0,20468.0,63.7,0.149,0.5,12.9,0,
2013,13,Kelly Olynyk,DAL,Gonzaga,22.19,82.75,234.0,81.75,108.0,842.0,18360.0,47.1,0.123,0.8,13.1,0,
2013,14,Shabazz Muhammad,UTA,UCLA,20.62,76.75,221.8,83.0,104.5,278.0,4772.0,8.5,0.085,-2.0,0.0,0,
2013,15,Giannis Antetokounmpo,MIL,,18.56,83,243,,,895.0,29273.0,125.8,0.206,6.8,65.5,1,ht/wt from BBR listed (not combine barefoot)
2013,16,Lucas Nogueira,BOS,,20.92,84,241,,,141.0,1754.0,6.0,0.165,2.3,1.9,0,ht/wt from BBR listed (not combine barefoot)
2013,17,Dennis Schröder,ATL,,19.78,73.0,164.8,79.75,98.0,912.0,24721.0,34.2,0.066,-1.5,2.9,0,
2013,18,Shane Larkin,ATL,Miami (FL),20.73,70.25,170.8,70.75,89.5,256.0,4880.0,4.4,0.044,-2.4,-0.6,0,
2013,19,Sergey Karasev,CLE,,19.67,79,208,,,95.0,1110.0,0.8,0.036,-3.4,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2013,20,Tony Snell,CHI,New Mexico,21.63,78.0,198.2,83.5,105.5,601.0,13092.0,18.5,0.068,-2.0,-0.1,0,
2013,21,Gorgui Dieng,UTA,Louisville,23.44,81.75,229.6,87.5,111.5,628.0,12625.0,30.7,0.117,0.2,7.1,0,
2013,22,Mason Plumlee,BRK,Duke,23.31,83.25,238.2,83.0,108.0,880.0,18969.0,58.4,0.148,1.2,15.2,0,
2013,23,Solomon Hill,IND,Arizona,22.28,77.5,226.0,81.0,103.0,448.0,9652.0,11.9,0.059,-2.1,-0.3,0,
2013,24,Tim Hardaway Jr.,NYK,Michigan,21.28,76.5,199.4,79.0,101.0,893.0,24389.0,38.2,0.075,-1.2,5.2,0,
2013,25,Reggie Bullock,LAC,UNC,22.28,77.75,199.8,80.75,102.0,556.0,12556.0,21.4,0.082,-1.2,2.6,0,
2013,26,Andre Roberson,MIN,Colorado,21.56,78.25,205.8,83.0,104.5,307.0,6801.0,12.6,0.089,-0.6,2.3,0,
2013,27,Rudy Gobert,DEN,,21.0,84.5,237.6,92.5,115.0,905.0,27811.0,124.9,0.216,3.1,35.8,1,
2013,28,Livio Jean-Charles,SAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2013,29,Archie Goodwin,OKC,Kentucky,18.86,75.75,189.0,81.5,102.0,165.0,2396.0,1.1,0.022,-3.0,-0.6,0,
2013,30,Nemanja Nedović,PHO,,22.03,75,192,,,24.0,142.0,-0.4,-0.132,-10.0,-0.3,0,ht/wt from BBR listed (not combine barefoot)
2013,31,Allen Crabbe,CLE,California,21.22,77.25,197.4,83.25,103.5,381.0,9125.0,13.7,0.072,-1.6,0.9,0,
2013,32,Álex Abrines,OKC,,19.9,78,200,,,174.0,2777.0,5.0,0.086,-1.9,0.1,0,ht/wt from BBR listed (not combine barefoot)
2013,33,Carrick Felix,CLE,Arizona State,22.86,76.75,202.6,81.25,103.5,7.0,38.0,0.0,0.057,-3.4,0.0,0,
2013,34,Isaiah Canaan,HOU,Murray State,22.1,71.0,188.4,76.5,94.5,235.0,4799.0,4.3,0.043,-2.4,-0.5,0,
2013,35,Glen Rice Jr.,PHI,Georgia Tech,22.49,78,206,,,16.0,152.0,-0.2,-0.065,-6.6,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2013,36,Ray McCallum,SAC,Detroit Mercy,22.04,72.25,191.4,75.25,96.5,154.0,2808.0,2.1,0.035,-2.6,-0.4,0,
2013,37,Tony Mitchell,DET,University of North Texas,21.22,79.5,236.4,86.5,106.5,21.0,79.0,0.2,0.151,0.4,0.0,0,
2013,38,Nate Wolters,WAS,South Dakota State,22.12,75.5,196.4,75.75,98.0,84.0,1575.0,0.9,0.028,-2.6,-0.2,0,
2013,39,Jeff Withey,POR,Kansas,23.31,82.75,221.8,86.0,110.5,207.0,2072.0,6.8,0.157,0.5,1.3,0,
2013,40,Grant Jerrett,POR,Arizona,19.97,80.75,232.0,86.0,109.0,8.0,51.0,-0.1,-0.128,-10.8,-0.1,0,
2013,41,Jamaal Franklin,MEM,San Diego State,21.94,76.0,190.8,83.25,103.5,24.0,174.0,0.0,-0.006,-5.9,-0.2,0,
2013,42,Pierre Jackson,PHI,Baylor,21.83,69.5,176.0,70.0,90.0,8.0,84.0,0.0,0.021,-4.4,-0.1,0,
2013,43,Ricky Ledo,MIL,Providence,20.79,76.75,197.2,79.25,102.5,28.0,277.0,-0.6,-0.096,-7.6,-0.4,0,
2013,44,Mike Muscala,DAL,Bucknell,21.99,82.25,230.2,85.0,108.0,548.0,8239.0,19.2,0.112,-0.2,3.7,0,
2013,45,Marko Todorović,POR,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2013,46,Erick Green,UTA,Virginia Tech,22.14,73.5,178.2,77.75,98.0,52.0,452.0,0.1,0.011,-4.0,-0.2,0,
2013,47,Raul Neto,ATL,,21.11,74,180,,,435.0,6765.0,11.6,0.082,-1.5,0.8,0,ht/wt from BBR listed (not combine barefoot)
2013,48,Ryan Kelly,LAL,Duke,22.22,81.75,228.0,83.5,110.0,163.0,3125.0,3.0,0.046,-2.6,-0.5,0,
2013,49,Erik Murphy,CHI,Florida,22.67,80.75,239.8,82.5,108.0,24.0,62.0,-0.1,-0.055,-8.6,-0.1,0,
2013,50,James Ennis III,ATL,Cal State Long Beach,22.99,78,215,,,395.0,8022.0,16.2,0.097,-1.5,0.9,0,ht/wt from BBR listed (not combine barefoot)
2013,51,Romero Osby,ORL,Oklahoma,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2013,52,Lorenzo Brown,MIN,NC State,22.84,76.0,189.2,79.0,100.0,103.0,1185.0,-0.2,-0.007,-3.5,-0.5,0,
2013,53,Colton Iverson,IND,Colorado State,,82.5,262.8,86.0,110.0,,,,,,,0,no NBA stats on BBR (never played)
2013,54,Arsalan Kazemi,WAS,Oregon,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2013,55,Joffrey Lauvergne,MEM,,21.74,83,260,,,208.0,2823.0,5.2,0.089,-2.1,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2013,56,Peyton Siva,DET,Louisville,22.67,71.5,180.6,75.0,93.0,24.0,224.0,-0.2,-0.032,-6.4,-0.2,0,
2013,57,Alex Oriakhi,PHO,Missouri,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2013,58,Deshaun Thomas,SAS,Ohio State,,77.0,219.8,82.0,104.0,,,,,,,0,no NBA stats on BBR (never played)
2013,59,Bojan Dubljević,MIN,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2013,60,Jānis Timma,MEM,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2014,1,Andrew Wiggins,CLE,Kansas,19.34,78,197,,,834.0,27951.0,37.6,0.065,-1.2,5.8,1,ht/wt from BBR listed (not combine barefoot)
2014,2,Jabari Parker,MIL,Duke,19.28,79,245,,,310.0,8535.0,13.8,0.078,-0.8,2.5,0,ht/wt from BBR listed (not combine barefoot)
2014,3,Joel Embiid,PHI,Kansas,20.28,84,280,,,490.0,15608.0,69.0,0.212,6.7,34.3,1,ht/wt from BBR listed (not combine barefoot)
2014,4,Aaron Gordon,ORL,Arizona,18.78,79.5,220.1,83.75,105.0,756.0,22081.0,50.1,0.109,0.4,13.4,0,
2014,5,Danté Exum,UTA,,18.95,76.5,196.3,81.5,103.0,320.0,6005.0,6.6,0.053,-2.8,-1.2,0,
2014,6,Marcus Smart,BOS,Oklahoma State,20.31,74.0,227.2,81.25,99.0,697.0,20495.0,36.2,0.085,-0.5,7.6,0,
2014,7,Julius Randle,LAL,Kentucky,19.57,79.75,249.7,84.0,105.5,789.0,25348.0,56.9,0.108,1.0,19.4,1,
2014,8,Nik Stauskas,SAC,Michigan,20.72,77.25,206.9,79.75,102.0,343.0,6701.0,3.9,0.028,-3.0,-1.7,0,
2014,9,Noah Vonleh,CHO,Indiana,18.84,80.0,247.1,88.25,108.0,362.0,5854.0,9.4,0.077,-2.5,-0.7,0,
2014,10,Elfrid Payton,PHI,Louisiana,20.34,74.5,185.4,80.0,98.5,524.0,13894.0,15.1,0.052,-1.1,3.1,0,
2014,11,Doug McDermott,DEN,Creighton,22.48,78.25,218.0,81.25,103.0,726.0,14011.0,21.7,0.074,-2.2,-0.7,0,
2014,12,Dario Šarić,ORL,,20.22,82,225,,,498.0,11120.0,20.8,0.09,-0.8,3.4,0,ht/wt from BBR listed (not combine barefoot)
2014,13,Zach LaVine,MIN,UCLA,19.3,76.5,180.9,80.25,100.0,693.0,22685.0,38.6,0.082,0.6,14.6,1,
2014,14,T.J. Warren,PHO,NC State,20.8,79.0,220.2,82.25,104.0,385.0,10365.0,20.9,0.097,-0.4,4.1,0,
2014,15,Adreian Payne,ATL,Michigan State,23.35,81.0,238.5,88.0,109.0,107.0,1403.0,-0.6,-0.019,-5.9,-1.4,0,
2014,16,Jusuf Nurkić,CHI,,19.84,83,290,,,631.0,15430.0,34.7,0.108,0.4,9.5,0,ht/wt from BBR listed (not combine barefoot)
2014,17,James Young,BOS,Kentucky,18.86,77.25,213.3,84.0,104.0,95.0,812.0,0.8,0.046,-3.4,-0.3,0,
2014,18,Tyler Ennis,PHO,Syracuse,19.84,73.0,181.5,79.25,98.0,186.0,2336.0,1.3,0.026,-3.4,-0.8,0,
2014,19,Gary Harris,CHI,Michigan State,19.78,74.5,204.8,78.75,96.0,666.0,17326.0,27.5,0.076,-1.4,2.6,0,
2014,20,Bruno Caboclo,TOR,,18.76,81,218,,,105.0,1293.0,1.5,0.054,-2.7,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2014,21,Mitch McGary,OKC,Michigan,22.05,82,255,,,52.0,557.0,1.3,0.108,-2.6,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2014,22,Jordan Adams,MEM,UCLA,19.97,75.5,208.8,82.0,102.0,32.0,263.0,0.4,0.07,1.7,0.2,0,
2014,23,Rodney Hood,UTA,Duke,21.68,79.25,208.2,80.5,103.0,448.0,10977.0,17.4,0.076,-1.2,2.2,0,
2014,24,Shabazz Napier,CHO,UConn,22.95,71.0,175.2,75.25,93.0,345.0,5986.0,8.1,0.065,-0.7,2.0,0,
2014,25,Clint Capela,HOU,,20.11,82,256,,,739.0,18329.0,72.6,0.19,1.6,16.5,0,ht/wt from BBR listed (not combine barefoot)
2014,26,P.J. Hairston,MIA,UNC,21.5,76.25,228.8,81.0,101.0,111.0,2000.0,0.9,0.021,-3.9,-1.0,0,
2014,27,Bogdan Bogdanović,PHO,,21.85,77,225,,,526.0,14750.0,25.0,0.081,0.1,7.7,0,ht/wt from BBR listed (not combine barefoot)
2014,28,C.J. Wilcox,LAC,Washington,23.49,75.5,201.0,81.75,100.5,66.0,376.0,0.1,0.007,-4.3,-0.2,0,
2014,29,Josh Huestis,OKC,Stanford,22.52,79,230,,,76.0,1068.0,0.7,0.03,-3.5,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2014,30,Kyle Anderson,SAS,UCLA,20.76,79.5,230.1,86.75,107.5,757.0,16177.0,41.3,0.122,1.7,15.1,0,
2014,31,Damien Inglis,MIL,,19.1,80,246,,,20.0,156.0,-0.1,-0.024,-5.6,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2014,32,K.J. McDaniels,PHI,Clemson,21.37,76.5,195.6,83.25,102.0,148.0,2092.0,1.3,0.03,-2.8,-0.4,0,
2014,33,Joe Harris,CLE,Virginia,22.8,76.75,215.0,78.0,100.0,504.0,12298.0,23.1,0.09,-0.7,4.1,0,
2014,34,Cleanthony Early,NYK,Wichita State,23.19,78.0,209.4,82.75,101.5,56.0,801.0,-0.6,-0.039,-5.9,-0.8,0,
2014,35,Jarnell Stokes,UTA,Tennessee,20.47,79.0,262.8,85.25,103.5,28.0,151.0,0.6,0.202,0.1,0.1,0,
2014,36,Johnny O'Bryant,MIL,LSU,21.07,81,257,,,147.0,1684.0,0.2,0.006,-6.2,-1.8,0,ht/wt from BBR listed (not combine barefoot)
2014,37,DeAndre Daniels,TOR,UConn,,79.25,196.0,86.0,106.5,,,,,,,0,no NBA stats on BBR (never played)
2014,38,Spencer Dinwiddie,DET,Colorado,21.22,76.5,204.9,80.25,103.0,621.0,17219.0,36.0,0.1,-0.1,8.1,0,
2014,39,Jerami Grant,PHI,Syracuse,20.29,78.5,214.0,86.75,107.0,776.0,21749.0,40.7,0.09,-0.4,8.7,0,
2014,40,Glenn Robinson III,MIN,Michigan,20.46,77.5,211.4,82.0,100.5,304.0,5299.0,7.9,0.071,-1.7,0.4,0,
2014,41,Nikola Jokić,DEN,,19.35,83,284,,,810.0,25914.0,142.9,0.265,10.6,82.5,1,ht/wt from BBR listed (not combine barefoot)
2014,42,Nick Johnson,HOU,Arizona,21.51,73.5,198.0,79.25,96.5,28.0,262.0,-0.1,-0.02,-6.5,-0.3,0,
2014,43,Edy Tavares,ATL,,22.26,87,260,,,13.0,101.0,0.2,0.118,-0.4,0.0,0,ht/wt from BBR listed (not combine barefoot)
2014,44,Markel Brown,MIN,Oklahoma State,22.41,74.5,184.4,80.75,100.0,113.0,1794.0,1.1,0.029,-2.9,-0.4,0,
2014,45,Dwight Powell,CHO,Stanford,22.93,81.5,234.4,84.5,105.0,768.0,13469.0,50.5,0.18,0.7,9.1,0,
2014,46,Jordan Clarkson,WAS,Missouri,22.05,75.25,186.3,80.0,98.0,825.0,22102.0,25.9,0.056,-1.1,5.1,0,
2014,47,Russ Smith,PHI,Louisville,23.19,71.5,160.0,75.5,95.0,27.0,131.0,-0.2,-0.068,-5.1,-0.1,0,
2014,48,Lamar Patterson,MIL,Pitt,22.87,76.0,226.0,83.0,101.0,40.0,435.0,0.1,0.006,-5.7,-0.4,0,
2014,49,Cameron Bairstow,CHI,New Mexico,23.55,80.75,252.4,84.75,107.0,36.0,167.0,-0.1,-0.021,-8.1,-0.3,0,
2014,50,Alec Brown,PHO,Green Bay,,84.25,231.2,85.5,109.0,,,,,,,0,no NBA stats on BBR (never played)
2014,51,Thanasis Antetokounmpo,NYK,,21.94,77.25,205.2,84.0,104.5,232.0,1668.0,2.1,0.061,-4.1,-0.9,0,
2014,52,Vasilije Micić,PHI,,20.45,75,188,,,101.0,1961.0,-0.6,-0.015,-5.6,-1.8,0,ht/wt from BBR listed (not combine barefoot)
2014,53,Alessandro Gentile,MIN,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2014,54,Nemanja Dangubić,PHI,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2014,55,Semaj Christon,MIA,Xavier,21.65,73.5,186.0,78.5,99.0,64.0,973.0,0.1,0.006,-5.1,-0.8,0,
2014,56,Devyn Marble,DEN,Iowa,21.76,77.0,192.4,81.0,102.0,44.0,457.0,-0.3,-0.028,-5.5,-0.4,0,
2014,57,Louis Labeyrie,IND,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2014,58,Jordan McRae,SAS,Tennessee,23.25,75.75,179.4,84.5,104.0,123.0,1696.0,1.7,0.048,-2.1,0.0,0,
2014,59,Xavier Thames,TOR,San Diego State,,74.25,187.0,76.0,96.0,,,,,,,0,no NBA stats on BBR (never played)
2014,60,Cory Jefferson,SAS,Baylor,23.5,79.75,218.4,84.5,105.0,58.0,581.0,0.9,0.071,-3.3,-0.2,0,
2015,1,Karl-Anthony Towns,MIN,Kentucky,19.61,84,248,,,720.0,24294.0,94.6,0.187,4.3,38.5,1,ht/wt from BBR listed (not combine barefoot)
2015,2,D'Angelo Russell,LAL,Ohio State,19.33,75,193,,,655.0,19240.0,26.5,0.066,0.6,12.4,1,ht/wt from BBR listed (not combine barefoot)
2015,3,Jahlil Okafor,PHI,Duke,19.53,82,270,,,248.0,4830.0,7.2,0.071,-2.0,0.0,0,ht/wt from BBR listed (not combine barefoot)
2015,4,Kristaps Porziņģis,NYK,,19.9,86,240,,,533.0,16175.0,50.4,0.15,2.6,18.9,1,ht/wt from BBR listed (not combine barefoot)
2015,5,Mario Hezonja,ORL,,20.33,80,220,,,330.0,6107.0,3.2,0.025,-2.8,-1.2,0,ht/wt from BBR listed (not combine barefoot)
2015,6,Willie Cauley-Stein,SAC,Kentucky,21.85,83.25,242.4,87.0,111.0,422.0,9276.0,23.3,0.121,-0.1,4.4,0,
2015,7,Emmanuel Mudiay,DEN,,19.3,75,200,,,302.0,7187.0,-0.2,-0.001,-3.2,-2.2,0,ht/wt from BBR listed (not combine barefoot)
2015,8,Stanley Johnson,DET,Arizona,19.07,77.0,241.8,83.5,102.0,449.0,8879.0,6.9,0.037,-2.7,-1.6,0,
2015,9,Frank Kaminsky,CHO,Wisconsin,22.22,83.75,231.2,83.0,109.5,413.0,8160.0,15.9,0.094,-0.2,3.7,0,
2015,10,Justise Winslow,MIA,Duke,19.25,76.5,221.8,82.25,104.5,344.0,8906.0,8.2,0.044,-2.1,-0.3,0,
2015,11,Myles Turner,IND,Texas,19.25,81.75,238.6,88.0,112.0,713.0,20366.0,51.7,0.122,0.6,13.5,0,
2015,12,Trey Lyles,UTA,Kentucky,19.64,81.0,241.2,85.5,108.0,650.0,11970.0,22.0,0.088,-1.0,3.0,0,
2015,13,Devin Booker,PHO,Kentucky,18.65,76.5,205.8,80.25,102.5,737.0,25295.0,58.0,0.11,1.2,20.2,1,
2015,14,Cameron Payne,OKC,Murray State,20.88,72.75,182.8,79.25,97.5,499.0,8730.0,14.8,0.081,-0.6,3.2,0,
2015,15,Kelly Oubre Jr.,ATL,Kansas,19.54,80,203,,,705.0,19316.0,27.6,0.068,-1.8,0.8,0,ht/wt from BBR listed (not combine barefoot)
2015,16,Terry Rozier,BOS,Louisville,21.27,72.5,190.2,80.25,98.5,665.0,18357.0,30.6,0.08,0.2,10.1,0,
2015,17,Rashad Vaughn,MIL,UNLV,18.86,75.75,198.6,79.0,101.0,139.0,1671.0,-0.6,-0.017,-4.7,-1.2,0,
2015,18,Sam Dekker,HOU,Wisconsin,21.14,79.75,218.6,83.5,106.0,201.0,3097.0,5.4,0.083,-1.4,0.5,0,
2015,19,Jerian Grant,WAS,Notre Dame,22.71,75.25,198.0,79.5,100.0,279.0,4998.0,8.3,0.08,-1.6,0.5,0,
2015,20,Delon Wright,TOR,Utah,23.16,76.25,181.4,79.5,101.5,548.0,11175.0,28.9,0.124,1.9,11.1,0,
2015,21,Justin Anderson,DAL,Virginia,21.6,77.25,230.6,83.75,101.0,242.0,3280.0,4.9,0.072,-1.5,0.4,0,
2015,22,Bobby Portis,CHI,Arkansas,20.37,81.5,246.2,86.0,108.5,721.0,16526.0,36.6,0.106,-0.4,6.8,0,
2015,23,Rondae Hollis-Jefferson,POR,Arizona,20.47,77.5,210.8,86.0,104.0,305.0,6759.0,12.9,0.091,-0.7,2.3,0,
2015,24,Tyus Jones,CLE,Duke,19.12,72.5,184.6,77.0,97.0,749.0,15403.0,34.9,0.109,0.4,9.2,0,
2015,25,Jarell Martin,MEM,LSU,21.09,80.0,238.6,81.0,106.5,184.0,2927.0,3.2,0.053,-4.3,-1.7,0,
2015,26,Nikola Milutinov,SAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,27,Larry Nance Jr.,LAL,Wyoming,22.48,78,245,,,581.0,13036.0,35.2,0.13,1.1,10.1,0,ht/wt from BBR listed (not combine barefoot)
2015,28,R.J. Hunter,BOS,Georgia State University,21.67,76.5,185.0,82.5,104.0,45.0,395.0,0.4,0.051,-2.0,0.0,0,
2015,29,Chris McCullough,BRK,Syracuse,20.38,80.25,199.0,87.25,109.0,59.0,532.0,0.6,0.054,-2.5,-0.1,0,
2015,30,Kevon Looney,GSW,UCLA,19.38,80.0,222.4,87.5,110.0,620.0,10617.0,38.1,0.172,0.3,6.2,0,
2015,31,Cedi Osman,MIN,,20.21,79,230,,,476.0,10815.0,12.5,0.055,-2.1,-0.3,0,ht/wt from BBR listed (not combine barefoot)
2015,32,Montrezl Harrell,HOU,Louisville,21.41,79.0,253.4,88.25,109.0,515.0,10544.0,42.9,0.195,2.6,12.2,0,
2015,33,Jordan Mickey,BOS,LSU,20.96,79.0,238.0,87.25,106.0,64.0,482.0,0.5,0.05,-4.8,-0.3,0,
2015,34,Anthony Brown,LAL,Stanford,22.7,77.75,211.0,83.0,104.5,41.0,762.0,-0.2,-0.016,-5.1,-0.6,0,
2015,35,Willy Hernangómez,PHI,,21.08,83,250,,,344.0,5149.0,16.3,0.152,0.1,2.8,0,ht/wt from BBR listed (not combine barefoot)
2015,36,Rakeem Christmas,MIN,Syracuse,23.56,80.25,242.6,89.25,110.5,30.0,225.0,0.5,0.105,-4.7,-0.2,0,
2015,37,Richaun Holmes,PHI,Bowling Green,21.69,80.25,242.8,85.5,108.0,489.0,9360.0,30.7,0.158,0.1,5.0,0,
2015,38,Darrun Hilliard,DET,Villanova,22.2,78,220,,,91.0,859.0,0.3,0.016,-4.7,-0.6,0,ht/wt from BBR listed (not combine barefoot)
2015,39,Juan Pablo Vaulet,CHO,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,40,Josh Richardson,MIA,Tennessee,21.77,77,200,,,554.0,15815.0,27.7,0.084,-0.6,5.5,0,ht/wt from BBR listed (not combine barefoot)
2015,41,Pat Connaughton,BRK,Notre Dame,22.46,76.0,215.0,80.0,96.0,637.0,11736.0,25.3,0.103,-0.5,4.5,0,
2015,42,Olivier Hanlan,UTA,Boston College,,75.25,185.8,78.0,100.0,,,,,,,0,no NBA stats on BBR (never played)
2015,43,Joe Young,IND,Oregon,22.99,74,185,,,127.0,1077.0,0.4,0.016,-4.1,-0.6,0,ht/wt from BBR listed (not combine barefoot)
2015,44,Andrew Harrison,PHO,Kentucky,20.66,76.5,213.2,81.0,100.0,145.0,2987.0,3.2,0.051,-2.8,-0.6,0,
2015,45,Marcus Thornton,BOS,William & Mary,,73.75,177.4,79.75,97.5,,,,,,,0,no NBA stats on BBR (never played)
2015,46,Norman Powell,MIL,UCLA,22.08,75.0,215.4,82.75,102.5,675.0,16655.0,36.4,0.105,0.2,9.2,1,
2015,47,Artūras Gudaitis,PHI,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,48,Dakari Johnson,OKC,Kentucky,19.76,83.0,264.6,86.0,112.0,31.0,161.0,0.6,0.178,-0.3,0.1,0,
2015,49,Aaron White,WAS,Iowa,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,50,Marcus Eriksson,ATL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,51,Tyler Harvey,ORL,Eastern Washington,,74.75,181.4,77.5,98.5,,,,,,,0,no NBA stats on BBR (never played)
2015,52,Satnam Singh,DAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,53,Sir'Dominic Pointer,CLE,St. John's,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,54,Dani Díez,UTA,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,55,Cady Lalanne,SAS,UMass,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,56,Branden Dawson,NOP,Michigan State,22.39,77.5,230.2,83.0,105.0,6.0,29.0,0.0,0.069,-5.7,0.0,0,
2015,57,Nikola Radičević,DEN,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,58,J.P. Tokoto,PHI,UNC,,77.25,195.8,82.0,100.5,,,,,,,0,no NBA stats on BBR (never played)
2015,59,Dimitrios Agravanis,ATL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2015,60,Luka Mitrović,PHI,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2016,1,Ben Simmons,PHI,LSU,19.93,82,240,,,383.0,11910.0,35.4,0.143,3.0,15.0,1,ht/wt from BBR listed (not combine barefoot)
2016,2,Brandon Ingram,LAL,Duke,18.81,80,190,,,572.0,18920.0,31.8,0.081,0.2,10.3,1,ht/wt from BBR listed (not combine barefoot)
2016,3,Jaylen Brown,BOS,California,19.66,77.25,222.8,83.75,102.5,674.0,20908.0,47.5,0.109,0.7,14.1,1,
2016,4,Dragan Bender,PHO,,18.6,84,249,,,187.0,3755.0,0.5,0.006,-3.9,-1.9,0,ht/wt from BBR listed (not combine barefoot)
2016,5,Kris Dunn,MIN,Providence,22.27,75.0,205,81.5,100.0,489.0,11727.0,15.7,0.064,-1.0,2.8,0,ht/wt from BBR listed (not combine barefoot)
2016,6,Buddy Hield,NOP,Oklahoma,23.52,75.75,212.4,81.25,101.0,765.0,20999.0,28.7,0.066,0.2,11.7,0,
2016,7,Jamal Murray,DEN,Kentucky,19.33,76,215,,,611.0,19448.0,47.6,0.117,1.4,16.5,1,ht/wt from BBR listed (not combine barefoot)
2016,8,Marquese Chriss,SAC,Washington,18.98,80.75,233.0,84.25,105.0,292.0,5338.0,6.5,0.058,-2.4,-0.5,0,
2016,9,Jakob Poeltl,TOR,Utah,20.69,84.25,239.0,86.75,111.5,641.0,14469.0,48.5,0.161,1.3,11.9,0,
2016,10,Thon Maker,MIL,,19.32,83.75,216.0,87.0,110.5,263.0,3624.0,6.6,0.087,-2.1,-0.1,0,
2016,11,Domantas Sabonis,ORL,Gonzaga,20.14,82,240,,,665.0,20463.0,71.0,0.166,3.3,27.6,1,ht/wt from BBR listed (not combine barefoot)
2016,12,Taurean Prince,UTA,Baylor,22.26,78.5,220.2,83.5,102.0,608.0,15013.0,15.5,0.05,-2.1,-0.3,0,
