year,pick,team,player,slug,college,yrs,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp
2001,52,MIL,Andre Hutson,hutsoan01,Michigan State,,,,,,,
2001,53,UTA,Jarron Collins,collija03,Stanford,10,542,8542,15.7,.088,-3.1,-2.5
2001,54,DAL,Kenny Satterfield,satteke01,Cincinnati,2,75,1062,-1.1,-.051,-4.1,-0.6
2001,55,SAC,Maurice Jeffers,jeffema01,Saint Louis,,,,,,,
2001,56,SAS,Robertas Javtokas,javtoro01,,,,,,,,
2001,57,PHI,Alvin Jones,jonesal01,Georgia Tech,1,23,126,0.1,.034,-8.7,-0.2
2001,58,SAS,Bryan Bracey,bracebr01,Oregon,,,,,,,
2002,1,HOU,Yao Ming,mingya01,,8,486,15818,65.9,.200,3.2,20.7
2002,2,CHI,Jay Williams,willija03,Duke,1,75,1961,0.8,.020,-2.0,0.0
2002,3,GSW,Mike Dunleavy,dunlemi02,Duke,15,986,27340,58.5,.103,0.3,15.7
2002,4,MEM,Drew Gooden,goodedr01,Kansas,14,790,20127,43.9,.105,-1.2,4.3
2002,5,DEN,Nikoloz Tskitishvili,tskitni01,,4,172,1946,-1.6,-.039,-6.1,-2.0
2002,6,CLE,Dajuan Wagner,wagneda02,Memphis,4,103,2202,0.0,.000,-4.9,-1.6
2002,7,NYK,Nenê,hilarne01,,17,965,25237,73.3,.139,1.0,18.8
2002,8,LAC,Chris Wilcox,wilcoch01,Maryland,11,628,12474,26.9,.103,-1.6,1.2
2002,9,PHO,Amar'e Stoudemire,stoudam01,,14,846,26254,92.5,.169,1.3,21.9
2002,10,MIA,Caron Butler,butleca01,UConn,14,881,28333,50.9,.086,-0.2,12.6
2002,11,WAS,Jared Jeffries,jeffrja01,Indiana,11,629,13579,13.1,.046,-2.4,-1.5
2002,12,LAC,Melvin Ely,elyme01,Fresno State,9,375,6005,4.0,.032,-4.0,-3.1
2002,13,MIL,Marcus Haislip,haislma01,Tennessee,4,89,854,0.5,.026,-4.7,-0.6
2002,14,IND,Fred Jones,jonesfr01,Oregon,7,430,10299,16.5,.077,-1.0,2.6
2002,15,HOU,Boštjan Nachbar,nachbbo01,,6,317,5628,8.7,.074,-1.6,0.6
2002,16,PHI,Jiří Welsch,welscji01,,4,247,4596,5.7,.059,-1.9,0.1
2002,17,WAS,Juan Dixon,dixonju01,Maryland,7,436,8509,6.1,.034,-2.1,-0.3
2002,18,ORL,Curtis Borchardt,borchcu01,Stanford,2,83,1117,1.0,.041,-3.8,-0.5
2002,19,UTA,Ryan Humphrey,humphry01,Notre Dame,3,85,772,-0.4,-.027,-8.1,-1.2
2002,20,TOR,Kareem Rush,rushka01,Missouri,7,346,5956,1.7,.013,-3.2,-1.8
2002,21,POR,Qyntel Woods,woodsqy01,Northeast Mississippi Community College,4,167,2060,1.4,.032,-2.7,-0.4
2002,22,PHO,Casey Jacobsen,jacobca01,Stanford,4,287,5320,6.2,.056,-2.2,-0.3
2002,23,DET,Tayshaun Prince,princta01,Kentucky,14,1017,31576,63.1,.096,0.3,18.0
2002,24,NJN,Nenad Krstić,krstine01,,7,419,10547,21.5,.098,-2.6,-1.5
2002,25,DEN,Frank Williams,willifr02,Illinois,3,86,952,0.1,.003,-3.2,-0.3
2002,26,SAS,John Salmons,salmojo01,Miami (FL),13,895,23672,33.9,.069,-0.9,6.7
2002,27,LAL,Chris Jefferies,jeffech01,Fresno State,2,72,861,-0.5,-.030,-5.5,-0.8
2002,28,SAC,Dan Dickau,dickada01,Gonzaga,6,300,4617,5.9,.061,-1.5,0.6
2002,30,GSW,Steve Logan,loganst01,Cincinnati,,,,,,,
2002,31,CHI,Roger Mason,masonro01,Virginia,10,518,9147,13.0,.068,-1.4,1.4
2002,32,MEM,Robert Archibald,archiro01,Illinois,2,44,328,0.0,-.004,-6.1,-0.3
2002,33,DEN,Vincent Yarbrough,yarbrvi01,Tennessee,1,59,1381,1.0,.035,-2.4,-0.1
2002,34,MIL,Dan Gadzuric,gadzuda01,UCLA,10,527,7793,15.8,.097,-2.3,-0.7
2002,35,CLE,Carlos Boozer,boozeca01,Duke,13,861,26901,80.3,.143,1.4,23.1
2002,36,NYK,Milos Vujanic,vujanmi01,,,,,,,,
2002,37,ATL,David Andersen,anderda03,,2,103,1264,1.5,.059,-2.9,-0.3
2002,38,HOU,Tito Maddox,maddoti01,Fresno State,1,9,35,0.0,-.011,-1.4,0.0
2002,39,WAS,Rod Grizzard,grizzro01,Alabama,,,,,,,
2002,40,WAS,Juan Carlos Navarro,navarju01,,1,82,2117,1.4,.031,-2.3,-0.2
2002,41,LAC,Mario Kasun,kasunma01,,2,73,569,0.8,.069,-7.0,-0.7
2002,42,MIL,Ronald Murray,murraro01,Shaw,8,487,11077,8.5,.037,-2.2,-0.5
2002,43,POR,Jason Jennings,jennija01,Arkansas State University,,,,,,,
2002,44,CHI,Lonny Baxter,baxtelo01,Maryland,4,162,1884,2.9,.075,-4.6,-1.2
2002,45,PHI,Sam Clancy,clancsa02,USC,,,,,,,
2002,46,MEM,Matt Barnes,barnema02,UCLA,14,929,21967,42.8,.093,-0.1,10.7
2002,47,UTA,Jamal Sampson,sampsja01,California,5,72,631,1.4,.106,-2.3,-0.1
2002,48,MIL,Chris Owens,owensch01,Texas,1,1,6,0.0,-.032,-0.5,0.0
2002,49,SEA,Peter Fehse,fehsepe01,,,,,,,,
2002,50,BOS,Darius Songaila,songada01,Wake Forest,8,495,9229,15.9,.083,-2.1,-0.2
2002,51,POR,Federico Kammerichs,kammefe01,,,,,,,,
2002,52,MIN,Marcus Taylor,tayloma03,Michigan State,,,,,,,
2002,53,MIA,Rasual Butler,butlera01,La Salle,13,809,17219,20.8,.058,-1.4,2.6
2002,54,NJN,Tamar Slay,slayta01,Marshall,3,66,517,-0.3,-.029,-5.7,-0.5
2002,55,DAL,Mladen Sekularac,sekulml01,,,,,,,,
2002,56,SAS,Luis Scola,scolalu01,,10,743,19001,45.7,.115,-0.7,6.4
2002,57,SAS,Randy Holcomb,holcora01,San Diego State,1,4,11,0.0,.150,-1.7,0.0
2002,58,SAC,Corsley Edwards,edwarco01,Central Connecticut State University,1,10,110,0.1,.026,-6.2,-0.1
2003,1,CLE,LeBron James,jamesle01,,23,1622,61030,276.8,.218,8.4,159.4
2003,2,DET,Darko Miličić,milicda01,,10,468,8638,7.1,.040,-2.4,-0.9
2003,3,DEN,Carmelo Anthony,anthoca01,Syracuse,19,1260,43514,108.5,.120,1.3,36.7
2003,4,TOR,Chris Bosh,boshch01,Georgia Tech,13,893,31936,106.0,.159,1.9,31.1
2003,5,MIA,Dwyane Wade,wadedw01,Marquette,16,1054,35773,120.7,.162,5.0,62.8
2003,6,LAC,Chris Kaman,kamanch01,Central Michigan University,13,735,19642,24.6,.060,-1.9,0.4
2003,7,CHI,Kirk Hinrich,hinriki01,Kansas,13,879,27015,52.5,.093,0.0,13.3
2003,8,MIL,T.J. Ford,fordtj01,Texas,8,429,11882,16.9,.068,-0.4,4.6
2003,9,NYK,Mike Sweetney,sweetmi01,Georgetown,4,233,3610,7.8,.103,-2.7,-0.6
2003,10,WAS,Jarvis Hayes,hayesja01,Georgia,7,427,9898,10.2,.049,-2.5,-1.3
2003,11,GSW,Mickaël Piétrus,pietrmi01,,10,557,11950,19.7,.079,-0.9,3.2
2003,12,SEA,Nick Collison,collini01,Kansas,14,910,18603,44.5,.115,-1.3,3.1
2003,13,MEM,Marcus Banks,banksma01,UNLV,8,348,5571,6.6,.057,-2.0,-0.1
2003,14,SEA,Luke Ridnour,ridnolu01,Oregon,12,830,21623,36.0,.080,-0.6,7.5
2003,15,ORL,Reece Gaines,gainere01,Louisville,3,71,605,-0.6,-.049,-6.1,-0.6
2003,16,BOS,Troy Bell,belltr01,Boston College,1,6,34,-0.2,-.326,-19.6,-0.2
2003,17,PHO,Žarko Čabarkapa,cabarza01,,3,150,1550,1.1,.035,-3.9,-0.7
2003,18,NOH,David West,westda01,Xavier,15,1034,29144,85.8,.141,1.7,27.6
2003,19,UTA,Sasha Pavlović,pavloal01,,10,567,8888,7.0,.038,-3.4,-3.1
2003,20,BOS,Dahntay Jones,jonesda02,Duke,13,624,9799,9.9,.048,-3.7,-4.1
2003,21,ATL,Boris Diaw,diawbo01,,14,1064,28768,51.6,.086,0.1,15.5
2003,22,NJN,Zoran Planinić,planizo01,,3,148,1584,1.5,.046,-3.5,-0.6
2003,23,POR,Travis Outlaw,outlatr01,,11,622,13026,16.5,.061,-1.4,2.1
2003,24,LAL,Brian Cook,cookbr01,Illinois,9,421,5649,10.2,.086,-1.6,0.5
2003,25,DET,Carlos Delfino,delfica01,,8,507,11580,22.5,.093,0.5,7.2
2003,26,MIN,Ndudi Ebi,ebind01,,2,19,86,0.1,.051,-3.8,0.0
2003,27,MEM,Kendrick Perkins,perkike01,,14,782,17162,27.9,.078,-1.9,0.6
2003,28,SAS,Leandro Barbosa,barbole01,,14,850,18386,37.4,.098,-0.2,8.6
2003,29,DAL,Josh Howard,howarjo01,Wake Forest,10,507,15350,38.0,.119,0.6,10.0
2003,30,NYK,Maciej Lampe,lampema01,,3,64,632,-0.2,-.014,-7.0,-0.8
2003,31,CLE,Jason Kapono,kaponja01,UCLA,9,509,9068,10.3,.055,-2.6,-1.3
2003,32,LAL,Luke Walton,waltolu01,Arizona,10,564,9685,13.5,.067,-1.0,2.5
2003,33,MIA,Jerome Beasley,beaslje01,University of North Dakota,1,2,5,0.0,-.117,-5.2,0.0
2003,34,LAC,Sofoklis Schortsanitis,schorso01,,,,,,,,
2003,35,MIL,Szymon Szewczyk,szewcsz01,,,,,,,,
2003,36,CHI,Mario Austin,austima01,Mississippi State,,,,,,,
2003,37,ATL,Travis Hansen,hansetr01,BYU,1,41,507,0.2,.019,-6.2,-0.5
2003,38,WAS,Steve Blake,blakest01,Maryland,13,870,20823,29.1,.067,-1.2,4.2
2003,39,NYK,Slavko Vraneš,vranesl01,,1,1,3,0.0,-.371,-26.2,0.0
2003,40,GSW,Derrick Zimmerman,zimmede01,Mississippi State,1,2,32,0.0,.004,-10.4,-0.1
2003,41,SEA,Willie Green,greenwi01,Detroit Mercy,12,731,14783,12.9,.042,-2.7,-2.7
2003,42,ORL,Zaza Pachulia,pachuza01,,16,1098,22240,52.7,.114,-1.5,2.9
2003,43,MIL,Keith Bogans,boganke01,Kentucky,11,671,14527,20.4,.068,-1.5,1.9
2003,44,HOU,Malick Badiane,badiama01,,,,,,,,
2003,45,CHI,Matt Bonner,bonnema01,Florida,12,792,13356,38.5,.138,1.0,10.1
2003,46,DEN,Sani Bečirovič,becirsa01,,,,,,,,
2003,47,UTA,Mo Williams,willima01,Alabama,13,818,23872,40.0,.080,-0.3,10.0
2003,48,NOH,James Lang,langja01,,1,11,55,0.1,.047,-6.4,-0.1
2003,49,IND,James Jones,jonesja02,Miami (FL),14,709,11098,25.2,.109,-0.1,5.4
2003,50,PHI,Paccelis Morlende,morlepa01,,,,,,,,
2003,51,NJN,Kyle Korver,korveky01,Creighton,17,1232,31183,73.4,.113,0.6,20.7
2003,52,TOR,Remon van de Hare,vandera01,,,,,,,,
2003,53,CHI,Tommy Smith,smithto03,Arizona State,,,,,,,
2003,54,POR,Nedžad Sinanović,sinanne01,,,,,,,,
2003,55,MIN,Rick Rickert,rickeri01,Minnesota,,,,,,,
2003,56,BOS,Brandon Hunter,huntebr01,Ohio University,2,67,630,0.7,.055,-3.7,-0.3
2003,57,DAL,Xue Yuyang,yuyanxu01,,,,,,,,
2003,58,DET,Andreas Glyniadakis,glynian01,,1,13,81,-0.2,-.143,-14.0,-0.2
2004,1,ORL,Dwight Howard,howardw01,,18,1242,39457,141.7,.172,1.9,39.0
2004,2,CHA,Emeka Okafor,okafoem01,UConn,10,616,19055,45.3,.114,-0.6,6.8
2004,3,CHI,Ben Gordon,gordobe01,UConn,11,744,20366,33.3,.078,-0.3,8.7
2004,4,LAC,Shaun Livingston,livinsh01,,14,833,17188,29.9,.084,-1.0,4.3
2004,5,WAS,Devin Harris,harride01,Wisconsin,15,985,23963,54.9,.110,0.6,15.5
2004,6,ATL,Josh Childress,childjo01,Stanford,8,391,10432,25.7,.118,0.8,7.4
2004,7,PHO,Luol Deng,denglu01,Duke,15,902,30941,74.0,.115,0.9,22.9
2004,8,TOR,Rafael Araújo,araujra01,BYU,3,139,1585,-0.4,-.013,-7.2,-2.1
2004,9,PHI,Andre Iguodala,iguodan01,Arizona,19,1231,39507,100.4,.122,2.1,41.3
2004,10,CLE,Luke Jackson,jackslu02,Oregon,4,73,724,0.2,.010,-3.7,-0.3
2004,11,GSW,Andris Biedriņš,biedran01,,10,516,11146,30.7,.132,-0.4,4.6
2004,12,SEA,Robert Swift,swiftro01,,4,97,1500,1.7,.054,-3.8,-0.7
2004,13,POR,Sebastian Telfair,telfase01,,10,564,12149,5.0,.020,-3.4,-4.2
2004,14,UTA,Kris Humphries,humphkr01,Minnesota,13,800,14232,30.3,.102,-1.7,1.2
2004,15,BOS,Al Jefferson,jeffeal01,,14,915,26299,71.0,.130,1.2,21.3
2004,16,UTA,Kirk Snyder,snydeki01,Nevada,4,211,3540,4.5,.061,-1.2,0.7
2004,17,ATL,Josh Smith,smithjo03,,13,894,29000,51.0,.084,1.7,27.2
2004,18,NOH,J.R. Smith,smithjr01,,16,977,26275,46.3,.084,0.2,14.7
2004,19,MIA,Dorell Wright,wrighdo01,,11,549,12280,25.9,.101,0.9,9.1
2004,20,DEN,Jameer Nelson,nelsoja01,Saint Joseph's,14,878,24539,48.3,.094,-0.1,11.6
2004,21,UTA,Pavel Podkolzin,podkopa01,,2,6,28,-0.1,-.163,-15.0,-0.1
2004,22,NJN,Viktor Khryapa,khryavi01,,4,143,2351,2.0,.041,-3.5,-0.9
2004,23,POR,Sergei Monia,moniase01,,1,26,343,-0.2,-.025,-5.3,-0.3
2004,24,BOS,Delonte West,westde01,Saint Joseph's,8,432,11842,24.5,.099,0.9,8.7
2004,25,BOS,Tony Allen,allento01,Oklahoma State,14,820,18055,38.7,.103,0.3,10.4
2004,26,SAC,Kevin Martin,martike02,Western Carolina University,12,714,21559,61.3,.137,1.0,16.1
2004,27,LAL,Sasha Vujačić,vujacsa01,,10,581,8908,16.0,.086,-1.0,2.3
2004,28,SAS,Beno Udrih,udrihbe01,,13,831,18185,31.4,.083,-0.9,4.9
2004,29,IND,David Harrison,harrida01,Colorado,4,189,2686,3.2,.057,-4.4,-1.7
2004,30,ORL,Anderson Varejão,varejan01,,14,632,15087,46.4,.148,0.3,8.8
2004,31,CHI,Jackson Vroman,vromaja01,Iowa State,2,87,1111,0.0,.001,-5.1,-0.9
2004,32,WAS,Peter John Ramos,ramospe01,,1,6,20,0.0,-.108,-10.0,0.0
2004,33,LAC,Lionel Chalmers,chalmli01,Xavier,1,36,433,-0.2,-.025,-5.3,-0.4
2004,34,ATL,Donta Smith,smithdo04,Southeastern Illinois College,2,61,560,0.5,.043,-3.2,-0.2
2004,35,SEA,Andre Emmett,emmetan01,Texas Tech,2,14,73,0.1,.040,-5.5,-0.1
2004,36,ORL,Antonio Burks,burksan01,Memphis,2,81,789,0.1,.004,-5.0,-0.6
2004,37,ATL,Royal Ivey,iveyro01,Texas,10,492,6162,4.5,.035,-3.8,-2.7
2004,38,CHI,Chris Duhon,duhonch01,Duke,9,606,15526,25.0,.077,-1.2,3.2
2004,39,TOR,Albert Miralles,miralal01,,,,,,,,
2004,40,BOS,Justin Reed,reedju01,Ole Miss,3,136,1436,0.5,.016,-5.9,-1.4
2004,41,SEA,David Young,youngda02,NC Central,,,,,,,
2004,42,ATL,Viktor Sanikidze,sanikvi01,,,,,,,,
2004,43,NYK,Trevor Ariza,arizatr01,UCLA,18,1118,32953,64.3,.094,0.6,21.8
2004,44,NOH,Tim Pickett,picketi02,Florida State,,,,,,,
2004,45,CHA,Bernard Robinson,robinbe01,Michigan,3,128,1909,2.0,.049,-2.0,0.0
2004,46,POR,Ha Seung-Jin,seungha01,,2,46,316,-0.2,-.029,-8.8,-0.5
2004,47,MIA,Pape Sow,sowpa01,Cal State Fullerton,3,76,879,0.8,.044,-5.7,-0.8
2004,48,SAC,Ricky Minard,minarri01,Morehead State University,,,,,,,
2004,49,MEM,Sergei Lishouk,lishcse01,,,,,,,,
2004,50,DAL,Vassilis Spanoulis,spanova01,,1,31,272,-0.1,-.010,-5.9,-0.3
2004,51,NJN,Christian Drejer,drejech01,Florida,,,,,,,
2004,52,SAS,Romain Sato,satoro01,Xavier,,,,,,,
2004,53,MIA,Matt Freije,freijma01,Vanderbilt,2,42,588,-0.6,-.047,-6.0,-0.6
2004,54,DET,Rickey Paulding,pauldri01,Missouri,,,,,,,
2004,55,HOU,Luis Flores,florelu01,Manhattan University,1,16,77,0.0,-.020,-4.8,0.0
2004,56,LAL,Marcus Douthit,douthma01,Providence,,,,,,,
2004,57,SAS,Sergei Karaulov,karause01,,,,,,,,
2004,58,MIN,Blake Stepp,steppbl01,Gonzaga,,,,,,,
2004,59,IND,Rashad Wright,wrighra01,Georgia,,,,,,,
2005,1,MIL,Andrew Bogut,bogutan01,Utah,14,706,19862,50.6,.122,1.2,16.0
2005,2,ATL,Marvin Williams,willima02,UNC,15,1072,30159,65.1,.104,-0.4,12.3
2005,3,UTA,Deron Williams,willide01,Illinois,12,845,28865,77.3,.129,1.9,28.3
2005,4,NOH,Chris Paul,paulch01,Wake Forest,21,1370,45836,215.2,.225,6.5,98.8
2005,5,CHA,Raymond Felton,feltora01,UNC,14,971,28829,40.2,.067,-0.6,10.1
2005,6,POR,Martell Webster,webstma02,,10,580,13914,24.7,.085,-0.8,4.3
2005,7,TOR,Charlie Villanueva,villach01,UConn,11,656,13578,22.6,.080,-0.6,4.7
2005,8,NYK,Channing Frye,fryech01,Arizona,13,890,19772,38.9,.094,-0.4,8.0
2005,9,GSW,Ike Diogu,dioguik01,Arizona State,6,225,2795,6.5,.112,-3.0,-0.7
2005,10,LAL,Andrew Bynum,bynuman01,,8,418,10690,37.4,.168,1.4,9.1
2005,11,ORL,Fran Vázquez,vazqufr01,,,,,,,,
2005,12,LAC,Yaroslav Korolev,korolya01,,2,34,168,-0.1,-.024,-5.2,-0.1
2005,13,CHA,Sean May,mayse01,UNC,4,119,1868,2.6,.068,-1.7,0.2
2005,14,MIN,Rashad McCants,mccanra01,UNC,4,249,5037,3.6,.035,-1.7,0.4
2005,15,NJN,Antoine Wright,wrighan01,Texas A&M,6,297,5714,3.1,.026,-3.7,-2.4
2005,16,TOR,Joey Graham,grahajo01,Oklahoma State,6,377,6117,7.8,.061,-3.6,-2.4
2005,17,IND,Danny Granger,grangda01,New Mexico,10,586,18487,48.5,.126,1.8,17.7
2005,18,BOS,Gerald Green,greenge01,,12,658,13026,18.4,.068,-1.3,2.4
2005,19,MEM,Hakim Warrick,warriha01,Syracuse,8,526,10624,20.4,.092,-1.9,0.4
2005,20,DEN,Julius Hodge,hodgeju01,NC State,2,23,98,0.0,.003,-3.7,0.0
2005,21,PHO,Nate Robinson,robinna01,Washington,11,618,13878,27.8,.096,0.5,8.6
2005,22,DEN,Jarrett Jack,jackja01,Georgia Tech,13,867,24140,36.8,.073,-0.9,6.5
2005,23,SAC,Francisco García,garcifr01,Louisville,10,549,11853,18.2,.074,-0.1,5.7
2005,24,HOU,Luther Head,headlu01,Illinois,6,348,7797,14.7,.090,0.1,4.2
2005,25,SEA,Johan Petro,petrojo01,,8,473,7262,5.5,.037,-4.6,-4.6
2005,26,DET,Jason Maxiell,maxieja01,Cincinnati,10,618,11379,20.3,.086,-2.5,-1.4
2005,27,POR,Linas Kleiza,kleizli01,Missouri,7,409,8185,13.6,.080,-2.3,-0.7
2005,28,SAS,Ian Mahinmi,mahinia01,,12,618,10353,26.1,.121,-2.0,0.1
2005,29,MIA,Wayne Simien,simiewa01,Kansas,2,51,507,0.9,.083,-4.4,-0.3
2005,30,NYK,David Lee,leeda02,Florida,12,829,24293,76.0,.150,1.1,19.2
2005,31,ATL,Salim Stoudamire,stoudsa01,Arizona,3,157,2672,2.2,.040,-2.9,-0.6
2005,32,LAC,Daniel Ewing,ewingda01,Duke,2,127,1683,0.8,.024,-3.0,-0.4
2005,33,NOH,Brandon Bass,bassbr01,LSU,12,758,16410,42.8,.125,-0.8,5.1
2005,34,UTA,C.J. Miles,milescj01,,16,849,17284,30.1,.084,-0.4,6.9
2005,35,POR,Ricky Sánchez,sanchri01,,,,,,,,
2005,36,MIL,Ersan İlyasova,ilyaser01,,13,825,18957,48.8,.124,-0.1,9.0
2005,37,LAL,Ronny Turiaf,turiaro01,Gonzaga,10,473,8020,19.2,.115,0.3,4.7
2005,38,ORL,Travis Diener,dienetr01,Marquette,5,179,2660,5.6,.102,-0.4,1.1
2005,39,LAL,Von Wafer,wafervo01,Florida State,6,200,2475,3.3,.064,-1.8,0.1
2005,40,GSW,Monta Ellis,ellismo01,,12,833,29011,41.9,.069,-0.3,12.4
2005,41,TOR,Roko Ukić,ukicro01,,2,85,987,-0.2,-.007,-4.3,-0.6
2005,42,GSW,Chris Taft,taftch01,Pitt,1,17,144,0.5,.155,-0.7,0.0
2005,43,NJN,Mile Ilić,ilicmi01,,1,5,6,-0.2,-1.264,-52.0,-0.1
2005,44,ORL,Martynas Andriuškevičius,andrima01,,1,6,9,0.0,.155,5.2,0.0
2005,45,PHI,Lou Williams,willilo02,,17,1123,27104,65.7,.116,1.4,23.2
2005,46,IND,Erazem Lorbek,lorbeer01,,,,,,,,
2005,47,MIN,Bracey Wright,wrighbr02,Indiana,2,26,325,0.5,.068,-1.6,0.0
2005,48,SEA,Mickaël Gelabale,gelabmi01,,3,145,2348,3.0,.062,-2.1,0.0
2005,49,WAS,Andray Blatche,blatcan01,,9,564,12462,19.2,.074,-0.8,3.8
2005,50,BOS,Ryan Gomes,gomesry01,Providence,8,487,13463,19.4,.069,-1.6,1.4
2005,51,UTA,Robert Whaley,whalero01,Walsh University,1,23,212,0.0,.004,-5.1,-0.2
2005,52,DEN,Axel Hervelle,herveax01,,,,,,,,
2005,53,BOS,Orien Greene,greenor01,Louisiana,4,131,1555,-0.7,-.022,-4.6,-1.0
2005,54,NYK,Dijon Thompson,thompdi01,UCLA,2,16,93,0.2,.102,-0.5,0.0
2005,55,SEA,Lawrence Roberts,roberla01,Mississippi State,2,87,1150,2.5,.106,-1.9,0.0
2005,56,DET,Amir Johnson,johnsam01,,14,870,18323,55.3,.145,0.3,10.6
2005,57,PHO,Marcin Gortat,gortama01,,12,806,20691,61.3,.142,0.4,12.7
2005,58,TOR,Uroš Slokar,slokaur01,,1,20,72,0.1,.042,-5.6,-0.1
2005,59,ATL,Cenk Akyol,akyolce01,,,,,,,,
2005,60,DET,Alex Acker,ackeral01,Pepperdine,2,30,234,-0.2,-.043,-5.3,-0.2
2006,1,TOR,Andrea Bargnani,bargnan01,,10,550,15806,18.9,.057,-1.6,1.5
2006,2,CHI,LaMarcus Aldridge,aldrila01,Texas,16,1076,36242,115.6,.153,1.7,33.4
2006,3,CHA,Adam Morrison,morriad01,Gonzaga,3,161,3278,-1.4,-.021,-5.0,-2.4
2006,4,POR,Tyrus Thomas,thomaty01,LSU,8,402,7932,13.0,.078,-1.2,1.7
2006,5,ATL,Shelden Williams,willish02,Duke,6,361,5586,9.9,.085,-3.0,-1.5
2006,6,MIN,Brandon Roy,roybr01,Washington,6,326,11561,37.4,.155,3.6,16.3
2006,7,BOS,Randy Foye,foyera01,Villanova,11,752,19279,23.5,.058,-1.2,3.8
2006,8,HOU,Rudy Gay,gayru01,UConn,17,1120,34561,61.0,.085,0.6,22.4
2006,9,GSW,Patrick O'Bryant,obryapa01,Bradley,4,90,524,0.5,.046,-4.6,-0.3
2006,10,SEA,Mouhamed Sene,senesa01,,3,47,260,0.3,.052,-5.1,-0.2
2006,11,ORL,JJ Redick,redicjj01,Duke,15,940,23964,63.7,.128,0.6,16.0
2006,12,NOK,Hilton Armstrong,armsthi01,UConn,6,292,3378,3.9,.055,-4.1,-1.8
2006,13,PHI,Thabo Sefolosha,sefolth01,,14,869,19062,39.3,.099,0.6,12.4
2006,14,UTA,Ronnie Brewer,brewero02,Arkansas,8,502,11539,30.4,.127,1.6,10.6
2006,15,NOK,Cedric Simmons,simmoce01,NC State,3,75,705,0.1,.005,-5.0,-0.5
2006,16,CHI,Rodney Carney,carnero01,Memphis,5,299,4600,6.2,.064,-1.6,0.5
2006,17,IND,Shawne Williams,willish03,Memphis,7,314,5368,6.7,.060,-2.2,-0.3
2006,18,WAS,Oleksiy Pecherov,pecheol01,,3,111,1044,0.5,.025,-4.8,-0.7
2006,19,SAC,Quincy Douby,doubyqu01,Rutgers University,3,143,1535,0.0,.000,-3.5,-0.6
2006,20,NYK,Renaldo Balkman,balkmre01,South Carolina,6,221,3064,7.2,.113,0.1,1.6
2006,21,PHO,Rajon Rondo,rondora01,Kentucky,16,957,28571,61.8,.104,1.2,23.2
2006,22,NJN,Marcus Williams,willima03,UConn,4,203,3095,0.0,-.001,-3.3,-1.0
2006,23,NJN,Josh Boone,boonejo01,UConn,4,256,4482,9.1,.097,-2.0,0.0
2006,24,MEM,Kyle Lowry,lowryky01,Villanova,20,1187,36798,112.4,.147,2.6,43.1
2006,25,CLE,Shannon Brown,brownsh01,Michigan State,9,408,7329,9.2,.060,-1.5,1.0
2006,26,LAL,Jordan Farmar,farmajo01,UCLA,10,504,9840,13.9,.068,-0.5,3.7
2006,27,PHO,Sergio Rodríguez,rodrise01,,5,353,5281,4.3,.039,-2.0,0.1
2006,28,DAL,Maurice Ager,agerma01,Michigan State,4,82,505,-0.9,-.089,-9.4,-0.9
2006,29,NYK,Mardy Collins,collima01,Temple,4,189,2771,-1.6,-.027,-4.4,-1.7
2006,30,POR,Joel Freeland,freeljo01,,3,151,1821,3.2,.084,-3.3,-0.6
2006,31,POR,James White,whiteja02,Cincinnati,3,67,583,0.8,.062,-3.2,-0.2
2006,32,HOU,Steve Novak,novakst01,Marquette,11,467,5657,14.5,.123,0.8,4.0
2006,33,ATL,Solomon Jones,jonesso01,South Florida,8,281,3092,5.0,.078,-4.0,-1.6
2006,34,LAC,Paul Davis,davispa01,Michigan State,4,82,702,0.5,.035,-4.2,-0.4
2006,35,TOR,P.J. Tucker,tuckepj01,Texas,14,886,24993,43.3,.083,-1.0,6.4
2006,36,MIN,Craig Smith,smithcr01,Boston College,6,403,6826,16.0,.113,-1.2,1.4
2006,37,MIN,Bobby Jones,jonesbo02,Washington,2,91,867,1.1,.060,-4.1,-0.5
2006,38,GSW,Kosta Perović,perovko01,,1,7,38,0.0,.060,-5.9,0.0
2006,39,MIL,David Noel,noelda01,UNC,1,68,792,0.4,.024,-3.1,-0.2
2006,40,SEA,Denham Brown,brownde05,UConn,,,,,,,
2006,41,ORL,James Augustine,augusja01,Illinois,2,27,156,0.3,.101,-2.7,0.0
2006,42,CLE,Daniel Gibson,gibsoda01,Texas,7,397,9316,16.0,.082,-1.0,2.4
2006,43,NOK,Marcus Vinicius,vincima01,,2,26,172,0.2,.056,-3.0,0.0
2006,44,ORL,Lior Eliyahu,eliyali01,,,,,,,,
2006,45,IND,Alexander Johnson,johnsal01,Florida State,2,102,1302,1.5,.056,-4.6,-0.9
2006,46,UTA,Dee Brown,brownde03,Illinois,2,68,711,0.1,.008,-3.0,-0.2
2006,47,UTA,Paul Millsap,millspa01,Louisiana Tech,16,1085,30498,95.4,.150,1.9,29.9
2006,48,WAS,Vladimir Veremeenko,veremvl01,,,,,,,,
2006,49,DEN,Leon Powe,powele01,California,5,239,3320,12.0,.174,-1.6,0.3
2006,50,CHA,Ryan Hollins,holliry01,UCLA,10,518,6134,10.4,.081,-4.1,-3.2
2006,51,LAL,Cheikh Samb,sambch01,,2,22,114,-0.1,-.056,-9.1,-0.2
