year,pick,team,player,slug,college,yrs,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp
2006,52,LAC,Guillermo Díaz,diazgu01,Miami (FL),1,6,18,0.0,.033,-2.9,0.0
2006,53,SEA,Yotam Halperin,halpeyo01,,,,,,,,
2006,54,NJN,Hassan Adams,adamsha01,Arizona,2,73,547,0.8,.072,-2.3,0.0
2006,55,CLE,Ejike Ugboaja,ugboaej01,,,,,,,,
2006,56,TOR,Edin Bavčić,bavcied01,,,,,,,,
2006,57,MIN,Loukas Mavrokefalidis,mavrolo01,,,,,,,,
2006,58,DAL,J.R. Pinnock,pinnojr01,George Washington,,,,,,,
2006,59,SAS,Damir Markota,markoda01,,1,30,170,-0.2,-.070,-8.5,-0.3
2006,60,DET,Will Blalock,blalowi01,Iowa State,1,14,166,-0.1,-.032,-5.8,-0.2
2007,1,POR,Greg Oden,odengr01,Ohio State,3,105,2028,7.3,.174,-0.4,0.8
2007,2,SEA,Kevin Durant,duranke01,Texas,18,1201,44077,186.1,.203,6.3,92.2
2007,3,ATL,Al Horford,horfoal01,Florida,19,1183,36887,119.4,.155,2.8,45.1
2007,4,MEM,Mike Conley,conlemi01,Ohio State,19,1226,37588,107.6,.137,2.3,40.9
2007,5,BOS,Jeff Green,greenje02,Georgetown,18,1247,33432,56.1,.080,-1.5,4.5
2007,6,MIL,Yi Jianlian,jianlyi01,,5,272,6038,3.1,.025,-4.3,-3.5
2007,7,MIN,Corey Brewer,breweco01,Florida,13,819,18771,22.5,.058,-1.6,2.0
2007,8,CHA,Brandan Wright,wrighbr03,UNC,10,428,6949,26.2,.181,2.3,7.5
2007,9,CHI,Joakim Noah,noahjo01,Florida,13,672,18646,61.9,.159,2.5,20.9
2007,10,SAC,Spencer Hawes,hawessp01,Washington,10,684,15541,22.6,.070,-1.1,3.4
2007,11,ATL,Acie Law,lawac01,Texas A&M,4,188,2385,1.6,.032,-3.9,-1.1
2007,12,PHI,Thaddeus Young,youngth01,Georgia Tech,17,1172,33012,71.9,.105,0.5,20.7
2007,13,NOK,Julian Wright,wrighju01,Kansas,4,231,3049,3.9,.061,-0.5,1.2
2007,14,LAC,Al Thornton,thornal01,Florida State,4,296,8274,6.1,.035,-3.5,-3.2
2007,15,DET,Rodney Stuckey,stuckro01,Eastern Washington,10,651,17890,28.7,.077,-0.9,4.9
2007,16,WAS,Nick Young,youngni01,USC,12,720,16419,18.6,.054,-2.2,-0.8
2007,17,NJN,Sean Williams,willise01,Boston College,4,137,1978,3.0,.073,-3.1,-0.6
2007,18,GSW,Marco Belinelli,belinma01,,13,860,19548,30.5,.075,-1.3,3.3
2007,19,LAL,Javaris Crittenton,crittja01,Georgia Tech,2,113,1853,0.1,.002,-4.2,-1.0
2007,20,MIA,Jason Smith,smithja02,Colorado State,11,616,10029,14.1,.067,-2.9,-2.4
2007,21,PHI,Daequan Cook,cookda02,Ohio State,6,328,5993,4.9,.039,-2.7,-1.1
2007,22,CHA,Jared Dudley,dudleja01,Boston College,14,904,20117,43.0,.103,0.2,11.0
2007,23,NYK,Wilson Chandler,chandwi01,DePaul,12,676,20287,29.0,.069,-1.3,3.5
2007,24,PHO,Rudy Fernández,fernaru01,,4,249,5965,14.2,.114,1.7,5.6
2007,25,UTA,Morris Almond,almonmo01,Rice University,3,38,361,0.0,.005,-6.1,-0.4
2007,26,HOU,Aaron Brooks,brookaa01,Oregon,10,645,13439,19.2,.069,-1.2,2.7
2007,27,DET,Arron Afflalo,afflaar01,UCLA,11,762,20829,33.5,.077,-1.5,2.4
2007,28,SAS,Tiago Splitter,splitti01,,7,355,6812,25.3,.178,1.1,5.4
2007,29,PHO,Alando Tucker,tuckeal02,Wisconsin,3,51,426,0.4,.045,-4.5,-0.3
2007,30,PHI,Petteri Koponen,koponpe01,,,,,,,,
2007,31,SEA,Carl Landry,landrca01,Purdue,9,513,11524,35.9,.149,-0.3,5.0
2007,32,BOS,Gabe Pruitt,pruitga01,USC,2,62,461,0.4,.043,-2.8,-0.1
2007,33,SAS,Marcus Williams,willima04,Arizona,2,13,39,-0.1,-.084,-5.4,0.0
2007,34,DAL,Nick Fazekas,fazekni01,Nevada,1,26,269,0.8,.148,0.5,0.2
2007,35,SEA,Glen Davis,davisgl01,LSU,8,514,10865,18.6,.082,-2.6,-1.7
2007,36,GSW,Jermareo Davidson,davidje01,Alabama,2,52,433,0.0,.000,-5.2,-0.3
2007,37,POR,Josh McRoberts,mcrobjo01,Duke,11,433,8271,18.5,.107,0.3,4.7
2007,38,PHI,Kyrylo Fesenko,fesenky01,,5,135,1107,0.9,.038,-5.7,-1.1
2007,39,MIA,Stanko Barać,baracst01,,,,,,,,
2007,40,LAL,Sun Yue,yuesu01,,1,10,28,-0.1,-.226,-19.4,-0.1
2007,41,MIN,Chris Richard,richach01,Florida,2,70,780,0.7,.045,-5.7,-0.7
2007,42,POR,Derrick Byars,byarsde01,Vanderbilt,1,2,37,0.1,.147,-4.7,0.0
2007,43,NOK,Adam Haluska,halusad02,Iowa,,,,,,,
2007,44,ORL,Reyshawn Terry,terryre01,UNC,,,,,,,
2007,45,LAC,Jared Jordan,jordaja01,Marist College,,,,,,,
2007,46,GSW,Stéphane Lasme,lasmest01,UMass,1,16,303,0.3,.041,-4.4,-0.2
2007,47,WAS,Dominic McGuire,mcguido01,Fresno State,6,342,5348,4.1,.037,-2.1,-0.1
2007,48,LAL,Marc Gasol,gasolma01,,13,891,28719,85.3,.143,3.1,36.5
2007,49,CHI,Aaron Gray,grayaa01,Pitt,7,318,3851,6.2,.077,-3.6,-1.5
2007,50,DAL,Renaldas Seibutis,seibure01,,,,,,,,
2007,51,CHI,JamesOn Curry,curryja01,Oklahoma State,1,1,0,0.0,,,0.0
2007,52,POR,Taurean Green,greenta01,Florida,1,17,74,-0.1,-.066,-7.5,-0.1
2007,53,POR,Demetris Nichols,nichode01,Syracuse,2,18,58,-0.2,-.203,-10.3,-0.1
2007,54,HOU,Brad Newley,newlebr01,,,,,,,,
2007,55,UTA,Herbert Hill,hillhe02,Providence,,,,,,,
2007,56,MIL,Ramon Sessions,sessira01,Nevada,11,691,16119,28.8,.086,-0.7,5.2
2007,57,DET,Sammy Mejia,mejiasa01,DePaul,,,,,,,
2007,58,SAS,Georgios Printezis,printgi01,,,,,,,,
2007,59,PHO,D.J. Strawberry,strawdj01,Maryland,1,33,270,-0.2,-.031,-5.6,-0.2
2007,60,DAL,Milovan Raković,rakovmi01,,,,,,,,
2008,1,CHI,Derrick Rose,rosede01,Memphis,15,723,22054,44.6,.097,1.2,18.2
2008,2,MIA,Michael Beasley,beaslmi01,Kansas State,11,609,13903,15.6,.054,-1.7,0.9
2008,3,MIN,O.J. Mayo,mayooj01,USC,8,547,16919,21.8,.062,-0.9,4.7
2008,4,SEA,Russell Westbrook,westbru01,UCLA,18,1301,43026,112.9,.126,3.5,59.1
2008,5,MEM,Kevin Love,loveke01,UCLA,18,989,28118,96.0,.164,3.2,36.7
2008,6,NYK,Danilo Gallinari,gallida01,,14,777,22410,65.4,.140,1.7,20.8
2008,7,LAC,Eric Gordon,gordoer01,Indiana,18,931,28958,42.1,.070,-0.8,9.1
2008,8,MIL,Joe Alexander,alexajo01,West Virginia,2,67,745,0.5,.030,-3.6,-0.3
2008,9,CHA,D.J. Augustin,augusdj01,Texas,14,976,22851,47.7,.100,-0.7,7.6
2008,10,NJN,Brook Lopez,lopezbr01,Stanford,18,1180,35157,94.2,.129,1.2,28.3
2008,11,IND,Jerryd Bayless,bayleje01,Arizona,11,586,12486,18.6,.072,-1.6,1.1
2008,12,SAC,Jason Thompson,thompja02,Rider University,8,588,14819,23.8,.077,-2.6,-2.4
2008,13,POR,Brandon Rush,rushbr01,Kansas,9,481,10564,11.2,.051,-1.4,1.6
2008,14,GSW,Anthony Randolph,randoan01,LSU,6,252,3841,5.8,.072,-1.6,0.4
2008,15,PHO,Robin Lopez,lopezro01,Stanford,16,992,20937,49.6,.114,-1.1,4.6
2008,16,PHI,Marreese Speights,speigma01,Florida,10,705,10640,25.8,.116,-2.2,-0.6
2008,17,TOR,Roy Hibbert,hibbero01,Georgetown,9,662,16389,35.9,.105,-1.1,3.5
2008,18,WAS,JaVale McGee,mcgeeja01,Nevada,16,909,14676,43.7,.143,0.0,7.3
2008,19,CLE,J.J. Hickson,hicksjj01,NC State,8,534,11925,21.9,.088,-1.8,0.5
2008,20,CHA,Alexis Ajinça,ajincal01,,7,293,3905,7.5,.093,-2.8,-0.8
2008,21,NJN,Ryan Anderson,anderry01,California,12,649,16769,46.7,.134,1.0,12.8
2008,22,ORL,Courtney Lee,leeco01,Western Kentucky,12,811,21938,39.3,.086,-0.6,7.9
2008,23,UTA,Kosta Koufos,koufoko01,Ohio State,11,686,11271,28.3,.120,-1.3,2.0
2008,24,SEA,Serge Ibaka,ibakase01,,14,919,25127,73.0,.139,0.5,15.7
2008,25,HOU,Nicolas Batum,batumni01,,18,1205,33931,75.6,.107,1.4,29.0
2008,26,SAS,George Hill,hillge01,IUPUI,15,915,24501,71.0,.139,1.1,19.4
2008,27,NOH,Darrell Arthur,arthuda01,Kansas,9,503,8945,12.3,.066,-2.2,-0.4
2008,28,MEM,Donté Greene,greendo01,Syracuse,4,253,4259,1.5,.017,-2.8,-0.9
2008,29,DET,D.J. White,whitedj01,Indiana,6,138,2111,3.8,.087,-2.1,0.0
2008,30,BOS,J.R. Giddens,giddejr01,New Mexico,2,38,247,0.1,.027,-4.3,-0.1
2008,31,MIN,Nikola Peković,pekovni01,,6,271,6744,18.8,.134,-0.7,2.2
2008,32,SEA,Walter Sharpe,sharpwa01,UAB,1,8,20,-0.1,-.131,-10.1,0.0
2008,33,POR,Joey Dorsey,dorsejo01,Memphis,4,130,1488,2.9,.092,-2.7,-0.3
2008,34,MIN,Mario Chalmers,chalmma01,Kansas,9,646,17245,32.3,.090,-0.6,5.9
2008,35,LAC,DeAndre Jordan,jordade01,Texas A&M,18,1123,28066,99.4,.170,1.1,22.2
2008,36,POR,Ömer Aşık,asikom01,,8,471,9216,20.9,.109,-1.9,0.1
2008,37,MIL,Luc Mbah a Moute,mbahalu01,UCLA,12,689,16038,26.0,.078,-1.5,2.0
2008,38,CHA,Kyle Weaver,weaveky01,Washington State,3,73,1379,1.5,.051,-1.1,0.3
2008,39,CHI,Sonny Weems,weemsso01,Arkansas,4,183,3335,0.0,.001,-4.2,-1.8
2008,40,NJN,Chris Douglas-Roberts,douglch01,Memphis,6,222,4381,5.4,.059,-2.2,-0.2
2008,41,IND,Nathan Jawai,jawaina01,,2,45,431,0.2,.020,-4.4,-0.3
2008,42,SAC,Sean Singletary,singlse01,Virginia,1,37,303,0.0,.006,-5.1,-0.2
2008,43,SAC,Patrick Ewing,ewingpa02,Georgetown,1,7,19,-0.1,-.158,-9.1,0.0
2008,44,UTA,Ante Tomić,tomican01,,,,,,,,
2008,45,SAS,Goran Dragić,dragigo01,,15,946,25603,56.7,.106,0.5,15.9
2008,46,SEA,Trent Plaisted,plaistr01,BYU,,,,,,,
2008,47,WAS,Henry Walker,walkebi01,Kansas State,5,181,3016,5.0,.079,-1.8,0.2
2008,48,PHO,Malik Hairston,hairsma01,Oregon,2,62,472,0.8,.086,-2.0,0.0
2008,49,GSW,Richard Hendrix,hendrri02,Alabama,,,,,,,
2008,50,SEA,DeVon Hardin,hardide01,California,,,,,,,
2008,51,DAL,Shan Foster,fostesh01,Vanderbilt,,,,,,,
2008,52,MIA,Darnell Jackson,jacksda01,Kansas,3,138,1039,1.3,.059,-5.2,-0.8
2008,53,UTA,Tadija Dragićević,dragita01,,,,,,,,
2008,54,HOU,Maarty Leunen,leunema01,Oregon,,,,,,,
2008,55,POR,Mike Taylor,taylomi01,Iowa State,1,51,771,-0.4,-.028,-5.2,-0.6
2008,56,SEA,Sasha Kaun,kaunsa01,Kansas,1,25,95,0.2,.096,-2.8,0.0
2008,57,SAS,James Gist,gistja01,Maryland,,,,,,,
2008,58,LAL,Joe Crawford,crawfjo01,Kentucky,1,2,23,0.0,.037,-2.7,0.0
2008,59,DET,Deron Washington,washide02,Virginia Tech,,,,,,,
2008,60,BOS,Semih Erden,erdense01,,2,69,928,1.8,.094,-3.6,-0.4
2009,1,LAC,Blake Griffin,griffbl01,Oklahoma,13,765,24384,81.1,.160,3.3,32.8
2009,2,MEM,Hasheem Thabeet,thabeha01,UConn,5,224,2357,4.8,.099,-2.7,-0.4
2009,3,OKC,James Harden,hardeja01,Arizona State,17,1221,42450,182.4,.206,6.2,87.9
2009,4,SAC,Tyreke Evans,evansty01,Memphis,10,594,18242,28.4,.075,0.8,13.1
2009,5,MIN,Ricky Rubio,rubiori01,,12,698,20694,42.3,.098,0.5,13.3
2009,6,MIN,Jonny Flynn,flynnjo01,Syracuse,3,163,3738,-1.1,-.015,-4.0,-1.9
2009,7,GSW,Stephen Curry,curryst01,Davidson,17,1069,36304,147.1,.195,6.4,77.2
2009,8,NYK,Jordan Hill,hilljo01,Arizona,8,409,7692,16.4,.102,-2.0,0.0
2009,9,TOR,DeMar DeRozan,derozde01,USC,17,1264,43634,114.1,.126,0.8,30.6
2009,10,MIL,Brandon Jennings,jennibr01,,9,555,16844,29.9,.085,0.8,11.8
2009,11,NJN,Terrence Williams,willite01,Louisville,4,153,2922,-0.2,-.004,-2.8,-0.6
2009,12,CHA,Gerald Henderson,hendege02,Duke,8,535,13854,18.3,.063,-1.8,0.6
2009,13,IND,Tyler Hansbrough,hansbty01,UNC,7,428,7233,20.2,.134,-2.0,0.0
2009,14,PHO,Earl Clark,clarkea01,Louisville,6,261,3630,2.9,.038,-2.8,-0.8
2009,15,DET,Austin Daye,dayeau01,Gonzaga,6,293,4132,4.5,.053,-2.0,0.0
2009,16,CHI,James Johnson,johnsja01,Wake Forest,16,786,15561,27.4,.084,0.4,9.3
2009,17,PHI,Jrue Holiday,holidjr01,UCLA,17,1090,35720,78.1,.105,1.6,32.7
2009,18,MIN,Ty Lawson,lawsoty01,UNC,8,551,16088,42.1,.126,1.4,13.6
2009,19,ATL,Jeff Teague,teaguje01,Wake Forest,12,826,22164,52.4,.113,0.6,14.3
2009,20,UTA,Eric Maynor,maynoer01,VCU,5,267,3896,3.3,.041,-2.9,-0.8
2009,21,NOH,Darren Collison,collida01,UCLA,11,711,20833,49.9,.115,0.5,13.4
2009,22,POR,Victor Claver,clavevi01,,3,80,1072,0.2,.011,-3.6,-0.4
2009,23,SAC,Omri Casspi,casspom01,,10,588,11959,19.6,.078,-0.8,3.5
2009,24,DAL,Byron Mullens,mulleby01,Ohio State,5,189,3446,0.6,.008,-4.0,-1.8
2009,25,OKC,Rodrigue Beaubois,beaubro01,,4,182,2896,4.8,.079,-0.1,1.4
2009,26,CHI,Taj Gibson,gibsota01,USC,17,1012,23166,60.5,.125,-0.9,6.5
2009,27,MEM,DeMarre Carroll,carrode01,Missouri,11,578,13675,29.5,.104,0.0,6.7
2009,28,MIN,Wayne Ellington,ellinwa01,UNC,13,770,16100,21.1,.063,-1.5,2.2
2009,29,LAL,Toney Douglas,douglto01,Florida State,8,394,7511,12.1,.077,-0.8,2.2
2009,30,CLE,Christian Eyenga,eyengch01,,2,51,1049,-0.4,-.020,-4.2,-0.6
2009,31,SAC,Jeff Ayres,pendeje02,Arizona State,6,237,2322,6.3,.131,-2.3,-0.2
2009,32,WAS,Jermaine Taylor,tayloje02,Central Florida,2,65,786,0.2,.014,-3.7,-0.3
2009,33,POR,Dante Cunningham,cunnida01,Villanova,10,715,14875,24.9,.080,-1.7,1.1
2009,34,DEN,Sergio Llull,llullse01,,,,,,,,
2009,35,DET,DaJuan Summers,summeda01,Georgetown,4,83,820,-0.1,-.008,-5.8,-0.8
2009,36,MEM,Sam Young,youngsa01,Pitt,4,249,3966,5.2,.063,-2.1,-0.1
2009,37,SAS,DeJuan Blair,blairde01,Pitt,7,424,7054,19.0,.129,-1.2,1.4
2009,38,POR,Jon Brockman,brockjo01,Washington,3,150,1570,3.7,.113,-3.9,-0.8
2009,39,DET,Jonas Jerebko,jerebjo01,,9,635,11323,25.8,.109,-1.0,2.9
2009,40,CHA,Derrick Brown,brownde04,Xavier,3,171,2554,4.5,.085,-1.3,0.4
2009,41,MIL,Jodie Meeks,meeksjo01,Kentucky,10,539,12110,24.3,.096,-0.6,4.2
2009,42,LAL,Patrick Beverley,beverpa01,Arkansas,12,666,17689,40.2,.109,0.7,12.1
2009,43,MIA,Marcus Thornton,thornma01,LSU,8,483,11299,20.0,.085,0.2,6.2
2009,44,DET,Chase Budinger,budinch01,Arizona,7,407,7998,13.9,.083,-0.5,2.9
2009,45,MIN,Nick Calathes,calatni01,Florida,2,129,2011,2.6,.063,-0.5,0.8
2009,46,CLE,Danny Green,greenda02,UNC,15,832,20899,49.3,.113,1.8,20.2
2009,47,MIN,Henk Norel,norelhe01,,,,,,,,
2009,48,PHO,Taylor Griffin,griffta01,Oklahoma,1,8,32,0.0,-.039,-8.1,-0.1
2009,49,ATL,Sergiy Gladyr,gladyse01,,,,,,,,
2009,50,UTA,Goran Suton,sutongo01,Michigan State,,,,,,,
2009,51,SAS,Jack McClinton,mcclija01,Miami (FL),,,,,,,
2009,52,IND,A.J. Price,priceaj01,UConn,6,261,3929,4.7,.058,-1.3,0.7
2009,53,SAS,Nando De Colo,decolna01,,2,119,1414,2.4,.081,-0.7,0.5
2009,54,CHA,Robert Vaden,vadenro01,UAB,,,,,,,
2009,55,POR,Patty Mills,millspa02,Saint Mary's,16,921,18316,35.9,.094,-0.2,8.5
2009,56,DAL,Ahmad Nivins,nivinah01,Saint Joseph's,,,,,,,
2009,57,PHO,Emir Preldžić,preldem01,,,,,,,,
2009,58,BOS,Lester Hudson,hudsole01,University of Tennessee at Martin,4,57,594,0.2,.016,-2.1,0.0
2009,59,LAL,Chinemelu Elonu,elonuch01,Texas A&M,,,,,,,
2009,60,MIA,Robert Dozier,doziero01,Memphis,,,,,,,
2010,1,WAS,John Wall,walljo01,Kentucky,11,647,22588,44.5,.094,2.2,24.1
2010,2,PHI,Evan Turner,turneev01,Ohio State,10,705,18938,20.2,.051,-1.9,0.5
2010,3,NJN,Derrick Favors,favorde01,Georgia Tech,12,790,19202,60.2,.150,0.9,14.0
2010,4,MIN,Wesley Johnson,johnswe01,Syracuse,9,609,13472,10.7,.038,-1.6,1.2
2010,5,SAC,DeMarcus Cousins,couside01,Kentucky,11,654,19508,46.8,.115,2.4,21.6
2010,6,GSW,Ekpe Udoh,udohek01,Baylor,7,384,5694,10.4,.088,-1.4,0.8
2010,7,DET,Greg Monroe,monrogr01,Georgetown,10,646,17670,50.4,.137,1.4,15.3
2010,8,LAC,Al-Farouq Aminu,aminual01,Wake Forest,11,711,17698,27.6,.075,-0.6,6.5
2010,9,UTA,Gordon Hayward,haywago01,Butler,14,835,25654,63.5,.119,1.6,23.0
2010,10,IND,Paul George,georgpa01,Fresno State,16,945,31651,92.0,.140,3.7,45.2
2010,11,NOH,Cole Aldrich,aldrico01,Kansas,8,339,3389,9.6,.135,0.1,1.8
2010,12,MEM,Xavier Henry,henryxa01,Kansas,5,185,2905,0.8,.013,-4.4,-1.7
2010,13,TOR,Ed Davis,davised01,UNC,12,722,13756,43.3,.151,-0.2,6.2
2010,14,HOU,Patrick Patterson,pattepa01,Kentucky,11,719,14923,31.9,.102,0.0,7.4
2010,15,MIL,Larry Sanders,sandela01,VCU,6,238,4635,10.3,.107,-1.1,1.1
2010,16,MIN,Luke Babbitt,babbilu01,Nevada,8,381,5332,7.2,.065,-2.1,-0.1
2010,17,CHI,Kevin Séraphin,serapke01,,7,423,6430,5.9,.044,-4.3,-3.6
2010,18,OKC,Eric Bledsoe,bledser01,Kentucky,12,756,21021,46.1,.105,1.6,18.8
2010,19,BOS,Avery Bradley,bradlav01,Texas,12,660,18151,17.2,.045,-2.4,-1.8
2010,20,SAS,James Anderson,anderja01,Oklahoma State,5,247,4320,3.3,.037,-2.7,-0.8
2010,21,OKC,Craig Brackins,brackcr01,Iowa State,2,17,121,-0.2,-.089,-9.9,-0.2
2010,22,POR,Elliot Williams,williel01,Memphis,4,109,1470,0.7,.024,-4.9,-1.1
2010,23,MIN,Trevor Booker,booketr01,Clemson,8,532,10872,26.2,.116,-0.5,4.2
2010,24,ATL,Damion James,jamesda01,Texas,4,39,623,0.0,-.001,-3.7,-0.3
2010,25,MEM,Dominique Jones,jonesdo02,South Florida,3,80,741,0.3,.017,-2.4,-0.1
2010,26,OKC,Quincy Pondexter,pondequ01,Washington,7,355,5530,9.7,.084,-1.8,0.3
2010,27,NJN,Jordan Crawford,crawfjo02,Xavier,6,281,6843,6.3,.044,-1.3,1.3
2010,28,MEM,Greivis Vásquez,vasqugr01,Maryland,7,401,9520,12.6,.064,-1.2,1.8
2010,29,ORL,Daniel Orton,ortonda01,Kentucky,3,51,542,1.0,.093,-3.5,-0.2
2010,30,WAS,Lazar Hayward,haywala01,Marquette,3,72,591,0.2,.020,-4.2,-0.3
2010,31,NJN,Tibor Pleiß,pleisti01,,1,12,82,-0.1,-.041,-11.6,-0.2
2010,32,MIA,Dexter Pittman,pittmde01,Texas,4,50,347,0.5,.068,-7.7,-0.5
2010,33,SAC,Hassan Whiteside,whiteha01,Marshall,10,511,12645,52.0,.197,2.5,14.5
2010,34,POR,Armon Johnson,johnsar02,Nevada,2,47,401,-0.1,-.015,-4.1,-0.2
2010,35,WAS,Nemanja Bjelica,bjeline01,,7,449,9173,20.0,.104,0.3,5.4
2010,36,DET,Terrico White,whitete01,Ole Miss,,,,,,,
2010,37,MIL,Darington Hobson,hobsoda01,New Mexico,1,5,39,-0.2,-.225,-13.0,-0.1
2010,38,NYK,Andy Rautins,rautian01,Syracuse,1,5,24,-0.2,-.314,-13.2,-0.1
2010,39,NYK,Landry Fields,fieldla01,Stanford,5,255,6010,10.5,.084,-0.3,2.6
2010,40,IND,Lance Stephenson,stephla01,Cincinnati,10,554,12680,17.5,.066,-1.3,2.3
2010,41,MIA,Jarvis Varnado,varnaja01,Mississippi State,2,37,397,0.7,.089,-3.3,-0.1
2010,42,MIA,Da'Sean Butler,butleda03,West Virginia,,,,,,,
2010,43,LAL,Devin Ebanks,ebankde01,West Virginia,3,63,711,0.5,.035,-4.8,-0.5
2010,44,MIL,Jerome Jordan,jordaje01,Tulsa,2,65,491,1.7,.168,-1.0,0.1
2010,45,MIN,Paulão Prestes,prestpa01,,,,,,,,
2010,46,PHO,Gani Lawal,lawalga01,Georgia Tech,1,1,2,0.0,-.009,-15.0,0.0
2010,47,MIL,Tiny Gallon,galloti01,Oklahoma,,,,,,,
2010,48,MIA,Latavious Williams,willila01,,,,,,,,
2010,49,SAS,Ryan Richards,richary01,,,,,,,,
2010,50,DAL,Solomon Alabi,alabiso01,Florida State,2,26,181,0.0,.010,-4.4,-0.1
2010,51,OKC,Magnum Rolle,rollema01,Louisiana Tech,,,,,,,
2010,52,BOS,Luke Harangody,haranlu01,Notre Dame,2,70,871,0.9,.048,-3.5,-0.3
2010,53,ATL,Pape Sy,sypa01,,1,3,21,0.0,-.047,-6.0,0.0
2010,54,LAC,Willie Warren,warrewi01,Oklahoma,1,19,134,0.2,.065,-2.7,0.0
2010,55,UTA,Jeremy Evans,evansje01,Western Kentucky,7,250,2626,8.2,.150,0.9,1.9
2010,56,MIN,Hamady N'Diaye,ndiayha01,Rutgers University,3,33,157,0.0,.013,-7.3,-0.2
2010,57,IND,Ryan Reid,reidry01,Florida State,1,5,17,0.1,.142,-2.0,0.0
2010,58,LAL,Derrick Caracter,caracde01,Texas-El Paso,1,41,215,0.3,.057,-7.1,-0.3
2010,59,ORL,Stanley Robinson,robinst01,UConn,,,,,,,
2010,60,PHO,Dwayne Collins,collidw01,Miami (FL),,,,,,,
2011,1,CLE,Kyrie Irving,irvinky01,Duke,14,779,26879,91.0,.163,4.5,43.7
2011,2,MIN,Derrick Williams,willide02,Arizona,7,428,8864,14.1,.076,-1.6,0.8
2011,3,UTA,Enes Freedom,kanteen01,,11,748,16101,52.8,.157,-0.1,7.6
2011,4,CLE,Tristan Thompson,thomptr01,Texas,13,819,20432,49.3,.116,-1.7,1.3
2011,5,TOR,Jonas Valančiūnas,valanjo01,,14,1002,24429,87.6,.172,0.9,18.2
2011,6,WAS,Jan Veselý,veselja01,,3,162,2455,4.0,.078,-2.6,-0.4
2011,7,SAC,Bismack Biyombo,biyombi01,,15,892,17053,33.3,.094,-2.6,-2.6
2011,8,DET,Brandon Knight,knighbr03,Kentucky,9,451,13202,11.6,.042,-1.6,1.4
2011,9,CHA,Kemba Walker,walkeke02,UConn,12,750,24810,59.8,.116,2.8,29.8
2011,10,MIL,Jimmer Fredette,fredeji01,BYU,6,241,3213,2.2,.033,-2.5,-0.4
2011,11,GSW,Klay Thompson,thompkl01,Washington State,13,934,29306,57.6,.094,0.4,17.6
2011,12,UTA,Alec Burks,burksal01,Colorado,14,791,17576,31.7,.087,-0.5,6.6
2011,13,PHO,Markieff Morris,morrima02,Kansas,14,791,18460,27.3,.071,-1.5,2.3
2011,14,HOU,Marcus Morris,morrima03,Kansas,13,832,22093,39.4,.086,-0.8,6.7
2011,15,IND,Kawhi Leonard,leonaka01,San Diego State,14,798,25368,111.9,.212,6.6,55.2
2011,16,PHI,Nikola Vučević,vucevni01,USC,15,1036,32321,84.3,.125,2.1,33.2
2011,17,NYK,Iman Shumpert,shumpim01,Georgia Tech,10,461,11470,12.9,.054,-1.7,0.9
2011,18,WAS,Chris Singleton,singlch01,Florida State,3,148,2605,2.3,.042,-3.2,-0.8
2011,19,CHA,Tobias Harris,harrito02,Tennessee,15,1033,32474,80.6,.119,1.0,24.3
2011,20,MIN,Donatas Motiejūnas,motiedo01,,6,251,4566,7.1,.075,-2.5,-0.5
2011,21,POR,Nolan Smith,smithno01,Duke,2,84,829,-0.8,-.047,-6.0,-0.8
2011,22,DEN,Kenneth Faried,farieke01,Morehead State University,8,478,11728,38.8,.159,0.5,7.5
2011,23,HOU,Nikola Mirotić,mirotni01,,5,319,7718,20.8,.129,1.6,7.1
2011,24,OKC,Reggie Jackson,jacksre01,Boston College,14,884,21859,36.3,.080,-0.6,7.5
2011,25,BOS,MarShon Brooks,brookma01,Providence,5,200,3456,3.3,.046,-1.6,0.4
2011,26,DAL,Jordan Hamilton,hamiljo02,Texas,5,151,2100,3.0,.069,-0.1,1.0
2011,27,NJN,JaJuan Johnson,johnsja02,Purdue,1,36,298,0.2,.032,-3.9,-0.1
2011,28,CHI,Norris Cole,coleno01,Cleveland State University,6,360,8018,3.0,.018,-4.1,-4.1
2011,29,SAS,Cory Joseph,josepco01,Texas,14,866,18296,32.1,.084,-1.1,4.0
2011,30,CHI,Jimmy Butler,butleji01,Marquette,15,907,29972,129.4,.207,5.0,52.8
2011,31,MIA,Bojan Bogdanović,bogdabo02,,10,719,20890,37.6,.086,-0.9,5.8
2011,32,CLE,Justin Harper,harpeju01,Richmond,3,22,150,-0.3,-.093,-8.7,-0.2
2011,33,DET,Kyle Singler,singlky01,Duke,6,356,7794,10.0,.062,-2.5,-0.9
2011,34,WAS,Shelvin Mack,macksh01,Butler,8,456,8392,10.3,.059,-1.9,0.1
2011,35,SAC,Tyler Honeycutt,honeyty01,UCLA,2,24,120,-0.1,-.049,-5.1,-0.1
2011,36,NJN,Jordan Williams,willijo03,Maryland,1,43,635,1.3,.101,-2.1,0.0
2011,37,LAC,Trey Thompkins,thomptr02,Georgia,1,24,119,0.0,.004,-5.7,-0.1
2011,38,HOU,Chandler Parsons,parsoch01,Florida,9,440,13246,28.9,.105,1.1,10.2
2011,39,CHA,Jeremy Tyler,tylerje01,,3,104,1034,0.3,.014,-7.0,-1.3
2011,40,MIL,Jon Leuer,leuerjo01,Wisconsin,8,377,5945,13.2,.107,-0.7,2.0
