source_dataset,draft_year,pick,player,norm_name,position,school,conference,age_at_draft,height_in,weight_lbs,games,mp,ts_pct,efg_pct,three_par,ftr,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,obpm,dbpm,bpm,ast_to_tov,pts_per40,reb_per40,ast_per40,stl_per40,blk_per40,tov_per40,ft_pct,three_pct,three_pa_per40,draft_score,nba_mpg,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,combine_height_no_shoes_in,combine_height_with_shoes_in,wingspan_in,standing_reach_in,max_vert_in,standing_vert_in,combine_weight_lbs,lane_agility_s,sprint_s,fte_projected_spm,fte_superstar_prob,fte_starter_prob,fte_role_player_prob,fte_bust_prob,outcome_mpg,outcome_tier,outcome_value
JasonG7234/NBA-Draft-Model model_db.csv,2010,40.0,Lance Stephenson,lance stephenson,SG,Cincinnati,Big East,19.82,76.5,227.0,34.0,960.0,0.493,0.462,0.198,0.323,7.3,14.0,10.6,19.1,1.9,0.7,16.0,26.2,,,,1.04,17.5,7.6,3.5,1.3,0.3,3.4,0.664,0.219,3.0,,22.9,508.0,11866.0,16.7,0.068,-0.8,3.6,76.5,77.75,82.5,103.0,33.0,27.0,227.0,11.39,3.38,-0.502307394,0.023822256,0.19131016,0.346298065,0.438569519,22.9,rotation,22.9
JasonG7234/NBA-Draft-Model model_db.csv,2010,41.0,Jarvis Varnado,jarvis varnado,PF,Mississippi State,SEC,22.33,80.25,210.0,36.0,1141.0,0.597,0.582,0.0,0.665,10.6,22.9,17.2,6.2,1.2,14.2,14.6,21.6,,,,0.45,17.4,12.9,1.1,0.8,6.0,2.5,0.61,,0.0,,10.7,37.0,397.0,0.7,0.089,-1.9,0.0,80.25,82.0,87.5,109.5,32.5,29.5,210.0,11.61,3.37,-1.059659795,0.0,0.054341316,0.416355437,0.529303247,10.7,bench,10.7
JasonG7234/NBA-Draft-Model model_db.csv,2010,42.0,DaSean Butler,dasean butler,SF,West Virginia,Big East,22.43,79.0,225.0,38.0,1360.0,0.541,0.483,0.394,0.423,5.0,15.4,10.0,19.2,1.7,1.3,10.1,25.0,,,,1.75,19.2,7.0,3.5,1.1,0.4,2.0,0.789,0.354,5.8,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,bust,0.0
JasonG7234/NBA-Draft-Model model_db.csv,2010,43.0,Devin Ebanks,devin ebanks,SF,West Virginia,Big East,20.67,79.0,208.0,34.0,1161.0,0.527,0.462,0.095,0.483,9.5,18.0,13.6,14.7,1.9,2.2,16.2,20.1,,,,1.11,14.1,9.5,2.9,1.2,0.8,2.6,0.77,0.1,1.0,,11.3,63.0,711.0,0.5,0.035,-4.7,-0.5,79.0,80.25,84.25,107.5,32.0,23.5,208.0,11.69,3.44,-0.404717776,0.008106143,0.218832158,0.412081393,0.360980306,11.3,bench,11.3
JasonG7234/NBA-Draft-Model model_db.csv,2010,44.0,Jerome Jordan,jerome jordan,C,Tulsa,CUSA,23.75,83.5,244.0,35.0,1043.0,0.595,0.549,0.0,0.746,9.6,24.0,17.2,9.8,0.9,7.5,14.8,26.0,,,,0.56,20.7,12.2,1.7,0.6,3.1,3.0,0.688,,0.0,,7.5,65.0,491.0,1.7,0.168,0.0,0.2,83.5,84.75,89.25,113.0,,,244.0,,,-1.501729544,0.0,0.019790108,0.245241844,0.734968049,7.5,bust,7.5
JasonG7234/NBA-Draft-Model model_db.csv,2010,46.0,Gani Lawal,gani lawal,PF,Georgia Tech,ACC,21.64,81.0,233.4,36.0,930.0,0.547,0.529,0.003,0.683,13.0,21.7,17.6,3.4,1.0,5.6,15.3,26.1,,,,0.19,20.3,13.1,0.6,0.7,2.1,3.4,0.572,0.0,0.0,,1.9,1.0,2.0,0.0,-0.009,-4.9,0.0,,,,,,,,,,-1.225735385,0.000571082,0.05009364,0.333573021,0.615762257,1.9,bust,1.9
JasonG7234/NBA-Draft-Model model_db.csv,2010,47.0,Tiny Gallon,tiny gallon,PF,Oklahoma,Big 12,19.45,80.5,302.0,30.0,720.0,0.584,0.556,0.076,0.399,13.1,25.2,19.1,7.5,1.7,3.3,20.9,23.7,,,,0.34,17.2,13.2,1.3,1.2,1.3,3.9,0.697,0.235,0.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,81.5,88.5,109.5,28.5,23.5,302.0,13.44,3.7,0.197575781,0.023218997,0.314775726,0.395866315,0.266138962,0.0,bust,0.0
JasonG7234/NBA-Draft-Model model_db.csv,2010,50.0,Solomon Alabi,solomon alabi,C,Florida State,ACC,22.28,83.5,237.0,32.0,820.0,0.596,0.534,0.0,0.546,11.6,15.7,13.8,4.4,1.4,10.4,16.3,22.8,,,,0.26,18.2,9.7,0.8,1.0,3.7,3.0,0.794,,0.0,,7.0,26.0,181.0,0.0,0.01,-5.4,-0.2,83.5,84.75,89.0,113.0,26.0,22.5,237.0,13.2,3.68,-1.147034834,0.0,0.05791079,0.383117623,0.558971587,7.0,bust,7.0
JasonG7234/NBA-Draft-Model model_db.csv,2010,51.0,Magnum Rolle,magnum rolle,SF,Louisiana Tech,WAC,24.35,82.0,220.0,34.0,1025.0,0.541,0.514,0.0,0.383,13.2,18.3,15.7,5.9,1.5,7.0,13.3,24.2,,,,0.42,18.4,11.2,1.1,1.0,2.8,2.6,0.66,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-1.320737624,0.0,0.02575748,0.333113006,0.641129514,0.0,bust,0.0
JasonG7234/NBA-Draft-Model model_db.csv,2010,52.0,Luke Harangody,luke harangody,PF,Notre Dame,Big East,22.49,79.0,240.2,30.0,989.0,0.552,0.506,0.16,0.351,8.3,24.2,16.4,11.8,0.9,2.1,8.4,34.6,,,,0.87,26.4,11.0,1.9,0.6,0.8,2.2,0.787,0.309,3.3,,12.4,70.0,871.0,0.9,0.048,-3.3,-0.3,,,,,,,,,,-1.228701512,0.004169845,0.035532349,0.354443459,0.605854347,12.4,bench,12.4
JasonG7234/NBA-Draft-Model model_db.csv,2010,54.0,Willie Warren,willie warren,SG,Oklahoma,Big 12,20.69,74.5,208.0,21.0,678.0,0.567,0.5,0.401,0.525,2.3,9.5,5.9,27.8,1.8,0.2,20.9,28.7,,,,1.07,20.2,4.1,5.1,1.2,0.1,4.7,0.795,0.309,5.7,,7.0,19.0,134.0,0.2,0.065,-4.5,-0.1,74.5,75.75,78.0,99.5,31.5,23.0,208.0,11.21,3.5,-0.919818531,0.004546872,0.091156827,0.396858123,0.507438179,7.0,bust,7.0
JasonG7234/NBA-Draft-Model model_db.csv,2010,56.0,Hamady Ndiaye,hamady ndiaye,C,Rutgers,Big East,23.47,84.0,240.0,32.0,907.0,0.594,0.579,0.0,0.609,9.4,17.4,13.5,3.3,0.8,14.5,15.6,16.6,,,,0.3,13.3,10.1,0.6,0.6,6.4,2.1,0.617,,0.0,,4.8,,,,,,,,,,,,,,,,,,,,,4.8,bust,4.8
JasonG7234/NBA-Draft-Model model_db.csv,2010,58.0,Derrick Caracter,derrick caracter,PF,UTEP,CUSA,22.16,80.25,280.0,27.0,720.0,0.598,0.575,0.057,0.456,12.0,21.7,17.1,9.0,2.1,3.6,19.5,27.4,,,,0.39,21.1,12.1,1.7,1.4,1.3,4.3,0.672,0.267,0.8,,5.2,41.0,215.0,0.3,0.057,-4.9,-0.2,80.25,81.5,84.25,107.25,30.5,25.0,280.0,12.78,3.61,-1.176032904,0.001986871,0.044370693,0.347312676,0.60632976,5.2,bust,5.2
JasonG7234/NBA-Draft-Model model_db.csv,2010,59.0,Stanley Robinson,stanley robinson,SF,UConn,Big East,21.96,78.5,213.0,34.0,1163.0,0.57,0.559,0.204,0.251,8.9,14.6,11.9,6.6,1.5,3.2,15.1,21.5,,,,0.44,17.0,8.9,1.2,1.0,1.4,2.6,0.629,0.342,2.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,79.75,84.0,107.5,37.5,,213.0,11.65,3.23,-1.116975449,0.000145407,0.061203165,0.385923909,0.552727518,0.0,bust,0.0
JasonG7234/NBA-Draft-Model model_db.csv,2010,60.0,Dwayne Collins,dwayne collins,PF,Miami,ACC,22.21,80.0,241.0,29.0,716.0,0.602,0.604,0.0,0.755,14.3,22.0,18.3,10.3,1.4,5.0,19.8,25.4,,,,0.48,19.4,12.6,1.9,0.9,1.8,4.0,0.569,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-1.222101361,0.000520216,0.042709666,0.351975332,0.604794786,0.0,bust,0.0
JasonG7234/NBA-Draft-Model model_db.csv,2011,1.0,Kyrie Irving,kyrie irving,PG,Duke,ACC,19.27,75.0,191.0,11.0,303.0,0.697,0.615,0.375,0.683,2.3,10.6,6.7,29.8,3.0,1.8,16.4,26.4,9.8,5.0,14.8,1.74,25.3,4.9,6.2,2.1,0.8,3.6,0.901,0.462,5.1,,34.3,527.0,17798.0,61.4,0.166,3.9,26.5,,,,,,,,,,0.878822439,0.145133333,0.3847,0.133516667,0.33665,34.3,star,34.3
JasonG7234/NBA-Draft-Model model_db.csv,2011,2.0,Derrick Williams,derrick williams,PF,Arizona,Pac-12,20.1,79.25,248.0,38.0,1141.0,0.69,0.65,0.195,0.871,11.8,21.9,17.0,8.7,1.9,2.3,15.7,28.9,9.6,2.5,12.1,0.43,26.0,11.0,1.5,1.3,0.9,3.5,0.746,0.568,2.6,,20.7,428.0,8864.0,14.1,0.076,-3.2,-2.6,79.25,80.75,85.5,108.0,34.5,29.0,248.0,11.03,3.23,1.156263453,0.166002273,0.406361192,0.159771362,0.267865173,20.7,rotation,20.7
JasonG7234/NBA-Draft-Model model_db.csv,2011,4.0,Tristan Thompson,tristan thompson,PF,Texas,Big 12,20.3,79.5,227.0,33.0,1056.0,0.639,0.555,0.459,0.735,1.9,9.3,5.9,11.7,1.3,0.4,13.8,26.0,5.0,-1.7,3.3,0.8,22.5,4.0,2.2,0.9,0.2,2.8,0.834,0.418,6.0,,26.1,609.0,17111.0,42.5,0.119,-0.5,6.4,79.5,80.75,85.25,108.5,35.0,30.0,227.0,10.92,3.26,0.550651756,0.0799,0.404183333,0.204216667,0.3117,26.1,starter,26.1
JasonG7234/NBA-Draft-Model model_db.csv,2011,8.0,Brandon Knight,brandon knight,PG,Kentucky,SEC,19.58,73.5,177.0,38.0,1363.0,0.553,0.508,0.45,0.333,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27.0,4.5,0.9,5.5,1.32,19.3,4.5,4.7,0.7,0.2,3.5,0.795,0.377,6.8,,29.3,437.0,12916.0,11.3,0.042,-1.6,1.5,73.5,75.25,78.75,98.5,37.5,29.0,177.0,10.74,3.07,0.109980109,0.066616667,0.355983333,0.146183333,0.431216667,29.3,starter,29.3
JasonG7234/NBA-Draft-Model model_db.csv,2011,9.0,Kemba Walker,kemba walker,PG,UConn,Big East,21.15,71.5,184.0,41.0,1543.0,0.543,0.478,0.307,0.426,3.9,11.5,7.9,28.0,3.1,0.5,9.5,32.4,9.2,3.9,13.1,1.98,25.0,5.8,4.8,2.0,0.2,2.4,0.819,0.33,5.9,,33.1,647.0,21954.0,53.8,0.118,2.6,25.4,71.5,73.0,75.5,91.5,39.5,32.0,184.0,10.87,3.16,-0.0842592,0.026504944,0.308561144,0.25395791,0.410976002,33.1,star,33.1
JasonG7234/NBA-Draft-Model model_db.csv,2011,11.0,Klay Thompson,klay thompson,SG,Washington State,Pac-12,21.39,77.75,206.0,34.0,1179.0,0.574,0.525,0.446,0.336,2.6,14.0,8.6,25.0,2.8,3.1,15.3,32.8,6.8,3.0,9.8,1.1,24.9,6.0,4.3,1.9,1.1,3.9,0.838,0.398,8.3,,32.8,615.0,20340.0,46.8,0.11,0.2,11.3,77.75,79.25,81.0,103.5,31.5,26.5,206.0,10.99,3.24,-0.410841192,0.011865495,0.181933941,0.424087255,0.382113309,32.8,starter,32.8
JasonG7234/NBA-Draft-Model model_db.csv,2011,12.0,Alec Burks,alec burks,SG,Colorado,Big 12,19.95,77.0,193.0,38.0,1193.0,0.574,0.495,0.179,0.564,9.2,14.8,12.1,19.6,2.0,1.0,12.7,32.3,8.0,0.0,8.1,1.13,26.1,8.3,3.8,1.4,0.4,3.3,0.825,0.292,3.2,,22.8,475.0,10389.0,15.4,0.071,-2.0,-0.1,77.0,78.0,82.0,103.5,36.0,29.0,193.0,10.96,3.17,-0.062542276,0.037322606,0.266097057,0.348710207,0.34787013,22.8,rotation,22.8
JasonG7234/NBA-Draft-Model model_db.csv,2011,13.0,Markieff Morris,markieff morris,PF,Kansas,Big 12,21.82,79.75,241.0,38.0,926.0,0.642,0.627,0.178,0.462,13.9,24.7,19.7,11.0,1.9,4.9,16.2,25.5,6.7,3.6,10.3,0.68,22.4,13.7,2.3,1.3,1.9,3.4,0.673,0.424,2.5,,23.8,621.0,15986.0,24.7,0.074,-0.9,4.4,79.75,81.25,82.75,106.5,31.5,27.0,241.0,,3.4,-0.522158069,0.004485966,0.166648312,0.470599272,0.35826645,23.8,rotation,23.8
JasonG7234/NBA-Draft-Model model_db.csv,2011,14.0,Marcus Morris,marcus morris,PF,Kansas,Big 12,21.82,79.0,230.0,38.0,1076.0,0.625,0.601,0.181,0.511,11.5,19.0,15.5,11.4,1.7,2.4,11.4,26.9,8.0,2.9,10.9,0.93,24.3,10.8,2.3,1.2,0.9,2.5,0.688,0.342,2.8,,26.7,586.0,15770.0,29.5,0.09,-0.7,5.3,79.0,80.75,82.0,105.5,33.0,29.0,230.0,,3.15,-0.59167767,0.00085145,0.168420785,0.439121032,0.391606733,26.7,starter,26.7
JasonG7234/NBA-Draft-Model model_db.csv,2011,15.0,Kawhi Leonard,kawhi leonard,SF,San Diego State,MWC,20.0,78.0,227.0,36.0,1172.0,0.512,0.471,0.181,0.305,11.4,26.2,19.0,16.0,2.7,1.9,12.3,27.6,5.3,3.9,9.2,1.2,19.0,13.0,3.1,1.7,0.7,2.6,0.759,0.291,2.9,,31.7,503.0,15572.0,70.9,0.2189999999999999,6.2,32.2,78.0,79.0,87.0,106.0,32.0,25.5,227.0,11.45,3.15,0.358445678,0.073842145,0.394673473,0.17795316,0.353531223,31.7,star,31.7
JasonG7234/NBA-Draft-Model model_db.csv,2011,16.0,Nikola Vucevic,nikola vucevic,PF,USC,Pac-12,20.68,82.25,260.0,34.0,1187.0,0.578,0.539,0.195,0.383,9.8,25.6,17.7,11.0,0.9,4.4,10.3,25.5,6.7,2.8,9.4,0.93,19.6,11.8,1.8,0.6,1.6,2.0,0.755,0.349,2.8,,31.3,573.0,17274.0,45.4,0.126,1.9,17.0,82.25,83.75,88.5,112.5,25.0,23.5,260.0,12.02,3.27,-0.242777929,0.002209827,0.265809316,0.38034645,0.351634407,31.3,star,31.3
JasonG7234/NBA-Draft-Model model_db.csv,2011,17.0,Iman Shumpert,iman shumpert,SG,Georgia Tech,ACC,21.01,76.25,222.0,31.0,992.0,0.517,0.454,0.346,0.401,5.7,16.4,10.6,25.7,5.0,0.7,12.2,29.1,5.4,4.2,9.6,1.5,21.7,7.4,4.4,3.4,0.2,2.9,0.806,0.278,6.1,,24.9,459.0,11459.0,12.9,0.054,-0.6,4.1,76.25,77.5,81.5,99.5,42.0,36.5,222.0,11.1,3.18,-0.466189214,0.01167475,0.244249444,0.269154752,0.474921055,24.9,starter,24.9
JasonG7234/NBA-Draft-Model model_db.csv,2011,18.0,Chris Singleton,chris singleton,SF,Florida State,ACC,21.61,79.75,230.0,28.0,814.0,0.531,0.495,0.332,0.441,8.2,17.0,12.8,8.9,3.9,5.9,15.0,24.5,3.3,5.6,9.0,0.54,18.0,9.4,1.6,2.7,2.0,3.0,0.667,0.368,4.7,,17.6,148.0,2605.0,2.3,0.042,-2.3,-0.2,79.75,81.0,85.0,103.5,37.5,30.5,230.0,11.33,3.09,-0.692153663,0.004260992,0.157669833,0.358535633,0.479533542,17.6,rotation,17.6
JasonG7234/NBA-Draft-Model model_db.csv,2011,19.0,Tobias Harris,tobias harris,SF,Tennessee,SEC,18.96,78.5,223.0,34.0,993.0,0.54,0.489,0.189,0.423,7.5,20.6,14.0,10.4,1.4,3.4,11.4,27.2,5.5,1.8,7.3,0.71,21.0,9.9,1.8,1.0,1.2,2.5,0.753,0.303,3.1,,31.6,595.0,18281.0,44.0,0.115,0.2,10.0,78.5,79.75,83.0,103.5,37.5,31.5,223.0,10.96,3.17,-0.234177374,0.009266667,0.250383333,0.387416667,0.352933333,31.6,starter,31.6
JasonG7234/NBA-Draft-Model model_db.csv,2011,21.0,Nolan Smith,nolan smith,PG,Duke,ACC,22.93,73.5,188.0,37.0,1259.0,0.564,0.508,0.287,0.405,4.1,10.1,7.2,30.3,2.0,0.2,14.8,30.7,7.5,2.3,9.9,1.6,24.3,5.3,6.0,1.4,0.1,3.7,0.813,0.35,5.2,,9.9,84.0,829.0,-0.8,-0.047,-6.5,-0.9,73.5,75.5,77.5,99.0,34.0,28.5,188.0,11.05,3.17,-0.663804856,0.001932567,0.167414409,0.405567523,0.425085501,9.9,bench,9.9
JasonG7234/NBA-Draft-Model model_db.csv,2011,22.0,Kenneth Faried,kenneth faried,PF,Morehead State,OVC,21.61,78.0,225.0,35.0,1216.0,0.619,0.623,0.0,0.644,20.0,31.4,25.6,7.4,3.4,8.8,15.8,24.5,6.2,2.3,8.5,0.4,19.9,16.7,1.2,2.2,2.7,3.0,0.577,,0.0,,24.5,478.0,11728.0,38.8,0.159,1.1,9.3,78.0,79.5,84.0,108.0,35.0,30.5,225.0,11.35,3.26,-0.077723641,0.009734162,0.300107192,0.337342317,0.352816329,24.5,starter,24.5
JasonG7234/NBA-Draft-Model model_db.csv,2011,24.0,Reggie Jackson,reggie jackson,PG,Boston College,ACC,21.21,75.0,200.0,34.0,1161.0,0.618,0.585,0.389,0.315,3.9,11.3,7.8,29.7,1.9,1.7,13.9,27.2,8.9,0.9,9.8,1.88,21.3,5.0,5.2,1.2,0.6,2.8,0.796,0.42,5.8,,25.4,537.0,13537.0,28.6,0.1009999999999999,-0.1,6.6,,,,,,,,,,-0.564375027,0.006523507,0.158053855,0.417360089,0.418062549,25.4,starter,25.4
JasonG7234/NBA-Draft-Model model_db.csv,2011,25.0,Marshon Brooks,marshon brooks,SG,Providence,Big East,22.42,76.25,195.0,32.0,1168.0,0.584,0.542,0.345,0.384,6.3,14.2,10.2,16.0,2.3,3.0,12.7,30.6,8.8,1.5,10.3,0.82,27.0,7.7,2.7,1.6,1.3,3.4,0.772,0.34,6.7,,17.3,200.0,3456.0,3.3,0.046,-2.5,-0.4,76.25,77.25,85.0,101.0,38.5,34.0,195.0,10.74,3.09,-0.756014667,0.00204825,0.131074488,0.433667814,0.433209447,17.3,rotation,17.3
JasonG7234/NBA-Draft-Model model_db.csv,2011,26.0,Jordan Hamilton,jordan hamilton,SF,Texas,Big 12,20.73,78.75,228.0,36.0,1159.0,0.55,0.522,0.424,0.221,7.0,18.5,12.9,14.6,1.6,1.8,11.2,29.1,8.3,3.1,11.4,0.99,23.2,9.5,2.6,1.1,0.8,2.7,0.779,0.385,8.1,,13.9,151.0,2100.0,3.0,0.069,-1.5,0.3,78.75,80.5,81.5,104.0,32.0,25.0,228.0,11.47,3.3,-0.428164487,0.001862831,0.202777928,0.412339699,0.383019541,13.9,bench,13.9
JasonG7234/NBA-Draft-Model model_db.csv,2011,27.0,JaJuan Johnson,jajuan johnson,PF,Purdue,Big Ten,22.39,82.0,219.8,34.0,1203.0,0.564,0.509,0.098,0.402,7.9,20.2,14.1,6.4,1.5,6.7,8.3,29.1,7.0,3.5,10.5,0.59,23.2,9.7,1.1,1.0,2.6,1.9,0.809,0.294,1.7,,8.3,36.0,298.0,0.2,0.032,-6.3,-0.3,,,,,,,,,,-1.21498146,0.000672015,0.070353094,0.291346574,0.637628317,8.3,bench,8.3
JasonG7234/NBA-Draft-Model model_db.csv,2011,28.0,Norris Cole,norris cole,PG,Cleveland State,Horizon,22.71,72.25,174.0,36.0,1285.0,0.558,0.483,0.26,0.465,2.5,16.5,9.5,37.0,3.7,0.3,12.2,32.1,6.7,3.5,10.2,1.97,24.3,6.5,5.9,2.5,0.1,3.0,0.853,0.342,4.6,,22.3,360.0,8018.0,3.0,0.018,-4.0,-4.0,72.25,73.75,74.25,95.5,38.5,29.5,174.0,10.07,3.22,-0.996948944,0.000587117,0.095510483,0.353767353,0.550135047,22.3,rotation,22.3
JasonG7234/NBA-Draft-Model model_db.csv,2011,29.0,Cory Joseph,cory joseph,PG,Texas,Big 12,19.86,74.0,186.0,36.0,1166.0,0.526,0.503,0.391,0.227,2.2,9.5,6.0,17.3,1.9,0.9,13.1,17.3,2.7,3.8,6.5,2.02,12.9,4.4,3.7,1.3,0.4,1.9,0.699,0.413,4.3,,21.7,576.0,12559.0,23.1,0.088,-0.8,3.7,74.0,75.25,77.5,99.0,35.0,27.5,186.0,10.75,3.27,-0.172781947,0.0205,0.26015,0.3783,0.34105,21.7,rotation,21.7
JasonG7234/NBA-Draft-Model model_db.csv,2011,30.0,Jimmy Butler,jimmy butler,SF,Marquette,Big East,21.79,78.0,222.0,37.0,1282.0,0.587,0.516,0.152,0.628,8.2,12.0,10.1,13.2,2.4,1.1,9.8,21.3,7.2,2.2,9.4,1.59,18.2,7.0,2.7,1.7,0.4,1.7,0.783,0.345,1.8,,33.2,564.0,18656.0,72.9,0.188,4.1,28.7,78.0,79.75,79.5,101.5,39.0,32.0,222.0,11.92,3.15,-0.501786171,0.000923541,0.192478706,0.423580902,0.383016851,33.2,star,33.2
JasonG7234/NBA-Draft-Model model_db.csv,2011,32.0,Justin Harper,justin harper,PF,Richmond,A-10,21.83,80.0,228.0,37.0,1178.0,0.642,0.618,0.375,0.257,6.5,18.6,12.8,8.9,1.2,4.0,9.8,26.8,8.2,1.5,9.7,0.77,22.4,8.7,1.5,0.8,1.6,1.9,0.797,0.448,5.8,,6.8,22.0,150.0,-0.3,-0.093,-8.4,-0.2,80.0,80.75,83.75,106.0,33.0,28.5,228.0,11.92,3.3,-1.112003352,0.0,0.08853987,0.326838448,0.584621683,6.8,bust,6.8
JasonG7234/NBA-Draft-Model model_db.csv,2011,33.0,Kyle Singler,kyle singler,SF,Duke,ACC,23.16,79.5,228.0,37.0,1286.0,0.536,0.491,0.379,0.305,8.0,13.3,10.8,8.8,1.5,0.8,10.7,24.7,4.6,1.8,6.4,0.86,19.4,7.9,1.9,1.1,0.4,2.2,0.806,0.321,6.0,,21.9,356.0,7794.0,10.0,0.062,-1.6,0.7,79.5,80.5,82.1,106.0,30.0,23.0,228.0,11.22,3.21,-0.50449569,0.0,0.211761392,0.407338874,0.380899733,21.9,rotation,21.9
JasonG7234/NBA-Draft-Model model_db.csv,2011,34.0,Shelvin Mack,shelvin mack,PG,Butler,A-10,21.19,73.0,209.0,38.0,1219.0,0.537,0.496,0.499,0.316,2.6,14.4,8.4,24.9,1.5,0.3,14.1,28.6,5.6,1.0,6.6,1.41,20.0,5.6,4.3,1.0,0.1,3.1,0.769,0.354,8.1,,18.4,456.0,8392.0,10.3,0.059,-2.7,-1.5,73.0,74.5,79.5,96.5,39.0,32.0,209.0,11.23,3.18,-0.819890433,0.006822798,0.119187916,0.361067037,0.512922249,18.4,rotation,18.4
JasonG7234/NBA-Draft-Model model_db.csv,2011,35.0,Tyler Honeycutt,tyler honeycutt,SF,UCLA,Pac-12,20.96,78.75,187.0,33.0,1154.0,0.519,0.483,0.428,0.299,5.3,17.8,11.9,16.8,1.5,5.5,19.8,22.3,3.6,3.5,7.1,0.93,14.6,8.2,3.2,1.0,2.3,3.5,0.736,0.362,5.3,,5.0,24.0,120.0,-0.1,-0.049,-6.4,-0.1,78.75,80.25,81.0,105.0,37.0,30.0,187.0,11.68,3.07,-0.370330712,0.004690562,0.229489888,0.351831823,0.413987728,5.0,bust,5.0
JasonG7234/NBA-Draft-Model model_db.csv,2011,36.0,Jordan Williams,jordan williams,PF,Maryland,Big Ten,20.72,79.75,247.0,33.0,1073.0,0.552,0.538,0.0,0.576,12.6,26.0,19.5,3.9,1.2,4.1,9.5,24.5,4.3,2.0,6.3,0.4,20.8,14.5,0.8,0.9,1.7,2.0,0.575,,0.0,,14.8,43.0,635.0,1.3,0.1009999999999999,-3.1,-0.2,79.75,81.0,84.25,106.5,30.5,25.0,247.0,12.74,3.45,-0.44607608,0.005932099,0.194953909,0.358490947,0.440623045,14.8,bench,14.8
JasonG7234/NBA-Draft-Model model_db.csv,2011,37.0,Trey Thompkins,trey thompkins,PF,Georgia,SEC,21.09,80.5,239.0,30.0,937.0,0.536,0.51,0.184,0.295,7.3,20.4,14.2,11.1,2.2,5.7,14.2,29.9,3.9,2.9,6.8,0.55,21.0,9.8,1.8,1.4,2.1,3.2,0.689,0.311,3.2,,5.0,24.0,119.0,0.0,0.004,-8.9,-0.2,80.5,81.75,85.0,107.5,30.5,27.5,239.0,11.72,3.41,,,,,,5.0,bust,5.0
JasonG7234/NBA-Draft-Model model_db.csv,2011,38.0,Chandler Parsons,chandler parsons,SF,Florida,SEC,22.68,80.75,221.0,36.0,1229.0,0.551,0.546,0.362,0.3,7.3,19.3,13.4,21.6,1.7,1.3,18.0,19.2,5.1,3.2,8.3,1.68,13.2,9.1,4.4,1.1,0.5,2.6,0.557,0.368,3.8,,30.1,440.0,13246.0,29.0,0.105,1.6,11.9,80.75,81.75,81.5,104.5,31.5,25.5,221.0,11.05,3.29,-0.754461481,0.000245607,0.136776761,0.415688375,0.447289257,30.1,starter,30.1
JasonG7234/NBA-Draft-Model model_db.csv,2011,40.0,Jon Leuer,jon leuer,PF,Wisconsin,Big Ten,22.13,82.0,223.0,34.0,1139.0,0.568,0.526,0.302,0.277,6.3,22.6,14.1,12.8,1.0,3.1,9.0,31.1,7.9,1.8,9.8,1.04,21.8,8.6,2.0,0.6,1.1,1.9,0.843,0.37,5.1,,15.8,377.0,5945.0,13.2,0.107,-1.4,0.9,82.0,83.5,84.0,105.5,36.5,29.5,223.0,10.82,3.36,-0.779539187,0.002749519,0.154882974,0.352244669,0.490122838,15.8,rotation,15.8
JasonG7234/NBA-Draft-Model model_db.csv,2011,41.0,Darius Morris,darius morris,PG,Michigan,Big Ten,20.49,75.25,190.0,35.0,1219.0,0.545,0.509,0.156,0.367,3.2,10.8,7.0,44.2,1.9,0.1,17.6,27.3,4.5,1.8,6.3,2.28,17.3,4.6,7.7,1.2,0.0,3.4,0.715,0.25,2.1,,11.1,132.0,1464.0,-0.3,-0.01,-5.6,-1.3,75.25,77.25,79.5,102.0,32.0,24.5,190.0,11.0,3.2,-0.877368502,0.002036612,0.107310652,0.365199783,0.525452952,11.1,bench,11.1
JasonG7234/NBA-Draft-Model model_db.csv,2011,43.0,Malcolm Lee,malcolm lee,SG,UCLA,Pac-12,21.11,76.0,198.0,33.0,1093.0,0.553,0.497,0.409,0.446,2.6,7.8,5.3,12.9,1.2,0.6,12.5,20.8,2.1,1.2,3.3,1.2,15.8,3.7,2.5,0.8,0.3,2.0,0.778,0.295,4.8,,14.8,36.0,534.0,0.4,0.04,-2.0,0.0,76.0,77.5,81.75,101.5,35.5,30.0,198.0,11.2,3.09,-0.870000518,0.001365954,0.119370669,0.364100296,0.515163082,14.8,bench,14.8
JasonG7234/NBA-Draft-Model model_db.csv,2011,44.0,Charles Jenkins,charles jenkins,PG,Hofsta,CAA,22.33,73.5,216.0,33.0,1232.0,0.635,0.585,0.326,0.459,1.8,8.8,5.3,31.5,2.9,1.9,11.1,28.7,8.4,1.2,9.6,2.16,24.2,3.6,5.1,1.9,0.7,2.4,0.824,0.42,5.1,,12.1,110.0,1334.0,0.5,0.017,-5.9,-1.3,73.5,75.25,79.5,96.5,34.0,29.5,216.0,11.68,3.18,-1.244158579,0.0,0.029552813,0.357113019,0.613334168,12.1,bench,12.1
