source_dataset,draft_year,pick,player,norm_name,position,school,conference,age_at_draft,height_in,weight_lbs,games,mp,ts_pct,efg_pct,three_par,ftr,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,obpm,dbpm,bpm,ast_to_tov,pts_per40,reb_per40,ast_per40,stl_per40,blk_per40,tov_per40,ft_pct,three_pct,three_pa_per40,draft_score,nba_mpg,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,combine_height_no_shoes_in,combine_height_with_shoes_in,wingspan_in,standing_reach_in,max_vert_in,standing_vert_in,combine_weight_lbs,lane_agility_s,sprint_s,fte_projected_spm,fte_superstar_prob,fte_starter_prob,fte_role_player_prob,fte_bust_prob,outcome_mpg,outcome_tier,outcome_value
woodfin8/Draft_Machine combined_data.csv,2006,3.0,Adam Morrison,adam morrison,,gonzaga,,,80.0,,95.0,2908.0,0.591,0.552,,0.397,,,,,,,9.4,,,,,,25.680880330123795,6.671251719394773,2.585969738651994,0.907840440165062,0.4814305364511692,2.255845942228336,0.761,0.368,1.7606602475928472,,20.4,161.0,3278.0,-1.4,-0.021,-5.5,-2.9,,,,,,,,,,-0.627188565,0.017599666,0.134757221,0.504097281,0.343545832,20.4,rotation,20.4
woodfin8/Draft_Machine combined_data.csv,2006,4.0,Tyrus Thomas,tyrus thomas,,lsu,,,81.0,,32.0,829.0,0.627,0.61,,0.548,,,,,,,15.8,,,,,,19.059107358262967,14.234016887816647,2.0265379975874547,1.592279855247286,4.776839565741858,2.846803377563329,0.657,1.0,0.0482509047044632,,19.7,402.0,7932.0,13.0,0.078,-1.1,1.7,,,,,,,,,,0.865400995,0.124712644,0.412997347,0.135411141,0.326878868,19.7,rotation,19.7
woodfin8/Draft_Machine combined_data.csv,2006,5.0,Shelden Williams,shelden williams,,duke,,,81.0,,139.0,3903.0,0.611,0.573,,0.659,,,,,,,16.9,,,,,,19.75915962080451,12.933640789136565,1.2195746861388677,1.6500128106584675,4.324878298744555,3.28977709454266,0.694,0.333,0.0409941070971047,,15.5,361.0,5586.0,9.9,0.085,-2.8,-1.2,,,,,,,,,,-0.829957516,0.001680307,0.141285663,0.394105962,0.462928068,15.5,rotation,15.5
woodfin8/Draft_Machine combined_data.csv,2006,6.0,Brandon Roy,brandon roy,,washington,,,78.0,,103.0,2837.0,0.585,0.537,,0.45,,,,,,,14.7,,,,,,20.82481494536482,7.289390200916461,4.34261543884385,1.4522382798731055,0.6908706379978851,3.059569968276348,0.765,0.344,0.7472682410997533,,35.5,326.0,11561.0,37.4,0.155,3.2,15.2,,,,,,,,,,0.286436152,0.079167494,0.368801918,0.207120703,0.344909885,35.5,star,35.5
woodfin8/Draft_Machine combined_data.csv,2006,7.0,Randy Foye,randy foye,,villanova,,,76.0,,131.0,4096.0,0.505,0.461,,0.291,,,,,,,16.3,,,,,,19.19921875,6.103515625,4.0625,1.93359375,0.5078125,3.69140625,0.781,0.329,2.080078125,,25.6,752.0,19279.0,23.5,0.0579999999999999,-1.3,3.4,,,,,,,,,,-0.300179995,0.036798019,0.230454942,0.287249231,0.445497809,25.6,starter,25.6
woodfin8/Draft_Machine combined_data.csv,2006,8.0,Rudy Gay,rudy gay,,uconn,,,81.0,,64.0,1908.0,0.538,0.501,,0.353,,,,,,,15.0,,,,,,18.238993710691823,7.924528301886793,2.431865828092243,1.740041928721174,2.3270440251572326,2.9979035639413,0.721,0.378,1.1740041928721174,,33.4,923.0,30852.0,56.2,0.087,0.4,19.0,,,,,,,,,,0.462126908,0.083618277,0.42863719,0.160119071,0.327625462,33.4,star,33.4
woodfin8/Draft_Machine combined_data.csv,2006,9.0,Patrick O'Bryant,patrick o bryant,,bradley,,,84.0,,52.0,1265.0,0.582,0.554,,0.411,,,,,,,16.1,,,,,,19.130434782608692,12.901185770750988,1.201581027667984,1.4545454545454546,4.648221343873518,3.1620553359683794,0.687,0.3291618569636134,0.0,,5.8,90.0,524.0,0.5,0.046,-3.1,-0.2,,,,,,,,,,-0.053936217,0.018479873,0.29454603,0.398548083,0.288426013,5.8,bust,5.8
woodfin8/Draft_Machine combined_data.csv,2006,11.0,J.J. Redick,j j redick,,duke,,,76.0,,139.0,4732.0,0.615,0.553,,0.381,,,,,,,11.6,,,,,,23.40659340659341,3.1699070160608622,2.586644125105664,1.2848689771766697,0.0760777683854607,2.502113271344041,0.912,0.406,3.86306001690617,,26.0,880.0,22881.0,62.1,0.13,0.0,11.5,,,,,,,,,,-0.534230627,0.008943795,0.225057833,0.324098921,0.441899451,26.0,starter,26.0
woodfin8/Draft_Machine combined_data.csv,2006,12.0,Hilton Armstrong,hilton armstrong,,uconn,,,83.0,,131.0,1980.0,0.575,0.565,,0.682,,,,,,,23.0,,,,,,12.404040404040405,10.444444444444445,1.474747474747475,0.8686868686868687,3.8585858585858586,3.2121212121212124,0.578,0.333,0.0202020202020202,,11.6,292.0,3378.0,3.9,0.055,-2.8,-0.7,,,,,,,,,,-0.799960611,0.002485121,0.104489141,0.464946189,0.428079549,11.6,bench,11.6
woodfin8/Draft_Machine combined_data.csv,2006,14.0,Ronnie Brewer,ronnie brewer,,arkansas,,,79.0,,90.0,2974.0,0.546,0.511,,0.455,,,,,,,13.5,,,,,,19.045057162071284,6.079354404841963,4.021519838601211,2.905178211163416,0.6590450571620712,2.730329522528581,0.671,0.34,1.398789509078682,,23.0,502.0,11539.0,30.4,0.127,1.7,10.7,,,,,,,,,,0.4266451,0.089043239,0.356336544,0.165396502,0.389223715,23.0,rotation,23.0
woodfin8/Draft_Machine combined_data.csv,2006,15.0,Cedric Simmons,cedric simmons,,nc state,,,81.0,,63.0,1189.0,0.599,0.568,,0.734,,,,,,,16.8,,,,,,16.349873843566023,8.746846089150546,2.287636669470143,0.8746846089150546,3.868797308662742,2.7586206896551726,0.652,0.5,0.0672834314550042,,9.4,75.0,705.0,0.1,0.005,-5.7,-0.7,,,,,,,,,,-0.637550356,0.009219395,0.160887594,0.402180693,0.427712319,9.4,bench,9.4
woodfin8/Draft_Machine combined_data.csv,2006,16.0,Rodney Carney,rodney carney,,memphis,,,79.0,,133.0,3670.0,0.533,0.506,,0.26,,,,,,,9.7,,,,,,20.71934604904632,7.0953678474114446,1.6893732970027249,1.4604904632152589,1.4277929155313351,2.0817438692098094,0.717,0.362,3.128065395095368,,15.4,299.0,4600.0,6.2,0.064,-2.7,-0.8,,,,,,,,,,-1.023898826,0.000416127,0.083631202,0.384290607,0.531662064,15.4,rotation,15.4
woodfin8/Draft_Machine combined_data.csv,2006,17.0,Shawne Williams,shawne williams,,memphis,,,81.0,,36.0,1002.0,0.534,0.48,,0.387,,,,,,,15.4,,,,,,18.922155688622755,8.862275449101796,2.6746506986027945,1.996007984031936,1.9560878243512976,3.2335329341317367,0.786,0.312,1.916167664670659,,17.1,314.0,5368.0,6.7,0.06,-2.0,0.0,,,,,,,,,,-0.687987567,0.001300578,0.191979769,0.344653179,0.462066474,17.1,rotation,17.1
woodfin8/Draft_Machine combined_data.csv,2006,19.0,Quincy Douby,quincy douby,,rutgers university,,,75.0,,95.0,3045.0,0.562,0.526,,0.251,,,,,,,12.0,,,,,,22.20032840722496,3.599343185550082,3.3760262725779966,1.5894909688013137,0.8144499178981937,2.692939244663383,0.82,0.389,3.2972085385878493,,10.7,143.0,1535.0,0.0,0.0,-5.4,-1.3,,,,,,,,,,-1.233756825,0.001640896,0.029929447,0.384203285,0.584226372,10.7,bench,10.7
woodfin8/Draft_Machine combined_data.csv,2006,20.0,Renaldo Balkman,renaldo balkman,,south carolina,,,80.0,,104.0,2193.0,0.566,0.567,,0.396,,,,,,,20.2,,,,,,14.062927496580029,10.031919744642044,3.2102143182854537,2.243502051983584,2.0428636570907432,3.1372549019607843,0.533,0.291,0.2918376652986776,,13.9,221.0,3064.0,7.2,0.113,0.9,2.2,,,,,,,,,,-0.838138856,0.002656744,0.111817105,0.38767753,0.497848622,13.9,bench,13.9
woodfin8/Draft_Machine combined_data.csv,2006,21.0,Rajon Rondo,rajon rondo,,kentucky,,,73.0,,68.0,1908.0,0.536,0.521,,0.44,,,,,,,19.5,,,,,,13.71069182389937,6.415094339622641,5.9748427672955975,3.2704402515723268,0.2725366876310272,3.1027253668763106,0.577,0.283,0.5870020964360587,,31.3,857.0,26791.0,59.4,0.106,1.3,22.6,,,,,,,,,,0.894834871,0.122587515,0.43248579,0.141469393,0.303457302,31.3,star,31.3
woodfin8/Draft_Machine combined_data.csv,2006,22.0,Marcus Williams,marcus williams,,uconn,,,75.0,,70.0,1954.0,0.518,0.455,,0.418,,,,,,,27.0,,,,,,12.835209825997952,4.646878198567042,10.440122824974411,1.4738996929375638,0.2865916069600819,4.58546571136131,0.791,0.375,1.105424769703173,,15.2,203.0,3095.0,0.0,-0.001,-4.6,-2.0,,,,,,,,,,-0.581940486,0.006370245,0.213813254,0.309843927,0.469972574,15.2,rotation,15.2
woodfin8/Draft_Machine combined_data.csv,2006,23.0,Josh Boone,josh boone,,uconn,,,82.0,,103.0,2672.0,0.58,0.578,,0.528,,,,,,,14.2,,,,,,14.3562874251497,10.748502994011975,1.2574850299401197,0.7934131736526946,3.3233532934131738,2.0508982035928143,0.559,0.3291618569636134,0.0,,17.5,256.0,4482.0,9.1,0.0969999999999999,-1.9,0.1,,,,,,,,,,-0.924881748,0.001184168,0.073858516,0.473112234,0.451845082,17.5,rotation,17.5
woodfin8/Draft_Machine combined_data.csv,2006,24.0,Kyle Lowry,kyle lowry,,villanova,,,72.0,,57.0,1524.0,0.531,0.465,,0.566,,,,,,,17.7,,,,,,14.251968503937007,5.748031496062992,4.488188976377953,2.8346456692913384,0.3412073490813648,2.887139107611549,0.737,0.325,0.3412073490813648,,31.5,894.0,28178.0,91.5,0.156,3.8,41.0,,,,,,,,,,0.329211101,0.049197722,0.383973635,0.232291565,0.334537078,31.5,star,31.5
woodfin8/Draft_Machine combined_data.csv,2006,25.0,Shannon Brown,shannon brown,,michigan state,,,76.0,,97.0,2712.0,0.565,0.518,,0.319,,,,,,,15.8,,,,,,17.448377581120944,4.852507374631268,2.772861356932154,1.8289085545722716,0.1622418879056047,2.905604719764012,0.831,0.364,1.6224188790560472,,18.0,408.0,7329.0,9.2,0.06,-2.3,-0.6,,,,,,,,,,-0.713098249,0.01003574,0.154995876,0.378290503,0.456677881,18.0,rotation,18.0
woodfin8/Draft_Machine combined_data.csv,2006,26.0,Jordan Farmar,jordan farmar,,ucla,,,74.0,,66.0,2122.0,0.526,0.478,,0.369,,,,,,,22.9,,,,,,16.60697455230914,3.694627709707823,6.44674835061263,1.5457115928369465,0.2262016965127238,4.67483506126296,0.76,0.333,1.8284637134778512,,19.5,504.0,9840.0,13.9,0.068,-1.4,1.6,,,,,,,,,,-0.50403332,0.045649987,0.224285388,0.228155188,0.501909437,19.5,rotation,19.5
woodfin8/Draft_Machine combined_data.csv,2006,28.0,Maurice Ager,maurice ager,,michigan state,,,77.0,,124.0,3176.0,0.566,0.527,,0.333,,,,,,,13.3,,,,,,19.57178841309824,5.3400503778337525,2.279596977329975,0.7808564231738035,0.4911838790931989,2.6448362720403025,0.775,0.38,2.544080604534005,,6.2,82.0,505.0,-0.9,-0.089,-10.4,-1.1,,,,,,,,,,-1.130726183,0.000156328,0.061634747,0.402958574,0.535250351,6.2,bust,6.2
woodfin8/Draft_Machine combined_data.csv,2006,29.0,Mardy Collins,mardy collins,,temple,,,78.0,,125.0,4683.0,0.473,0.45,,0.268,,,,,,,11.2,,,,,,16.391202220798633,4.8601323937646805,3.399530215673713,2.4770446295109974,0.2477044629510997,2.1780909673286355,0.624,0.292,1.5545590433482808,,14.7,189.0,2771.0,-1.6,-0.027,-4.9,-2.0,,,,,,,,,,-1.31052618,0.000682911,0.028480343,0.324515133,0.646321614,14.7,bench,14.7
woodfin8/Draft_Machine combined_data.csv,2006,31.0,James White,james white,,cincinnati,,,79.0,,123.0,3336.0,0.556,0.507,,0.389,,,,,,,17.9,,,,,,15.22781774580336,6.235011990407674,3.788968824940048,1.4028776978417266,0.8992805755395683,2.9736211031175057,0.784,0.336,1.4388489208633093,,8.7,67.0,583.0,0.8,0.062,-3.4,-0.2,,,,,,,,,,-1.012832448,0.000102612,0.081280709,0.398965043,0.519651636,8.7,bench,8.7
woodfin8/Draft_Machine combined_data.csv,2006,32.0,Steve Novak,steve novak,,marquette,,,82.0,,126.0,3401.0,0.66,0.622,,0.245,,,,,,,10.2,,,,,,18.429873566598054,6.162893266686269,1.4466333431343723,0.7527197882975595,0.1058512202293443,1.5877683034401646,0.931,0.461,4.163481329020876,,12.1,467.0,5657.0,14.5,0.123,-0.9,1.6,,,,,,,,,,-0.794232211,0.0,0.074972173,0.51266365,0.412364177,12.1,bench,12.1
woodfin8/Draft_Machine combined_data.csv,2006,33.0,Solomon Jones,solomon jones,,south florida,,,82.0,,59.0,1838.0,0.548,0.505,,0.502,,,,,,,23.3,,,,,,12.64417845484222,10.228509249183894,1.3275299238302505,0.8269858541893362,3.329706202393907,3.503808487486398,0.693,0.0,0.0,,11.0,281.0,3092.0,5.0,0.078,-2.9,-0.7,,,,,,,,,,-1.358493614,0.0,0.033607649,0.277170314,0.689222037,11.0,bench,11.0
woodfin8/Draft_Machine combined_data.csv,2006,34.0,Paul Davis,paul davis,,michigan state,,,83.0,,130.0,3349.0,0.597,0.543,,0.547,,,,,,,15.8,,,,,,20.51955807703792,10.868916094356525,2.126007763511496,1.7438041206330248,1.0391161540758436,3.2248432367871005,0.763,0.271,0.1552702299193789,,8.6,82.0,702.0,0.5,0.035,-4.7,-0.5,,,,,,,,,,-1.147575938,0.002096473,0.049802501,0.368068074,0.580032951,8.6,bench,8.6
woodfin8/Draft_Machine combined_data.csv,2006,35.0,P.J. Tucker,p j tucker,,texas,,,77.0,,87.0,2518.0,0.57,0.528,,0.492,,,,,,,15.7,,,,,,18.570293884034943,11.342335186656076,2.7005559968228754,1.8427323272438445,0.3653693407466243,3.034154090548054,0.711,0.5,0.0317712470214455,,29.2,630.0,18407.0,33.1,0.086,0.9,13.4,,,,,,,,,,-0.460092589,0.006508848,0.19409026,0.416743394,0.382657499,29.2,starter,29.2
woodfin8/Draft_Machine combined_data.csv,2006,36.0,Craig Smith,craig smith,,boston college,,,79.0,,130.0,4415.0,0.583,0.563,,0.463,,,,,,,12.7,,,,,,21.28199320498301,10.09286523216308,2.2197055492638733,1.5130237825594564,0.9060022650056624,2.654586636466591,0.643,0.239,0.144960362400906,,16.9,403.0,6826.0,16.0,0.113,-1.5,0.9,,,,,,,,,,-1.037524885,0.000227113,0.088244221,0.366627129,0.544901537,16.9,rotation,16.9
woodfin8/Draft_Machine combined_data.csv,2006,37.0,Bobby Jones,bobby jones,,washington,,,79.0,,125.0,3013.0,0.58,0.539,,0.523,,,,,,,13.7,,,,,,16.27613674078991,8.19117158977763,2.0311981413873217,1.7789578493196152,0.7832724858944573,2.230335214072353,0.707,0.367,0.86292731496847,,9.5,91.0,867.0,1.1,0.06,-3.5,-0.3,,,,,,,,,,-1.252051567,0.000385708,0.029009357,0.383398083,0.587206851,9.5,bench,9.5
woodfin8/Draft_Machine combined_data.csv,2006,39.0,David Noel,david noel,,unc,,,78.0,,127.0,2948.0,0.586,0.581,,0.306,,,,,,,22.6,,,,,,11.940298507462686,7.449118046132972,3.3514246947082764,1.8588873812754407,0.814111261872456,2.971506105834464,0.587,0.354,0.8683853459972862,,11.6,68.0,792.0,0.4,0.024,-3.4,-0.3,,,,,,,,,,,,,,,11.6,bench,11.6
woodfin8/Draft_Machine combined_data.csv,2006,40.0,Denham Brown,denham brown,,uconn,,,78.0,,135.0,3256.0,0.525,0.488,,0.267,,,,,,,14.6,,,,,,15.565110565110563,6.511056511056511,2.14987714987715,1.154791154791155,0.3316953316953316,2.5307125307125307,0.776,0.354,1.5601965601965604,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-1.121864202,0.0,0.041736569,0.429479697,0.528783734,0.0,bust,0.0
woodfin8/Draft_Machine combined_data.csv,2006,41.0,James Augustine,james augustine,,illinois,,,82.0,,137.0,3717.0,0.641,0.621,,0.52,,,,,,,15.6,,,,,,14.882970137207426,11.008878127522197,1.5926822706483723,1.5173527037933818,1.4958299704062417,2.1415119720204463,0.687,0.333,0.0645682001614205,,5.8,27.0,156.0,0.3,0.1009999999999999,-2.2,0.0,,,,,,,,,,-0.98198068,0.001059535,0.080348111,0.420657049,0.497935305,5.8,bust,5.8
woodfin8/Draft_Machine combined_data.csv,2006,42.0,Daniel Gibson,daniel gibson,,texas,,,74.0,,68.0,2246.0,0.566,0.533,,0.324,,,,,,,16.6,,,,,,16.651825467497773,4.363312555654497,4.220837043633125,1.8521816562778275,0.3561887800534283,2.9385574354407837,0.741,0.387,3.116651825467498,,23.5,397.0,9316.0,16.0,0.0819999999999999,-1.0,2.3,,,,,,,,,,-0.457124904,0.010676808,0.250537607,0.309795436,0.428990149,23.5,rotation,23.5
woodfin8/Draft_Machine combined_data.csv,2006,45.0,Alexander Johnson,alexander johnson,,florida state,,,81.0,,92.0,1935.0,0.573,0.53,,0.703,,,,,,,23.3,,,,,,18.6046511627907,9.963824289405686,1.3229974160206717,1.6744186046511629,1.3643410852713178,4.919896640826874,0.667,0.308,0.2480620155038759,,12.8,102.0,1302.0,1.5,0.0559999999999999,-4.3,-0.7,,,,,,,,,,-1.310845492,0.000342648,0.025417757,0.33552235,0.638717245,12.8,bench,12.8
woodfin8/Draft_Machine combined_data.csv,2006,46.0,Dee Brown,dee brown,,illinois,,,72.0,,137.0,4698.0,0.543,0.521,,0.216,,,,,,,15.0,,,,,,15.427841634738186,3.814389101745424,5.738612175393785,1.966794380587484,0.0595998297147722,2.503192848020434,0.725,0.36,2.5457641549595573,,10.5,68.0,711.0,0.1,0.008,-4.1,-0.4,,,,,,,,,,-1.009604074,0.000579799,0.104696193,0.342278218,0.552445791,10.5,bench,10.5
woodfin8/Draft_Machine combined_data.csv,2006,47.0,Paul Millsap,paul millsap,,louisiana tech,,,80.0,,92.0,3240.0,0.594,0.579,,0.546,,,,,,,13.5,,,,,,21.086419753086417,14.469135802469136,1.0740740740740742,1.4938271604938271,2.259259259259259,2.765432098765432,0.62,0.375,0.074074074074074,,29.2,977.0,28519.0,90.8,0.153,3.1,37.0,,,,,,,,,,-0.03897581,0.006100948,0.315098923,0.326262406,0.352537723,29.2,starter,29.2
woodfin8/Draft_Machine combined_data.csv,2006,49.0,Leon Powe,leon powe,,california,,,80.0,,54.0,1757.0,0.549,0.495,,0.731,,,,,,,12.0,,,,,,21.900967558338078,12.043255549231644,1.2976664769493451,0.978941377347752,0.7285145133750712,2.7091633466135456,0.672,0.3,0.0682982356289129,,13.9,239.0,3320.0,12.0,0.174,-2.3,-0.2,,,,,,,,,,-0.97880805,0.001077039,0.08933676,0.393369237,0.516216963,13.9,bench,13.9
woodfin8/Draft_Machine combined_data.csv,2006,50.0,Ryan Hollins,ryan hollins,,ucla,,,84.0,,113.0,2282.0,0.59,0.577,,0.826,,,,,,,22.3,,,,,,11.253286590709903,7.975460122699386,0.7011393514461,0.4382120946538125,1.7703768624014025,2.734443470639789,0.591,1.0,0.0175284837861524,,11.8,518.0,6134.0,10.4,0.081,-2.6,-1.0,,,,,,,,,,-1.140327196,0.0,0.046265129,0.404903695,0.548831176,11.8,bench,11.8
woodfin8/Draft_Machine combined_data.csv,2006,52.0,Guillermo Diaz,guillermo diaz,,miami (fl),,,74.0,,93.0,3032.0,0.557,0.523,,0.318,,,,,,,12.7,,,,,,19.48548812664908,4.129287598944591,3.1398416886543536,1.6226912928759896,0.3298153034300791,2.546174142480211,0.74,0.38,2.29551451187335,,3.0,6.0,18.0,0.0,0.033,-5.9,0.0,,,,,,,,,,-1.17029603,0.000656052,0.051492409,0.364697217,0.583154322,3.0,bust,3.0
woodfin8/Draft_Machine combined_data.csv,2006,54.0,Hassan Adams,hassan adams,,arizona,,,76.0,,130.0,3609.0,0.545,0.524,,0.23,,,,,,,13.3,,,,,,20.149625935162096,7.8248822388473265,2.8706012745913,2.637849819894708,0.9420892213909672,2.826267664172901,0.704,0.311,0.8312551953449709,,7.5,73.0,547.0,0.8,0.072,-4.4,-0.3,,,,,,,,,,-1.016680524,0.003368882,0.06200404,0.421001814,0.513625264,7.5,bust,7.5
woodfin8/Draft_Machine combined_data.csv,2006,58.0,J.R. Pinnock,j r pinnock,,george washington,,,77.0,,89.0,2485.0,0.552,0.517,,0.307,,,,,,,14.7,,,,,,18.04426559356137,6.535211267605634,3.074446680080483,2.639839034205232,0.8531187122736418,2.8169014084507045,0.746,0.308,0.96579476861167,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,bust,0.0
woodfin8/Draft_Machine combined_data.csv,2006,60.0,Will Blalock,will blalock,,iowa state,,,72.0,,93.0,3193.0,0.509,0.475,,0.286,,,,,,,18.2,,,,,,13.504541183839647,3.5953648606326336,5.812715314751018,2.217350454118384,0.1252740369558408,2.956467272157845,0.719,0.365,1.2527403695584092,,11.9,14.0,166.0,-0.1,-0.032,-5.7,-0.2,,,,,,,,,,-1.061063412,0.0,0.119371704,0.295854051,0.584774245,11.9,bench,11.9
woodfin8/Draft_Machine combined_data.csv,2007,1.0,Greg Oden,greg oden,,ohio state,,,84.0,,32.0,925.0,0.626,0.616,,0.638,,,,,,,13.8,,,,,,21.664864864864867,13.232432432432432,0.9081081081081082,0.7783783783783783,4.54054054054054,2.767567567567568,0.628,0.3291618569636134,0.0,,19.3,105.0,2028.0,7.3,0.174,1.1,1.6,,,,,,,,,,0.822607728,0.126145553,0.38251829,0.16426967,0.327066487,19.3,rotation,19.3
woodfin8/Draft_Machine combined_data.csv,2007,2.0,Kevin Durant,kevin durant,,texas,,,81.0,,35.0,1255.0,0.587,0.536,,0.396,,,,,,,11.4,,,,,,28.780876494023904,12.430278884462153,1.4661354581673305,2.103585657370518,2.135458167330677,3.155378486055777,0.816,0.404,2.613545816733068,,36.9,849.0,31305.0,141.7,0.217,5.1,55.7,,,,,,,,,,0.375088048,0.08179702,0.39641527,0.129143389,0.39264432,36.9,star,36.9
woodfin8/Draft_Machine combined_data.csv,2007,3.0,Al Horford,al horford,,florida,,,82.0,,109.0,2798.0,0.601,0.586,,0.613,,,,,,,15.6,,,,,,16.05432451751251,12.35167977126519,2.673338098641887,1.343817012151537,2.70192994996426,2.473195139385276,0.619,0.0,0.0,,32.7,830.0,27155.0,89.7,0.158,3.2,35.7,,,,,,,,,,0.707756205,0.088973525,0.440303555,0.19413306,0.27658986,32.7,star,32.7
woodfin8/Draft_Machine combined_data.csv,2007,4.0,Mike Conley,mike conley,,ohio state,,,73.0,,39.0,1231.0,0.584,0.552,,0.466,,,,,,,18.6,,,,,,14.329813160032494,4.354183590576767,7.733549959382616,2.826969943135662,0.3249390739236393,2.794476035743298,0.694,0.304,0.6823720552396426,,32.4,816.0,26464.0,72.3,0.131,1.9,25.7,,,,,,,,,,1.003192572,0.167324561,0.404758772,0.126162281,0.301754386,32.4,star,32.4
woodfin8/Draft_Machine combined_data.csv,2007,5.0,Jeff Green,jeff green,,georgetown,,,81.0,,102.0,3388.0,0.565,0.533,,0.402,,,,,,,17.8,,,,,,15.808736717827628,7.8394332939787486,3.754427390791027,1.0861865407319953,1.4994096812278632,3.0342384887839438,0.7,0.359,1.050767414403778,,29.6,890.0,26372.0,40.9,0.074,-1.3,4.3,,,,,,,,,,0.077181143,0.043752093,0.324311358,0.256275342,0.375661208,29.6,starter,29.6
woodfin8/Draft_Machine combined_data.csv,2007,7.0,Corey Brewer,corey brewer,,florida,,,81.0,,108.0,2939.0,0.571,0.535,,0.431,,,,,,,19.1,,,,,,16.672337529772033,6.383123511398435,4.0830214358625385,2.3953725757060225,0.5988431439265056,3.443348077577407,0.708,0.356,1.3473970738346377,,23.0,814.0,18738.0,22.5,0.0579999999999999,-1.0,4.8,,,,,,,,,,0.030124876,0.034446562,0.268219041,0.382653147,0.31468125,23.0,rotation,23.0
woodfin8/Draft_Machine combined_data.csv,2007,8.0,Brandan Wright,brandan wright,,unc,,,81.0,,37.0,1013.0,0.637,0.646,,0.445,,,,,,,12.1,,,,,,21.520236920039487,9.042448173741365,1.4610069101678185,1.4215202369200397,2.566633761105627,2.329713721618954,0.567,0.3291618569636134,0.0,,16.2,428.0,6949.0,26.2,0.181,1.6,6.4,,,,,,,,,,0.019708441,0.011444142,0.302588556,0.441825613,0.244141689,16.2,rotation,16.2
woodfin8/Draft_Machine combined_data.csv,2007,9.0,Joakim Noah,joakim noah,,florida,,,83.0,,108.0,2279.0,0.642,0.617,,0.679,,,,,,,18.0,,,,,,19.88591487494515,12.05792014041246,3.247038174637999,1.6673979815708644,3.264589732338745,3.3874506362439667,0.684,0.5,0.0175515577007459,,27.9,667.0,18596.0,61.8,0.16,4.1,28.4,,,,,,,,,,0.422872969,0.079411998,0.387551261,0.197950034,0.335086707,27.9,starter,27.9
woodfin8/Draft_Machine combined_data.csv,2007,10.0,Spencer Hawes,spencer hawes,,washington,,,84.0,,31.0,896.0,0.563,0.533,,0.27,,,,,,,16.0,,,,,,20.580357142857142,8.794642857142858,2.6785714285714284,0.7142857142857142,2.4107142857142856,3.4821428571428568,0.755,0.333,0.0446428571428571,,22.7,684.0,15541.0,22.6,0.07,-0.7,5.0,,,,,,,,,,0.001760075,0.014423923,0.330386983,0.412181179,0.243007916,22.7,rotation,22.7
woodfin8/Draft_Machine combined_data.csv,2007,11.0,Acie Law,acie law,,texas a&m,,,75.0,,122.0,3760.0,0.551,0.51,,0.35,,,,,,,16.5,,,,,,17.75531914893617,4.031914893617021,5.797872340425531,1.6595744680851063,0.0212765957446808,3.1808510638297878,0.76,0.357,1.2127659574468084,,12.7,188.0,2385.0,1.6,0.032,-5.4,-2.0,,,,,,,,,,-1.270554708,0.000223877,0.054207711,0.309945261,0.635623152,12.7,bench,12.7
woodfin8/Draft_Machine combined_data.csv,2007,12.0,Thaddeus Young,thaddeus young,,georgia tech,,,80.0,,31.0,917.0,0.552,0.531,,0.189,,,,,,,14.2,,,,,,19.411123227917123,6.58669574700109,2.7480916030534357,1.7011995637949835,0.5234460196292258,2.9225736095965105,0.743,0.419,1.7011995637949835,,30.3,951.0,28855.0,60.9,0.1009999999999999,0.6,19.2,,,,,,,,,,0.23558509,0.057339574,0.398453398,0.210754986,0.333452042,30.3,star,30.3
woodfin8/Draft_Machine combined_data.csv,2007,13.0,Julian Wright,julian wright,,kansas,,,80.0,,71.0,1711.0,0.566,0.557,,0.32,,,,,,,19.2,,,,,,17.253068381063706,10.520163646990063,3.319696084161309,2.01052016364699,2.1274108708357686,3.6236119228521337,0.591,0.188,0.0701344243132671,,13.2,231.0,3049.0,3.9,0.061,-1.3,0.5,,,,,,,,,,0.070925932,0.020599201,0.347806889,0.328754671,0.302839239,13.2,bench,13.2
woodfin8/Draft_Machine combined_data.csv,2007,14.0,Al Thornton,al thornton,,florida state,,,80.0,,124.0,2723.0,0.593,0.559,,0.505,,,,,,,14.4,,,,,,22.343004039662134,9.416085200146895,1.278002203452075,1.5130370914432612,1.0870363569592365,3.1582813073815648,0.701,0.438,0.9254498714652956,,28.0,296.0,8274.0,6.1,0.035,-3.5,-3.1,,,,,,,,,,-1.122221451,0.002371322,0.112758214,0.262559545,0.622310919,28.0,starter,28.0
