rank,name_tankathon,position,team_school,height_listed,height_in,weight_lbs,class,age,pts_pg,reb_pg,ast_pg,blk_pg,stl_pg,pts_per36,reb_per36,ast_per36,blk_per36,stl_per36,ts_pct,usg,obpm,dbpm,bpm,source,norm_name,name,sources_count,consensus_mean,consensus_median,consensus_std,consensus_min,consensus_max,sources,rank_tankathon,rank_rookie_scale_consensus,rank_cbs_prospect_rankings,rank_bleacher_report_mock,rank_nba_draft_room_big_board,rank_tankathon_mock,rank_cbs_mock,rank_yahoo_koc_big_board,rank_the_ringer_big_board,cbs_mpg,cbs_ppg,cbs_rpg,cbs_apg,cbs_fg_pct,name_combine,height_listed_combine,height_in_combine,weight_lbs_combine,sources_combine,wingspan_listed,wingspan_in,height_wo_shoes,height_wo_shoes_in,standing_reach,standing_reach_in,display_name,name_wb,height_wo_shoes_in_wb,weight_lbs_wb,wingspan_in_wb,standing_reach_in_wb,standing_vert_in,max_vert_in,lane_agility_s,shuttle_s,sprint_s,market_rank,age_at_draft,pts_per40,reb_per40,ast_per40,stl_per40,blk_per40,tov_per40,usg_pct,position_group,ft_pct,three_pct,three_pa_per40,pred_value_p10,pred_value_p50,pred_value_p90,ridge_pred,gbm_pred,rf_pred,prob_bust,prob_bench,prob_rotation,prob_starter,prob_star,board_score,board_rank,tier,comp_players,comp_median_mpg,comp_floor_mpg,comp_ceiling_mpg,comp_tiers
57.0,Tobi Lawal,PF,Virginia Tech,"6'8.5""",79.25,214.4,Senior,23.1,12.3,8.5,0.6,1.1,0.3,15.2,10.5,0.8,1.4,0.4,0.635,20.0,2.3,1.6,3.9,Tankathon,tobi lawal,Tobi Lawal,6,52.16666666666666,53.0,3.3374973990834644,47,57,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,57.0,47.0,52.0,49.0,54.0,54.0,,,,29.1,12.3,8.5,0.6,54.2,Tobi Lawal,"6'8.5""",80.5,214.0,Tankathon,,82.5,,,,104.5,Tobi Lawal,Tobi Lawal,79.25,214.4,82.5,104.5,40.0,45.5,11.15,3.08,3.16,52.16666666666666,23.1,16.88888888888889,11.666666666666668,0.888888888888889,0.4444444444444445,1.5555555555555556,,20.0,forward_big,,,,6.245109926088917,7.846398646005506,9.241212477121046,4.974671866090844,7.02439250208498,6.425031152499641,0.521847176462499,0.3598815392994315,0.08126578720007697,0.02859946760605391,0.008406029431938685,-0.24458335509164011,55,Honorable mention,Dewan Hernandez; Cady Lalanne; Abdel Nader; Cory Jefferson; Carrick Felix,5.4,4.7,11.68,bust; bust; bench; bench; bust
,,,,,,,,,,,,,,,,,,,,,,,,,emanuel sharpe,Emanuel Sharpe,1,56.0,56.0,0.0,56,56,NBA Draft Room big board,,,,,56.0,,,,,,,,,,,,,,,,,,,,,Emanuel Sharpe,,,,,,,,,,,56.0,,,,,,,,,unknown,,,,7.3040270554560465,8.665448371914147,10.304718458577685,7.28447273523196,8.134501990192723,7.628762849939268,0.6042421631686222,0.2046073162632664,0.122269694241837,0.04942789778298182,0.019452928543292527,-0.2618778991198299,56,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
59.0,Keyshawn Hall,SF,Auburn,"6'7.25""",78.0,227.4,Senior,23.2,19.3,7.1,2.6,0.6,0.7,20.6,7.6,2.8,0.7,0.8,0.606,26.7,6.5,1.0,7.5,Tankathon,keyshawn hall,Keyshawn Hall,6,53.66666666666666,55.5,7.203394261658104,38,59,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,59.0,56.0,55.0,59.0,38.0,55.0,,,,33.6,19.3,7.0,2.6,45.1,Keyshawn Hall,"6'7.25""",79.25,227.0,Tankathon,,82.25,,,,105.0,Keyshawn Hall,Keyshawn Hall,78.0,227.4,82.25,105.0,30.0,34.0,11.15,3.1,3.25,53.66666666666666,23.2,22.888888888888893,8.444444444444445,3.111111111111111,0.888888888888889,0.7777777777777778,,26.7,wing,,,,7.3706268142401195,9.11726374725227,10.701763260265208,8.2455311627406,8.846110703378923,7.989555746028052,0.5238237210590168,0.2502012119598448,0.1654540533850964,0.04817927592588815,0.012341737670153818,-0.27561317842951305,57,Honorable mention,Georges Niang; Semi Ojeleye; Sam Young; Quincy Pondexter; Jaron Blossomgame,15.9,15.6,16.26,rotation; bench; rotation; rotation; rotation
53.0,Felix Okpara,C,Tennessee,"6'11.25""",82.0,237.4,Senior,22.2,8.0,6.3,0.5,1.5,0.4,10.7,8.5,0.7,2.0,0.6,0.617,13.4,1.8,3.6,5.5,Tankathon,felix okpara,Felix Okpara,6,54.333333333333336,54.5,2.42670329642684,50,57,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,53.0,57.0,54.0,55.0,57.0,50.0,,,,26.9,8.0,6.3,0.5,59.7,Felix Okpara,"6'11.25""",83.25,237.0,Tankathon,,86.0,,,,112.0,Felix Okpara,Felix Okpara,82.0,237.4,86.0,112.0,29.5,34.5,11.01,2.99,3.18,54.333333333333336,22.2,11.88888888888889,9.444444444444445,0.7777777777777778,0.6666666666666666,2.2222222222222223,,13.4,big,,,,4.879828247600151,6.774209547070146,8.993752821109382,4.353824779280389,7.064735970005119,6.7076128307310245,0.7484675553774127,0.17288905541521807,0.06219102207276517,0.01173793104591585,0.00471443608868836,-0.331010123748965,58,Honorable mention,Fab Melo; Miles Plumlee; Patrick Patterson; Quincy Acy; DJ Wilson,16.0,12.3,19.04,bust; rotation; rotation; rotation; bench
56.0,Kylan Boswell,PG,Illinois,"6'2.5""",73.25,226.0,Senior,21.2,12.3,4.0,3.0,0.0,0.7,14.7,4.8,3.6,0.0,0.9,0.559,20.4,3.9,3.1,7.0,Tankathon,kylan boswell,Kylan Boswell,6,56.0,54.5,6.879922480183431,47,69,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,56.0,53.0,47.0,52.0,69.0,59.0,,,,30.0,12.3,4.0,3.0,44.4,Kylan Boswell,"6'2.5""",74.5,226.0,Tankathon,,79.0,,,,95.0,Kylan Boswell,Kylan Boswell,73.25,226.0,79.0,95.0,33.0,38.0,10.82,2.92,3.22,56.0,21.2,16.333333333333332,5.333333333333333,4.0,1.0,0.0,,20.4,guard,,,,6.793004541573598,8.697877942326953,10.31539310054744,8.193041017348218,6.839327147435832,7.210882796404005,0.4651673984089993,0.3547418207548577,0.09399390354506294,0.06592348206041317,0.02017339523066676,-0.34593892786698566,59,Honorable mention,Solomon Hill; Tim Hardaway Jr.; Wayne Ellington; Andrew Harrison; Darius Miller,20.9,20.6,25.1,rotation; starter; rotation; rotation; rotation
54.0,Tamin Lipsey,PG,Iowa State,"6'1""",73.0,200.0,Senior,22.9,13.5,3.9,5.1,0.0,2.3,15.4,4.5,5.8,0.0,2.6,0.54,22.1,5.5,5.8,11.3,Tankathon,tamin lipsey,Tamin Lipsey,4,57.5,57.5,4.031128874149275,53,62,CBS prospect rankings;Rookie Scale consensus;Tankathon;Tankathon mock,54.0,61.0,62.0,,,53.0,,,,31.4,13.5,3.9,5.1,45.9,Tamin Lipsey,"6'1""",73.0,200.0,Tankathon,,,,,,,Tamin Lipsey,,,,,,,,,,,57.5,22.9,17.11111111111111,5.0,6.444444444444445,2.8888888888888893,0.0,,22.1,guard,,,,5.865004989037211,8.139150273340533,10.031900193210008,10.308804860680652,6.670605466289845,6.722925303418362,0.5028839184775787,0.29418651636719056,0.1367903090758323,0.04596133461279382,0.02017792146660447,-0.3705132163872556,60,Honorable mention,Jevon Carter; Davion Mitchell; Ty Jerome; Earl Watson; Miles McBride,17.3,16.0,21.68,rotation; rotation; rotation; rotation; bench
61.0,Quadir Copeland,PG/SG,NC State,"6'6""",78.0,220.0,Senior,22.8,13.9,3.6,6.5,0.1,1.8,17.4,4.5,8.1,0.2,2.2,0.592,25.6,4.5,3.2,7.8,Tankathon,quadir copeland,Quadir Copeland,4,57.75,61.0,8.757139944068497,43,66,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon,61.0,66.0,61.0,,43.0,,,,,28.7,13.9,3.6,6.5,49.4,Quadir Copeland,"6'6""",78.0,220.0,Tankathon,,,,,,,Quadir Copeland,,,,,,,,,,,57.75,22.8,19.333333333333332,5.0,9.0,2.4444444444444446,0.22222222222222224,,25.6,guard,,,,7.915073985874707,9.526326190951048,10.788721431383681,10.878688716714496,8.727035715115012,8.63675378053607,0.5072840819651975,0.28269140145827165,0.13866818644933118,0.055507990683936234,0.01584833944326344,-0.37695201650914706,61,Honorable mention,Blake Stepp; Javaris Crittenton; Jarrett Jack; Greivis Vasquez; Jay Williams,23.7,16.4,27.12,bust; rotation; starter; rotation; starter
51.0,Maliq Brown,PF,Duke,"6'9.25""",80.0,216.6,Senior,22.6,4.9,5.2,1.6,0.6,1.8,8.8,9.2,2.9,1.1,3.2,0.634,12.7,2.6,8.9,11.6,Tankathon,maliq brown,Maliq Brown,6,55.833333333333336,53.5,6.618576550554927,51,70,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,51.0,55.0,51.0,56.0,70.0,52.0,,,,20.3,4.9,5.2,1.6,62.9,Maliq Brown,"6'9.25""",81.25,217.0,Tankathon,,84.75,,,,107.0,Maliq Brown,Maliq Brown,80.0,216.6,84.75,107.0,29.5,34.0,11.22,3.05,3.07,55.833333333333336,22.6,9.777777777777779,10.222222222222221,3.2222222222222223,3.555555555555556,1.2222222222222223,,12.7,forward_big,,,,5.059592233049432,7.742747697902156,10.193785929344713,9.682538830762667,6.236185482584025,6.49040116170066,0.530202965666181,0.33095787098666607,0.09290853669898022,0.034468583828728125,0.011462042819444658,-0.37879744404752924,62,Honorable mention,Arsalan Kazemi; Chuma Okeke; Matisse Thybulle; Jordan Bell; Willie Cauley-Stein,20.8,12.0,22.12,bust; rotation; rotation; bench; rotation
58.0,Rafael Castro,C,George Washington,"6'10.25""",81.0,224.4,Senior,23.2,15.3,9.1,1.7,1.7,1.8,20.1,12.0,2.2,2.3,2.3,0.645,24.2,6.1,3.4,9.5,Tankathon,rafael castro,Rafael Castro,5,58.6,58.0,2.3323807579381204,56,63,Bleacher Report mock;CBS prospect rankings;Rookie Scale consensus;Tankathon;Tankathon mock,58.0,63.0,58.0,58.0,,56.0,,,,27.2,15.3,9.1,1.7,62.7,Rafael Castro,"6'10.25""",82.25,224.0,Tankathon,,85.25,,,,109.5,Rafael Castro,Rafael Castro,81.0,224.4,85.25,109.5,31.0,36.5,11.42,2.93,3.2,58.6,23.2,22.333333333333336,13.333333333333334,2.4444444444444446,2.5555555555555554,2.5555555555555554,,24.2,big,,,,5.948305546601398,7.357504912441927,8.877486147359635,5.519409664215647,7.2953125420702545,6.427989635125101,0.7349314300352843,0.15334442833391793,0.07916055896194198,0.022467430264140525,0.010096152404715165,-0.4090167541936783,63,Honorable mention,Tyler Bey; Kenneth Faried; Damion James; Wesley Johnson; Shane Battier,22.1,16.0,28.22,bust; starter; rotation; rotation; star
67.0,Bryce Hopkins,SF,St. John's,"6'7.25""",78.0,218.8,Senior,23.8,13.6,6.2,1.9,0.3,1.1,17.0,7.8,2.4,0.3,1.4,0.558,22.4,5.0,3.5,8.5,Tankathon,bryce hopkins,Bryce Hopkins,4,61.0,59.5,3.5355339059327378,58,67,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon,67.0,58.0,60.0,,59.0,,,,,28.8,13.6,6.2,1.9,46.9,Bryce Hopkins,"6'7.25""",79.25,219.0,Tankathon,,82.5,,,,105.0,Bryce Hopkins,Bryce Hopkins,78.0,218.8,82.5,105.0,30.0,37.5,10.71,2.95,3.26,61.0,23.8,18.88888888888889,8.666666666666666,2.6666666666666665,1.5555555555555556,0.3333333333333333,,22.4,wing,,,,7.546706528225273,9.026915634244176,10.639491391103526,6.241750101726163,8.721527774604185,7.609591913412179,0.6415806538003525,0.17574230770115562,0.13330985262191897,0.03747014993474378,0.011897035941829111,-0.41210376848256797,64,Honorable mention,Kris Joseph; Jeffery Taylor; Kyle Singler; DaSean Butler; Anthony Brown,18.6,5.4,20.9,bust; rotation; rotation; bust; rotation
64.0,Nate Bittle,C,Oregon,"7'0""",84.0,250.0,Senior,23.0,16.8,6.9,2.6,1.8,0.9,19.4,8.0,3.0,2.1,1.0,0.563,28.2,6.1,2.9,9.0,Tankathon,nate bittle,Nate Bittle,3,60.0,60.0,3.265986323710904,56,64,CBS prospect rankings;Rookie Scale consensus;Tankathon,64.0,60.0,56.0,,,,,,,31.1,16.8,6.9,2.6,46.5,Nate Bittle,"7'0""",84.0,250.0,Tankathon,,,,,,,Nate Bittle,,,,,,,,,,,60.0,23.0,21.555555555555554,8.88888888888889,3.3333333333333335,1.1111111111111112,2.3333333333333335,,28.2,big,,,,6.568827254566706,8.024206684187673,9.685796474988438,4.411885867497936,7.486385702875697,8.932960808700784,0.49239902269823715,0.32088875315792303,0.13911824744602044,0.0354492313988638,0.012144745298955399,-0.4266068025220045,65,Honorable mention,Mfiondu Kabengele; Cameron Bairstow; JaJuan Johnson; Mason Plumlee; Sandro Mamukelashvili,8.3,6.9,18.12,bust; bust; bench; rotation; bench
65.0,Aaron Nkrumah,SG,Tennessee State,"6'6.25""",77.0,188.8,Senior,24.6,17.7,5.5,3.0,0.5,2.8,20.3,6.3,3.5,0.6,3.2,0.552,27.6,2.9,1.9,4.8,Tankathon,aaron nkrumah,Aaron Nkrumah,5,56.6,53.0,9.76933979345585,46,71,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon,65.0,71.0,53.0,48.0,46.0,,,,,31.3,17.7,5.5,3.0,43.8,Aaron Nkrumah,"6'6.25""",78.25,189.0,Tankathon,,82.25,,,,104.0,Aaron Nkrumah,Aaron Nkrumah,77.0,188.8,82.25,104.0,28.5,35.0,11.18,2.48,3.24,56.6,24.6,22.555555555555557,7.0,3.8888888888888893,3.555555555555556,0.6666666666666666,,27.6,guard,,,,5.5201592144652425,7.882377641209178,10.010474696140973,9.187261556775976,7.146849883734927,8.98386541442899,0.4798136615383446,0.2823578820167808,0.1485384692073566,0.061950259680324804,0.027339727557193237,-0.43068226108845675,66,Honorable mention,DeMarre Carroll; RJ Hunter; James Ennis; Michael Gbinije; Tim Pickett,8.8,3.5,22.34,rotation; bench; rotation; bust; bust
66.0,Trey Kaufman-Renn,PF,Purdue,"6'9""",79.75,241.2,Senior,23.8,14.2,8.3,2.5,0.2,0.4,18.1,10.7,3.3,0.3,0.5,0.59,24.9,6.2,2.3,8.4,Tankathon,trey kaufman renn,Trey Kaufman-Renn,5,61.8,62.0,8.818163074019441,47,74,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon,66.0,62.0,74.0,60.0,47.0,,,,,28.0,14.2,8.3,2.5,57.8,Trey Kaufman-Renn,"6'9""",81.0,241.0,Tankathon,,82.5,,,,105.5,Trey Kaufman-Renn,Trey Kaufman-Renn,79.75,241.2,82.5,105.5,29.0,33.0,11.06,3.01,3.37,61.8,23.8,20.111111111111114,11.88888888888889,3.6666666666666665,0.5555555555555556,0.3333333333333333,,24.9,forward_big,,,,7.2643532542607,8.724195434710118,10.758231180495041,4.255807098599135,8.880690978437855,7.492452380509171,0.6345519365705669,0.21475529879686828,0.09628147174595837,0.04298258914195426,0.011428703744652121,-0.5098656859187256,67,Honorable mention,Vince Edwards; Dwayne Collins; Mason Plumlee; Semi Ojeleye; Colton Iverson,7.9,0.0,19.360000000000003,bust; bust; rotation; bench; bust
69.0,Tucker DeVries,SG/SF,Indiana,"6'7""",79.0,220.0,Senior,23.5,13.7,5.3,3.3,0.6,1.1,14.4,5.5,3.5,0.6,1.2,0.546,21.9,3.9,3.0,6.9,Tankathon,tucker devries,Tucker DeVries,3,66.0,65.0,2.160246899469287,64,69,CBS prospect rankings;Rookie Scale consensus;Tankathon,69.0,64.0,65.0,,,,,,,34.3,13.7,5.3,3.3,39.7,Tucker DeVries,"6'7""",79.0,220.0,Tankathon,,,,,,,Tucker DeVries,,,,,,,,,,,66.0,23.5,16.0,6.111111111111112,3.8888888888888893,1.3333333333333333,0.6666666666666666,,21.9,wing,,,,7.414220274659491,9.013071467015752,10.430247258914058,4.289804482531039,7.665867646074474,7.782662021252501,0.6022900132282626,0.194084213762807,0.1529611752605119,0.038581229159821574,0.012083368588597146,-0.5171328839024433,68,Honorable mention,Kris Joseph; Anthony Brown; DaSean Butler; Kyle Singler; Solomon Hill,18.6,5.4,21.74,bust; rotation; bust; rotation; rotation
55.0,Pavle Backo,C,KK Mega Basket,"6'11""",83.0,262.0,International,18.9,12.7,4.7,1.2,1.3,0.3,23.8,8.8,2.2,2.3,0.6,0.603,26.5,,,,Tankathon,pavle backo,Pavle Backo,4,56.75,57.5,18.48479104561369,30,82,NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,55.0,82.0,,,30.0,60.0,,,,,,,,,Pavle Backo,"6'11""",83.0,262.0,Tankathon,,,,,,,Pavle Backo,,,,,,,,,,,56.75,18.9,26.444444444444446,9.777777777777779,2.4444444444444446,0.6666666666666666,2.5555555555555554,,26.5,big,,,,6.2762225380357215,8.303190190743855,11.259634747433566,5.481687840610489,9.776194590178294,6.403569821493788,0.5361574013357295,0.28588054447003625,0.11246260762993432,0.04737373910300171,0.018125707461298147,-0.5248519174733182,69,Honorable mention,Jahlil Okafor; Isaiah Stewart; Zeke Nnaji; Deandre Ayton; Reggie Perry,19.5,12.6,28.7,rotation; starter; bench; starter; bench
,,,,,,,,,,,,,,,,,,,,,,,,,malique lewis,Malique Lewis,2,67.5,67.5,0.5,67,68,NBA Draft Room big board;Rookie Scale consensus,,68.0,,,67.0,,,,,,,,,,,,,,,,,,,,,Malique Lewis,,,,,,,,,,,67.5,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,3.328243051516747,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.5509961610870973,70,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,jaron pierre,Jaron Pierre Jr.,2,67.0,67.0,3.0,64,70,CBS prospect rankings;Rookie Scale consensus,,70.0,64.0,,,,,,,33.0,17.6,4.9,2.1,46.2,,,,,,,,,,,,Jaron Pierre Jr.,,,,,,,,,,,67.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,3.5002530377652317,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.5698850182487818,71,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,lamar wilkerson,Lamar Wilkerson,3,64.0,69.0,9.273618495495704,51,72,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus,,69.0,72.0,,51.0,,,,,33.9,20.9,3.5,2.4,46.3,,,,,,,,,,,,Lamar Wilkerson,,,,,,,,,,,64.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,4.53231295525616,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.5748672593306514,72,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
70.0,Darrion Williams,SF,NC State,"6'5.75""",77.75,236.0,Senior,23.2,14.0,4.6,2.8,0.3,1.1,16.7,5.5,3.3,0.4,1.3,0.533,24.6,4.0,1.2,5.2,Tankathon,darrion williams,Darrion Williams,3,67.33333333333333,70.0,6.018490028422596,59,73,CBS prospect rankings;Rookie Scale consensus;Tankathon,70.0,59.0,73.0,,,,,,,30.0,14.0,4.6,2.8,41.4,Darrion Williams,"6'5.75""",77.75,236.0,Tankathon,,,,,,,Darrion Williams,,,,,,,,,,,67.33333333333333,23.2,18.555555555555557,6.111111111111112,3.6666666666666665,1.4444444444444446,0.4444444444444445,,24.6,wing,,,,6.955713542884888,8.803049027591905,10.17834495814926,3.9958422343808753,7.9890300038726965,8.605734887897356,0.5479277109572542,0.21169557846035825,0.18022255817721203,0.043198438798495296,0.016955713606680134,-0.6062743606232089,73,Honorable mention,Kyle Singler; Admiral Schofield; Elijah Hughes; Dwight Powell; Kris Joseph,11.1,9.2,20.7,rotation; bench; bench; rotation; bust
68.0,Malik Reneau,PF,Miami,"6'9""",81.0,238.0,Senior,23.2,18.9,6.5,2.1,0.8,1.1,23.5,8.1,2.6,1.0,1.3,0.618,30.6,6.0,2.5,8.5,Tankathon,malik reneau,Malik Reneau,4,67.25,66.5,3.766629793329841,63,73,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon,68.0,73.0,63.0,,65.0,,,,,29.0,18.9,6.5,2.1,54.0,Malik Reneau,"6'9""",81.0,238.0,Tankathon,,,,,,,Malik Reneau,,,,,,,,,,,67.25,23.2,26.11111111111111,9.0,2.8888888888888893,1.4444444444444446,1.1111111111111112,,30.6,forward_big,,,,6.458304501704748,8.026632946425718,9.352774592887988,2.7446210072819586,7.588848066958703,7.204780699960465,0.5574073542521427,0.22638287389672881,0.16302489379994964,0.037186962750898,0.015997915300280816,-0.6089298351845384,74,Honorable mention,Georges Niang; Tyler Hansbrough; Alec Peters; Cameron Bairstow; Mike Scott,16.2,11.2,16.74,rotation; rotation; bench; bust; rotation
62.0,Nick Boyd,PG/SG,Wisconsin,"6'2.25""",73.0,176.2,Senior,25.2,20.7,3.8,4.3,0.0,1.0,23.4,4.3,4.8,0.0,1.2,0.588,30.6,7.6,1.9,9.5,Tankathon,nick boyd,Nick Boyd,4,65.75,64.0,6.417748826496718,59,76,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon,62.0,76.0,59.0,,66.0,,,,,31.9,20.7,3.8,4.3,48.0,Nick Boyd,"6'2.25""",74.25,176.0,Tankathon,,74.5,,,,96.0,Nick Boyd,Nick Boyd,73.0,176.2,74.5,96.0,30.5,36.0,10.78,3.06,3.07,65.75,25.2,26.0,4.777777777777778,5.333333333333333,1.3333333333333333,0.0,,30.6,guard,,,,4.874242859728897,7.272820820829892,9.16489758037433,4.367246852944012,7.002411072091114,7.221980754758893,0.2830807324032461,0.5365265053508885,0.13236527910633275,0.04206669837932723,0.0059607847602054,-0.6370811408027466,75,Honorable mention,Jack McClinton; Nolan Smith; Frank Mason; Joseph Young; Xavier Thames,8.5,0.0,13.38,bust; bench; rotation; bench; bust
,,,,,80.0,261.4,,,,,,,,,,,,,,,,,,,tobe awaka,Tobe Awaka,3,70.0,68.0,3.559026084010437,67,75,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus,,67.0,75.0,,68.0,,,,,20.8,9.3,9.1,0.8,58.7,,,,,,,86.25,,,,105.0,Tobe Awaka,Tobe Awaka,80.0,261.4,86.25,105.0,32.5,37.5,10.94,3.02,3.19,70.0,,,,,,,,,unknown,,,,5.995002263259435,8.481181504572973,10.398379775745628,2.7596054654739977,9.595145422501972,7.418787498762902,0.7481492681250386,0.1469244940970228,0.060446641469942636,0.031660295808040126,0.012819300499955926,-0.6540804389291739,76,Honorable mention,DaJuan Summers; Montrezl Harrell; James Johnson; Raiquan Gray; Jarnell Stokes,20.1,9.9,29.26,bench; rotation; rotation; star; bust
,,,,,,,,,,,,,,,,,,,,,,,,,cade tyson,Cade Tyson,2,71.0,71.0,4.0,67,75,CBS prospect rankings;Rookie Scale consensus,,75.0,67.0,,,,,,,36.7,19.6,5.4,2.1,50.0,,,,,,,,,,,,Cade Tyson,,,,,,,,,,,71.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,2.1241731477773325,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.6795201458149538,77,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,duke miles,Duke Miles,3,67.33333333333333,65.0,11.953614051360738,54,83,Bleacher Report mock;CBS prospect rankings;Rookie Scale consensus,,65.0,83.0,54.0,,,,,,29.5,16.1,3.0,4.5,43.5,,,,,,,,,,,,Duke Miles,,,,,,,,,,,67.33333333333333,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,3.3855797135995775,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.6891589018223249,78,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
63.0,Peter Suder,SG,Miami (Ohio),"6'5""",75.75,213.4,Senior,22.9,14.8,4.6,4.0,0.4,1.3,17.1,5.4,4.7,0.5,1.5,0.633,21.8,2.5,1.0,3.5,Tankathon,peter suder,Peter Suder,3,71.0,66.0,9.273618495495704,63,84,CBS prospect rankings;Rookie Scale consensus;Tankathon,63.0,84.0,66.0,,,,,,,31.0,14.8,4.6,4.0,54.6,Peter Suder,"6'5""",77.0,213.0,Tankathon,,80.0,,,,99.5,Peter Suder,Peter Suder,75.75,213.4,80.0,99.5,28.5,30.5,11.23,3.14,3.2,71.0,22.9,19.000000000000004,6.000000000000001,5.222222222222222,1.6666666666666667,0.5555555555555556,,21.8,guard,,,,7.330545935968985,9.624868086343282,11.245995499276846,2.8651589901982035,9.254435353276069,7.730252829933352,0.575252483905691,0.2265354948678233,0.12137120765553035,0.06146939394796737,0.015371419622988169,-0.7012588802968366,79,Honorable mention,Abdel Nader; Carrick Felix; Skylar Mays; Melvin Frazier; Kim English,9.9,9.1,12.36,bench; bust; bench; bench; bench
,,,,,,,,,,,,,,,,,,,,,,,,,michael ajayi,Michael Ajayi,1,74.0,74.0,0.0,74,74,Rookie Scale consensus,,74.0,,,,,,,,,,,,,,,,,,,,,,,,Michael Ajayi,,,,,,,,,,,74.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,1.092113230286408,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.7027682330094241,80,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,jaden henley,Jaden Henley,2,73.0,73.0,4.0,69,77,CBS prospect rankings;Rookie Scale consensus,,77.0,69.0,,,,,,,31.5,17.7,5.7,2.9,46.6,,,,,,,,,,,,Jaden Henley,,,,,,,,,,,73.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,1.4361332027833829,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.7281294718632862,81,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
